gene,score
ENSG00000122862,0.014748438404891078
ENSG00000204628,0.011762180525163531
ENSG00000198851,0.011049183053605244
ENSG00000162511,0.010863199379062827
ENSG00000019582,0.009777401662899652
ENSG00000169442,0.009252444430509313
ENSG00000116824,0.009132146484433157
ENSG00000205542,0.009106919477123075
ENSG00000008517,0.00889568149848937
ENSG00000124172,0.008726324093067225
ENSG00000082074,0.008367629691301297
ENSG00000102879,0.00826351501825637
ENSG00000104894,0.008205633716553489
ENSG00000111348,0.007891042178604164
ENSG00000128340,0.007367584117716864
ENSG00000204592,0.0073675478615366575
ENSG00000135390,0.007295318296253544
ENSG00000126264,0.00718205594632758
ENSG00000167286,0.007162932341526709
ENSG00000121966,0.006892344486603355
ENSG00000129824,0.006864683903651277
ENSG00000011600,0.006818791429217453
ENSG00000210082,0.006738343359006297
ENSG00000196154,0.006645827462135601
ENSG00000212907,0.006620785532987656
ENSG00000105369,0.00656059405959308
ENSG00000167283,0.006507634505597044
ENSG00000204472,0.005976465508792613
ENSG00000171345,0.005802417354335708
ENSG00000147168,0.005728615381771235
ENSG00000185885,0.005643931325481066
ENSG00000108821,0.005635767860169621
ENSG00000173762,0.005624590375206238
ENSG00000163453,0.005576807443960109
ENSG00000077984,0.0054545707007463765
ENSG00000228253,0.005421770599241724
ENSG00000103363,0.00535227714664605
ENSG00000233276,0.005157081310223595
ENSG00000142173,0.005046457754177316
ENSG00000113140,0.005037101973868239
ENSG00000101439,0.004879569068350407
ENSG00000111057,0.004867893379126959
ENSG00000133639,0.0048387547753393385
ENSG00000107742,0.004818453923363176
ENSG00000095794,0.004813124879243415
ENSG00000164692,0.004795583559562283
ENSG00000110848,0.00471262058995781
ENSG00000156738,0.004570525574803325
ENSG00000160678,0.004548121976560285
ENSG00000089356,0.004532995668777746
ENSG00000196405,0.004457793443862973
ENSG00000115165,0.004451220702174864
ENSG00000166441,0.004423805183244196
ENSG00000198502,0.004298318183105453
ENSG00000142156,0.0042943218668321965
ENSG00000136490,0.004276218633559921
ENSG00000066336,0.004239320290802673
ENSG00000133872,0.00423774321521322
ENSG00000011465,0.004222746435395968
