ensg,symbol,HVG_rank,HVG_normrank,HVG_normscore,DE_Immune_rank,DE_Immune_normrank,DE_Immune_normscore,DE_Malignant_rank,DE_Malignant_normrank,DE_Malignant_normscore,SpaPROS_rank,SpaPROS_normrank,SpaPROS_normscore,scGeneFit_rank,scGeneFit_normrank,scGeneFit_normscore,RF_celltype_rank,RF_celltype_normrank,RF_celltype_normscore,RF_malignant_rank,RF_malignant_normrank,RF_malignant_normscore,n_methods,mean_normrank,mean_normscore,aggregate_score
ENSG00000226928,RPS14P4,1341.0,0.25264919129949803,0.6308174423256434,,,,,,,2075.0,0.308436145381794,,1102.0,0.6328776258752917,0.0,,,,,,,3,0.3979876541855279,0.3154087211628217,6.713396375348349
ENSG00000183604,SMG1P5,1172.0,0.34690462911321807,0.7467662354980664,,,,,,,2430.0,0.1900633544514838,,1556.0,0.48149383127709233,0.0,,,,,,,3,0.33948727161393144,0.3733831177490332,6.712870389362965
ENSG00000206597,SNORA57,1287.0,0.2827663134411601,0.6594879317242299,,,,,,,2184.0,0.27209069689896637,,1218.0,0.5941980660220073,0.0,,,,,,,3,0.3830183587873779,0.32974396586211496,6.712762324649494
ENSG00000110680,CALCA,1165.0,0.350808700501952,0.7581344179223897,,,,,,,1861.0,0.3797932644214739,,2193.0,0.26908969656552184,0.0,,,,,,,3,0.3332305538296492,0.37906720896119483,6.712297762790844
ENSG00000106631,MYL7,1163.0,0.3519241494701617,0.767502333644486,,,,,,,1992.0,0.3361120373457819,,2115.0,0.29509836612204066,0.0,,,,,,,3,0.32771151764599477,0.383751166822243,6.711462684468238
ENSG00000259303,IGHV2OR16-5,1034.0,0.42387060791968767,0.8457394319242565,,,,,,,2588.0,0.13737912637545846,,2098.0,0.30076692230743585,0.0,,,,,,,3,0.287338885534194,0.42286971596212825,6.710208601496322
ENSG00000244588,RAD21L1,679.0,0.6218627997769102,0.8996132817709028,,,,,,,2599.0,0.13371123707902632,,2943.0,0.019006335445148403,0.0,,,,,,,3,0.258193457433695,0.4498066408854514,6.708000098319146
ENSG00000230872,MFSD13B,1223.0,0.31846068042387066,0.6958261101480198,,,,,,,2107.0,0.2977659219739913,,1610.0,0.4634878292764255,0.0,,,,,,,3,0.3599048105580958,0.3479130550740099,6.707817865632105
ENSG00000205482,SPDYE18,1193.0,0.3351924149470161,0.7245299373249766,,,,,,,2692.0,0.10270090030010004,,1214.0,0.5955318439479826,0.0,,,,,,,3,0.3444750530650329,0.3622649686624883,6.706740021727521
ENSG00000254114,HMGN1P28,1176.0,0.34467373117679867,0.7403320442725696,,,,,,,2649.0,0.11703901300433472,,1363.0,0.5458486162054018,0.0,,,,,,,3,0.33585378679551176,0.3701660221362848,6.706019808931797
ENSG00000237757,EEF1A1P30,1199.0,0.33184606804238703,0.715062008267769,,,,,,,2472.0,0.17605868622874288,,1393.0,0.5358452817605869,0.0,,,,,,,3,0.34791667867723897,0.3575310041338845,6.705447682811123
ENSG00000241288,LINC02614,1307.0,0.271611823759063,0.6515868782504335,,,,,,,1682.0,0.43947982660886964,,1718.0,0.42747582527509165,0.0,,,,,,,3,0.37952249188100806,0.32579343912521674,6.705315931006226
ENSG00000260229,PPIAP51,1044.0,0.4182933630786392,0.8430724096546207,,,,,,,2889.0,0.037012337445815224,,1822.0,0.3927975991997332,0.0,,,,,,,3,0.2827010999080625,0.42153620482731036,6.704237304735373
ENSG00000236670,KRT18P5,1267.0,0.2939208031232571,0.6691225496732898,,,,,,,1694.0,0.43547849283094364,,1880.0,0.3734578192730911,0.0,,,,,,,3,0.3676190384090973,0.3345612748366449,6.7021803132457425
ENSG00000250731,TPM3P6,1217.0,0.32180702732849975,0.7011268169089212,,,,,,,2327.0,0.22440813604534848,,1485.0,0.5051683894631545,0.0,,,,,,,3,0.3504611842790009,0.3505634084544606,6.701024592733462
ENSG00000210156,MT-TK,1200.0,0.3312883435582822,0.7138285104680623,,,,,,,2254.0,0.2487495831943981,,1651.0,0.44981660553517844,0.0,,,,,,,3,0.3432848440959529,0.35691425523403114,6.700199099329984
ENSG00000280953,LINC01163,732.0,0.5923034021193531,0.8908387785038004,,,,,,,2844.0,0.05201733911303763,,2642.0,0.11937312437479164,0.0,,,,,,,3,0.25456462186906076,0.4454193892519002,6.699984011120961
ENSG00000235812,ADAM21P1,851.0,0.5259341885108757,0.8772636351513535,,,,,,,2627.0,0.12437479159719911,,2601.0,0.1330443481160387,0.0,,,,,,,3,0.2611177760747045,0.43863181757567676,6.699749593650381
ENSG00000231241,RPS3AP3,1179.0,0.3430005577244841,0.736431524203227,,,,,,,2402.0,0.19939979993331114,,1661.0,0.44648216072024005,0.0,,,,,,,3,0.32962750612601177,0.3682157621016135,6.697843268227625
ENSG00000152578,GRIA4,1372.0,0.2353597322922476,0.61498199759968,,,,,,,1211.0,0.5965321773924641,,1984.0,0.33877959319773254,0.0,,,,,,,3,0.39022383429414803,0.30749099879984,6.697714833093988
ENSG00000245888,NSMCE1-DT,1251.0,0.3028443948689348,0.6758901186824909,,,,,,,2084.0,0.30543514504834945,,1602.0,0.4661553851283762,0.0,,,,,,,3,0.35814497501522014,0.33794505934124547,6.696090034356465
ENSG00000253802,SIRLNT,1320.0,0.2643614054657,0.6450193359114549,,,,,,,2437.0,0.187729243081027,,996.0,0.6682227409136379,0.0,,,,,,,3,0.37343779648678826,0.32250966795572744,6.695947464442516
ENSG00000241129,RPL22P19,1177.0,0.3441160066926938,0.7381650886784904,,,,,,,2502.0,0.16605535178392794,,1620.0,0.4601533844614871,0.0,,,,,,,3,0.32344158097936965,0.3690825443392452,6.692524125318615
ENSG00000186115,CYP4F2,1182.0,0.3413273842721696,0.7339978663821843,,,,,,,2120.0,0.2934311437145716,,2000.0,0.3334444814938313,0.0,,,,,,,3,0.3227343364935242,0.36699893319109217,6.689733269684616
ENSG00000142698,C1orf94,1250.0,0.3034021193530396,0.6776236831577543,,,,,,,1559.0,0.48049349783261086,,2194.0,0.268756252084028,0.0,,,,,,,3,0.3508839564232262,0.33881184157887717,6.689695798002104
ENSG00000238063,LINC01685,1055.0,0.41215839375348573,0.8405120682757701,,,,,,,1863.0,0.37912637545848615,,2949.0,0.01700566855618535,0.0,,,,,,,3,0.2694301459227191,0.42025603413788504,6.689686180060604
ENSG00000143632,ACTA1,1234.0,0.3123257110987172,0.6868582477663688,,,,,,,1574.0,0.4754918306102034,,2250.0,0.25008336112037344,0.0,,,,,,,3,0.3459669676097647,0.3434291238831844,6.689396091492949
ENSG00000199805,RNU1-134P,1292.0,0.27997769102063585,0.6567208961194826,,,,,,,2166.0,0.2780926975658553,,1435.0,0.5218406135378459,0.0,,,,,,,3,0.35997033404144574,0.3283604480597413,6.688330782101187
ENSG00000174917,MICOS13,,,,,,,,,,472.0,0.8429476492164054,,1387.0,0.5378459486495499,0.0,363.0,0.6376376376376376,0.03053099724509462,,,,3,0.672810411834531,0.01526549862254731,6.688075910457078
ENSG00000270505,IGHV1OR15-1,1370.0,0.2364751812604573,0.6155154020536072,,,,,,,1138.0,0.6208736245415138,,2150.0,0.28342780926975664,0.0,,,,,,,3,0.38025887169057593,0.3077577010268036,6.6880165727173795
ENSG00000228828,TLK2P2,1252.0,0.3022866703848299,0.6749899986664889,,,,,,,2617.0,0.12770923641213738,,1144.0,0.6188729576525509,0.0,,,,,,,3,0.3496229548165061,0.33749499933324445,6.68711795414975
ENSG00000173436,MICOS10,,,,,,,,,,404.0,0.865621873957986,,1703.0,0.4324774924974991,0.0,310.0,0.6906906906906907,0.04811893377642638,,,,3,0.6629300190487253,0.02405946688821319,6.686989485936938
ENSG00000259746,HSPE1P3,1226.0,0.316787506971556,0.6945592745699426,,,,,,,2350.0,0.21673891297099035,,1560.0,0.480160053351117,0.0,,,,,,,3,0.33789549109788775,0.3472796372849713,6.685175128382858
ENSG00000222268,RNA5SP425,1211.0,0.32515337423312884,0.7025603413788505,,,,,,,2481.0,0.17305768589529846,,1493.0,0.5025008336112038,0.0,,,,,,,3,0.3335706312465437,0.35128017068942524,6.684850801935969
ENSG00000253883,IGHV3-19,1256.0,0.30005577244841053,0.6732564341912256,,,,,,,1756.0,0.41480493497832616,,2013.0,0.32910970323441147,0.0,,,,,,,3,0.34799013688704933,0.3366282170956128,6.684618353982662
ENSG00000240225,ZNF542P,1359.0,0.24261015058561075,0.618549139885318,,,,,,,1738.0,0.4208069356452151,,1614.0,0.4621540513504502,0.0,,,,,,,3,0.3751903791937587,0.309274569942659,6.684464949136418
ENSG00000229654,LINC02526,1028.0,0.42721695482431676,0.8462995066008802,,,,,,,2195.0,0.26842280760253423,,2752.0,0.08269423141047016,0.0,,,,,,,3,0.25944466461244037,0.4231497533004401,6.68259441791288
ENSG00000248449,PCDHGB8P,1338.0,0.2543223647518126,0.6338178423789839,,,,,,,2675.0,0.10836945648549512,,805.0,0.7319106368789596,0.0,,,,,,,3,0.36486748603875574,0.31690892118949193,6.681776407228248
ENSG00000233578,EIF4EP1,1175.0,0.3452314556609035,0.7428657154287238,,,,,,,2454.0,0.18206068689563193,,1810.0,0.3967989329776592,0.0,,,,,,,3,0.3080303585113982,0.3714328577143619,6.67946321622576
ENSG00000242571,RPL21P11,1351.0,0.24707194645844954,0.6240832110948127,,,,,,,1767.0,0.411137045681894,,1672.0,0.4428142714238079,0.0,,,,,,,3,0.36700775452138384,0.31204160554740634,6.679049360068791
ENSG00000230399,RBBP8P1,1186.0,0.3390964863357502,0.7282971062808374,,,,,,,2777.0,0.07435811937312442,,1409.0,0.5305101700566855,0.0,,,,,,,3,0.31465492525518673,0.3641485531404187,6.678803478395606
ENSG00000148136,OR13C4,759.0,0.577244841048522,0.8881717562341647,,,,,,,2640.0,0.12004001333777925,,2982.0,0.00600200066688894,0.0,,,,,,,3,0.23442895168439673,0.44408587811708233,6.678514829801479
ENSG00000184100,BRD7P2,1327.0,0.26045733407696603,0.6425523403120417,,,,,,,2553.0,0.1490496832277426,,1018.0,0.6608869623207736,0.0,,,,,,,3,0.3567979932084941,0.32127617015602083,6.678074163364515
ENSG00000106128,GHRHR,1213.0,0.32403792526491915,0.7020936124816642,,,,,,,1593.0,0.4691563854618206,,2439.0,0.1870623541180394,0.0,,,,,,,3,0.3267522216149264,0.3510468062408321,6.677799027855759
ENSG00000241420,RN7SL505P,1261.0,0.2972671500278862,0.6708227763701827,,,,,,,2476.0,0.17472490830276755,,1341.0,0.5531843947982661,0.0,,,,,,,3,0.3417254843763066,0.33541138818509136,6.677136872561398
ENSG00000181273,OR5AK2,861.0,0.5203569436698271,0.8755834111214829,,,,,,,2873.0,0.042347449149716554,,2542.0,0.15271757252417473,0.0,,,,,,,3,0.23847398844790613,0.43779170556074143,6.676265694008647
ENSG00000224568,LINC01886,994.0,0.44617958728388174,0.8533137751700227,,,,,,,2302.0,0.23274424808269423,,2791.0,0.0696898966322107,0.0,,,,,,,3,0.2495379106662622,0.42665688758501136,6.676194798251274
ENSG00000203865,ATP1A1-AS1,1334.0,0.256553262688232,0.6355847446326177,,,,,,,1799.0,0.40046682227409136,,1754.0,0.41547182394131377,0.0,,,,,,,3,0.357497302967879,0.31779237231630886,6.675289675284188
ENSG00000230071,RPL4P6,1183.0,0.3407696597880647,0.7326310174689958,,,,,,,2396.0,0.20140046682227408,,1857.0,0.3811270423474491,0.0,,,,,,,3,0.3077657229859293,0.3663155087344979,6.674081231720428
ENSG00000107147,KCNT1,1246.0,0.305633017289459,0.6792905720762769,,,,,,,1791.0,0.403134378126042,,2120.0,0.2934311437145716,0.0,,,,,,,3,0.33406617971002417,0.3396452860381384,6.673711465748163
ENSG00000213275,IFITM9P,1260.0,0.297824874511991,0.6710228030404054,,,,,,,2286.0,0.23807935978659556,,1568.0,0.47749249749916634,0.0,,,,,,,3,0.33779891059925093,0.3355114015202027,6.673310312119453
ENSG00000277282,IGHV1OR21-1,1197.0,0.33296151701059673,0.7193959194559275,,,,,,,2199.0,0.2670890296765589,,1979.0,0.34044681560520174,0.0,,,,,,,3,0.3134991207641191,0.35969795972796376,6.673197080492082
ENSG00000236581,STARD13-AS,1265.0,0.2950362520914668,0.669655954127217,,,,,,,2638.0,0.12070690230076697,,1205.0,0.5985328442814272,0.0,,,,,,,3,0.338091999557887,0.3348279770636085,6.672919976621495
ENSG00000219986,BTF3P7,1285.0,0.2838817624093698,0.6607881050806774,,,,,,,2836.0,0.054684894964988295,,939.0,0.6872290763587863,0.0,,,,,,,3,0.3419319112443815,0.3303940525403387,6.67232596378472
ENSG00000204072,ARMCX7P,1301.0,0.2749581706636921,0.6539205227363649,,,,,,,2347.0,0.21773924641547182,,1381.0,0.5398466155385129,0.0,,,,,,,3,0.34418134420589225,0.32696026136818246,6.671141605574075
ENSG00000239272,RPL21P10,1273.0,0.290574456218628,0.6669555940792106,,,,,,,1959.0,0.3471157052350784,,1887.0,0.37112370790263416,0.0,,,,,,,3,0.3362712897854469,0.3334777970396053,6.669749086825052
ENSG00000226937,CEP164P1,1210.0,0.3257110987172337,0.7034271236164822,,,,,,,2858.0,0.04734911637212402,,1258.0,0.5808602867622541,0.0,,,,,,,3,0.3179735006172039,0.3517135618082411,6.669687062425445
ENSG00000230311,TOMM20P4,1128.0,0.37144450641383153,0.8185891452193627,,,,,,,2936.0,0.021340446815605207,,1855.0,0.3817939313104368,0.0,,,,,,,3,0.2581929615132912,0.40929457260968133,6.667487534122973
ENSG00000230204,FTH1P5,1259.0,0.298382598996096,0.6713895186024802,,,,,,,2714.0,0.09536512170723577,,1201.0,0.5998666222074025,0.0,,,,,,,3,0.33120478097024475,0.3356947593012401,6.666899540271484
ENSG00000207248,RNU6-1005P,1185.0,0.33965421081985503,0.7286638218429123,,,,,,,2557.0,0.14771590530176726,,1764.0,0.4121373791263755,0.0,,,,,,,3,0.2998358317493326,0.36433191092145617,6.664167742670789
ENSG00000186766,FOXI2,1104.0,0.384829894032348,0.8296572876383517,,,,,,,2677.0,0.10770256752250751,,2234.0,0.25541847282427477,0.0,,,,,,,3,0.24931697812637676,0.41482864381917584,6.664145621945552
ENSG00000265345,MIR5188,1230.0,0.3145566090351366,0.6912254967328977,,,,,,,2851.0,0.04968322774258083,,1236.0,0.5881960653551184,0.0,,,,,,,3,0.3174786340442786,0.34561274836644884,6.663091382410728
ENSG00000223361,FTH1P10,,,,,,,,,,536.0,0.8216072024008003,,868.0,0.7109036345448483,0.0,556.0,0.4444444444444444,0.0074009005928465845,,,,3,0.6589850937966977,0.0037004502964232923,6.662685544093121
ENSG00000244585,RPL12P33,1216.0,0.3223647518126046,0.7015935458061076,,,,,,,2787.0,0.07102367455818603,,1383.0,0.5391797265755252,0.0,,,,,,,3,0.3108560509821053,0.3507967729030538,6.6616528238851584
ENSG00000267185,PTP4A2P1,1236.0,0.3112102621305075,0.6861581544205895,,,,,,,2574.0,0.14204734911637218,,1502.0,0.49949983327775926,0.0,,,,,,,3,0.3175858148415463,0.34307907721029474,6.660664892051841
ENSG00000270356,IGHV1OR15-4,939.0,0.47685443390964866,0.8630484064541939,,,,,,,2527.0,0.1577192397465822,,2846.0,0.05135045015005002,0.0,,,,,,,3,0.22864137460209363,0.43152420322709695,6.660165577829191
ENSG00000006128,TAC1,1354.0,0.245398773006135,0.6233164421922923,,,,,,,1035.0,0.6552184061353785,,2567.0,0.14438146048682898,0.0,,,,,,,3,0.3483328798761141,0.31165822109614616,6.6599911009722605
ENSG00000179796,LRRC3B,899.0,0.4991634132738427,0.8693425790105347,,,,,,,2632.0,0.12270756918972991,,2842.0,0.05268422807602535,0.0,,,,,,,3,0.22485173684653267,0.43467128950526734,6.6595230263518
ENSG00000204025,TRPC5OS,976.0,0.45621862799776913,0.8563541805574076,,,,,,,2618.0,0.12737579193064352,,2673.0,0.10903634544848284,0.0,,,,,,,3,0.2308769217922985,0.4281770902787038,6.659054012071002
ENSG00000269244,RPL23AP78,1312.0,0.26882320133853876,0.6493865848779837,,,,,,,2330.0,0.2234078026008669,,1477.0,0.507835945315105,0.0,,,,,,,3,0.33335564975150356,0.32469329243899187,6.658048942190495
ENSG00000215244,LINC02649,1446.0,0.19408812046848856,0.44668177979286133,,,,,,,1798.0,0.4008002667555852,,878.0,0.7075691897299099,0.0,,,,,,,3,0.4341525256513279,0.22334088989643067,6.6574934155477585
ENSG00000226258,GRM7-AS3,1117.0,0.377579475738985,0.8250966795572744,,,,,,,2931.0,0.0230076692230744,,1999.0,0.3337779259753251,0.0,,,,,,,3,0.24478835697912815,0.4125483397786372,6.657336696757765
ENSG00000239440,LINC02008,855.0,0.5237032905744562,0.8765968795839444,,,,,,,2822.0,0.059353117705902014,,2783.0,0.07235745248416137,0.0,,,,,,,3,0.21847128692150652,0.4382984397919722,6.656769726713478
ENSG00000143536,CRNN,1244.0,0.3067484662576687,0.6803240432057608,,,,,,,1721.0,0.4264754918306102,,2356.0,0.2147382460820273,0.0,,,,,,,3,0.31598740139010206,0.3401620216028804,6.656149422992983
ENSG00000169474,SPRR1A,1270.0,0.29224762967094253,0.668322442992399,,,,,,,1384.0,0.5388462820940314,,2608.0,0.1307102367455819,0.0,,,,,,,3,0.32060138283685197,0.3341612214961995,6.654762604333051
ENSG00000174353,STAG3L3,,,,,,,,,,704.0,0.7655885295098366,,892.0,0.7029009669889963,0.0,519.0,0.4814814814814815,0.009520586527180006,,,,3,0.6499903259934382,0.004760293263590003,6.654750619257029
ENSG00000237170,RPS7P15,1488.0,0.1706636921360848,0.4221007245410499,,,,,,,1287.0,0.5711903967989329,,1233.0,0.5891963987995998,0.0,,,,,,,3,0.44368349591153916,0.21105036227052495,6.654733858182064
ENSG00000163914,RHO,929.0,0.48243167875069715,0.8647553007067609,,,,,,,2908.0,0.030676892297432423,,2540.0,0.15338446148716234,0.0,,,,,,,3,0.22216434417843064,0.43237765035338044,6.654541994531812
ENSG00000213934,HBG1,1166.0,0.35025097601784716,0.7574676623549806,,,,,,,2163.0,0.2790930310103368,,2409.0,0.19706568856285434,0.0,,,,,,,3,0.2754698985303461,0.3787338311774903,6.654203729707836
ENSG00000116882,HAO2,1308.0,0.27105409927495816,0.6505867448993199,,,,,,,1883.0,0.3724574858286095,,1973.0,0.3424474824941647,0.0,,,,,,,3,0.32865302253257744,0.32529337244965995,6.6539463949822375
ENSG00000224699,LAMTOR5-AS1,1345.0,0.25041829336307864,0.6289171889585279,,,,,,,1967.0,0.34444814938312773,,1735.0,0.42180726908969657,0.0,,,,,,,3,0.33889123727863435,0.31445859447926394,6.6533498317578985
ENSG00000240759,RPS27P21,1357.0,0.24372559955382045,0.6199826643552473,,,,,,,2038.0,0.3207735911970657,,1605.0,0.4651550516838946,0.0,,,,,,,3,0.3432180808115936,0.30999133217762365,6.6532094129892165
ENSG00000176826,FKBP9P1,1416.0,0.21081985499163414,0.470773880961906,,,,,,,1979.0,0.34044681560520174,,896.0,0.7015671890630211,0.0,,,,,,,3,0.41761128655328567,0.235386940480953,6.652998227034239
ENSG00000233560,KRT8P39,1188.0,0.3379810373675405,0.726196826243499,,,,,,,2548.0,0.15071690563521178,,1866.0,0.3781260420140047,0.0,,,,,,,3,0.288941328338919,0.3630984131217495,6.652039741460668
ENSG00000226935,LINC00161,1298.0,0.27663134411600665,0.6551540205360714,,,,,,,1984.0,0.33877959319773254,,1929.0,0.35711903967989334,0.0,,,,,,,3,0.3241766589978775,0.3275770102680357,6.651753669265913
ENSG00000234772,LINC00412,1170.0,0.34802007808142776,0.7498333111081477,,,,,,,2652.0,0.11603867955985325,,1903.0,0.36578859619873294,0.0,,,,,,,3,0.27661578461333797,0.37491665555407383,6.651532440167412
ENSG00000226604,PAPPA-AS2,1184.0,0.3402119353039599,0.7320642752366983,,,,,,,2634.0,0.1220406802267422,,1819.0,0.3937979326442147,0.0,,,,,,,3,0.28535018272497226,0.36603213761834913,6.6513823203433216
ENSG00000200795,RNU4-1,1339.0,0.25376464026770773,0.6311841578877183,,,,,,,2173.0,0.2757585861953985,,1588.0,0.4708236078692898,0.0,,,,,,,3,0.33344894477746534,0.31559207894385916,6.649041023721325
ENSG00000167910,CYP7A1,1204.0,0.3290574456218628,0.7091278837178291,,,,,,,2343.0,0.21907302434144715,,1997.0,0.3344448149383128,0.0,,,,,,,3,0.2941917616338742,0.35456394185891454,6.648755703492788
ENSG00000143839,REN,1187.0,0.33853876185164533,0.7266968929190558,,,,,,,1876.0,0.3747915971990664,,2575.0,0.14171390463487832,0.0,,,,,,,3,0.28501475456186337,0.3633484464595279,6.648363201021391
ENSG00000222414,RNU2-59P,1337.0,0.25488008923591743,0.6346179490598747,,,,,,,1912.0,0.3627875958652884,,1876.0,0.3747915971990664,0.0,,,,,,,3,0.3308197607667574,0.31730897452993734,6.6481287352966945
ENSG00000175701,MTLN,,,,,,,,,,617.0,0.7945981993997999,,924.0,0.6922307435811937,0.0,557.0,0.44344344344344344,0.007171330631913867,,,,3,0.6434241288081458,0.0035856653159569334,6.647009794124103
ENSG00000163098,BIRC8,1099.0,0.38761851645287226,0.8304840645419389,,,,,,,2884.0,0.03867955985328442,,2196.0,0.26808936312104037,0.0,,,,,,,3,0.23146247980906567,0.41524203227096945,6.646704512080035
ENSG00000211871,TRAJ18,1160.0,0.35359732292247625,0.7961394852647019,,,,,,,2269.0,0.24374791597199064,,2562.0,0.14604868289429807,0.0,,,,,,,3,0.24779797392958833,0.39806974263235095,6.645867716561939
ENSG00000242808,SOX2-OT,1449.0,0.192414947016174,0.44343690269813757,,,,,,,1802.0,0.3994664888296099,,972.0,0.6762254084694899,0.0,,,,,,,3,0.42270228143842453,0.22171845134906878,6.644420732787493
ENSG00000232422,KNOP1P4,1314.0,0.26770775237032907,0.6483197759701294,,,,,,,2813.0,0.06235411803934643,,1114.0,0.6288762920973658,0.0,,,,,,,3,0.31964605416901376,0.3241598879850647,6.643805942154079
ENSG00000180861,LINC01559,1350.0,0.2476296709425544,0.6246166155487398,,,,,,,1590.0,0.47015671890630206,,2173.0,0.2757585861953985,0.0,,,,,,,3,0.3311816586814183,0.3123083077743699,6.643489966455789
ENSG00000188816,HMX2,1328.0,0.2598996095928612,0.6424189891985598,,,,,,,1956.0,0.34811603867955987,,1937.0,0.35445148382794267,0.0,,,,,,,3,0.3208223773667879,0.3212094945992799,6.6420318719660685
ENSG00000253120,IGLV2-34,1280.0,0.28667038482989404,0.6633884517935724,,,,,,,2140.0,0.2867622540846949,,1946.0,0.35145048349449814,0.0,,,,,,,3,0.30829437413636235,0.3316942258967862,6.639988600033148
ENSG00000248124,RRN3P1,,,,,,,,,,814.0,0.7289096365455152,,829.0,0.7239079693231076,0.0,548.0,0.45245245245245247,0.007963567366530599,,,,3,0.6350900194403585,0.003981783683265299,6.639071803123624
ENSG00000250011,HMGB1P3,1457.0,0.18795315114333522,0.4377028048184203,,,,,,,1660.0,0.4468156052017339,,1125.0,0.6252084028009337,0.0,,,,,,,3,0.4199923863820009,0.21885140240921014,6.638843788791211
ENSG00000240270,RPL12P37,1279.0,0.2872281093139989,0.6635551406854248,,,,,,,2651.0,0.11637212404134711,,1455.0,0.5151717239079694,0.0,,,,,,,3,0.3062573190877718,0.3317775703427124,6.638034889430484
ENSG00000257800,FNBP1P1,1322.0,0.2632459564974903,0.6448859847979731,,,,,,,2260.0,0.24674891630543516,,1721.0,0.4264754918306102,0.0,,,,,,,3,0.31215678821117854,0.32244299239898655,6.6345997806101655
ENSG00000277072,STAG3L2,,,,,,,,,,784.0,0.7389129709903302,,894.0,0.7022340780260087,0.0,550.0,0.4504504504504504,0.007917226497502232,,,,3,0.6305324998222631,0.003958613248751116,6.6344911130710145
ENSG00000160870,CYP3A7,1304.0,0.27328499721137756,0.6532537671689559,,,,,,,1665.0,0.4451483827942647,,2385.0,0.20506835611870622,0.0,,,,,,,3,0.3078339120414495,0.32662688358447795,6.634460795625927
ENSG00000226318,RPS3AP38,1311.0,0.2693809258226436,0.6493865848779837,,,,,,,2950.0,0.0166722240746916,,1088.0,0.6375458486162053,0.0,,,,,,,3,0.30786633283784687,0.32469329243899187,6.632559625276839
ENSG00000239794,RN7SL653P,1398.0,0.22085889570552142,0.5161132595457172,,,,,,,2446.0,0.18472824274758248,,857.0,0.7145715238412804,0.0,,,,,,,3,0.3733862207647947,0.2580566297728586,6.6314428505376535
ENSG00000255120,OVOL1-AS1,1198.0,0.3324037925264919,0.7160621416188825,,,,,,,2007.0,0.3311103701233744,,2531.0,0.15638546182060686,0.0,,,,,,,3,0.27329987482349105,0.35803107080944124,6.631330945632932
ENSG00000166396,SERPINB7,1323.0,0.2626882320133854,0.6446192825710095,,,,,,,1027.0,0.6578859619873292,,2984.0,0.00533511170390133,0.0,,,,,,,3,0.308636435234872,0.32230964128550477,6.6309460765203765
ENSG00000112494,UNC93A,1348.0,0.2487451199107641,0.6266835578077077,,,,,,,1432.0,0.5228409469823274,,2460.0,0.18006002000666887,0.0,,,,,,,3,0.31721536229992014,0.31334177890385384,6.630557141203774
ENSG00000285410,GABPB1-IT1,,,,,,,,,,669.0,0.7772590863621207,,1370.0,0.543514504834945,0.0,455.0,0.5455455455455456,0.014981242824248928,,,,3,0.6221063789142037,0.007490621412124464,6.629597000326328
ENSG00000133742,CA1,1222.0,0.3190184049079755,0.6961928257100947,,,,,,,2220.0,0.2600866955651884,,2206.0,0.264754918306102,0.0,,,,,,,3,0.28128667292642195,0.34809641285504733,6.629383085781469
ENSG00000224281,SLC25A5-AS1,1508.0,0.1595092024539877,0.40640974352135845,,,,,,,1763.0,0.41247082360786924,,901.0,0.6998999666555519,0.0,,,,,,,3,0.42395999757246966,0.20320487176067922,6.627164869333149
ENSG00000185275,CD24P4,1467.0,0.18237590630228662,0.43196870693870293,,,,,,,1234.0,0.5888629543181061,,1625.0,0.45848616205401804,0.0,,,,,,,3,0.40990834089147027,0.21598435346935146,6.625892694360822
ENSG00000255717,SNHG1,,,,,,,,,,696.0,0.7682560853617872,,999.0,0.6672224074691564,0.0,569.0,0.4314314314314315,0.006931284166136951,,,,3,0.6223033080874584,0.0034656420830684754,6.625768950170527
ENSG00000234028,EIF2AK3-DT,1490.0,0.1695482431678751,0.4217451215717651,,,,,,,1820.0,0.39346448816272095,,986.0,0.6715571857285763,0.0,,,,,,,3,0.41152330568639073,0.21087256078588254,6.6223958664722735
ENSG00000236388,ITCH-AS1,1263.0,0.2961517010596765,0.6699226563541806,,,,,,,2374.0,0.20873624541513836,,1938.0,0.3541180393464488,0.0,,,,,,,3,0.2863353286070879,0.3349613281770903,6.621296656784178
ENSG00000178395,CCDC185,1391.0,0.22476296709425547,0.5328710494732631,,,,,,,1896.0,0.36812270756918974,,1612.0,0.4628209403134378,0.0,,,,,,,3,0.35190220499229435,0.26643552473663157,6.618337729728926
ENSG00000185847,LINC01405,1167.0,0.3496932515337423,0.7574343245766102,,,,,,,2165.0,0.27842614204734917,,2748.0,0.0840280093364455,0.0,,,,,,,3,0.237382467639179,0.3787171622883051,6.616099629927485
ENSG00000116996,ZP4,1247.0,0.30507529280535417,0.6786238165088678,,,,,,,1828.0,0.3907969323107703,,2605.0,0.13171057019006338,0.0,,,,,,,3,0.2758609317687293,0.3393119082544339,6.615172840023163
ENSG00000254449,SF3A3P2,1300.0,0.27551589514779695,0.6539871982931057,,,,,,,2880.0,0.04001333777925975,,1374.0,0.5421807269089697,0.0,,,,,,,3,0.2859033199453421,0.32699359914655285,6.612896919091895
ENSG00000237338,FTCD-AS1,1303.0,0.2738427216954824,0.6536538205094012,,,,,,,2395.0,0.20173391130376794,,1858.0,0.38079359786595535,0.0,,,,,,,3,0.28545674362173523,0.3268269102547006,6.612283653876435
ENSG00000255725,TDGP1,1290.0,0.28109313998884555,0.6581210828110414,,,,,,,2694.0,0.10203401133711232,,1601.0,0.4664888296098699,0.0,,,,,,,3,0.2832053269786093,0.3290605414055207,6.61226586838413
