ensg,symbol,HVG_rank,HVG_normrank,HVG_normscore,DE_Immune_rank,DE_Immune_normrank,DE_Immune_normscore,DE_Malignant_rank,DE_Malignant_normrank,DE_Malignant_normscore,SpaPROS_rank,SpaPROS_normrank,SpaPROS_normscore,scGeneFit_rank,scGeneFit_normrank,scGeneFit_normscore,RF_celltype_rank,RF_celltype_normrank,RF_celltype_normscore,RF_malignant_rank,RF_malignant_normrank,RF_malignant_normscore,n_methods,mean_normrank,mean_normscore,aggregate_score
ENSG00000272398,CD24,506.0,0.7183491355270497,0.9239631950926791,413.0,0.9096689322516992,0.16100717453260222,15.0,0.9987942468348979,0.6386768453189651,119.0,0.9606535511837279,,584.0,0.8056018672890963,1.0,97.0,0.9039039039039038,0.21220458937553677,12.0,0.9816360601001669,0.5574581342677807,7,0.8969439567272202,0.5822183230979272,15.479162279825147
ENSG00000139329,LUM,92.0,0.9492470719464584,0.9861848246432857,19.0,0.9960534970401228,0.845031849765247,852.0,0.9267074326070106,0.10019286350065575,167.0,0.944648216072024,,624.0,0.7922640880293431,1.0,76.0,0.924924924924925,0.24471332166005683,79.0,0.8697829716193656,0.11502371841263524,7,0.9148040288913214,0.5485244296636468,15.463328458554969
ENSG00000122786,CALD1,552.0,0.6926938092582264,0.9166022136284837,15.0,0.9969304976978732,0.8688439180475613,540.0,0.9535785031435707,0.3291376471913589,107.0,0.9646548849616539,,278.0,0.9076358786262088,1.0,92.0,0.9089089089089089,0.21949557946265544,116.0,0.8080133555926544,0.07935608382417741,7,0.8903451197412995,0.5689059070257062,15.459251026767006
ENSG00000145423,SFRP2,93.0,0.9486893474623536,0.9860781437525002,73.0,0.9842139881604911,0.7667283073993308,836.0,0.9280854362242701,0.10258328381749902,169.0,0.9439813271090364,,79.0,0.9739913304434812,1.0,123.0,0.8778778778778779,0.1753690438927933,96.0,0.8414023372287145,0.09668787004409123,7,0.9283202349294607,0.5212411081510357,15.449561343080497
ENSG00000107742,SPOCK2,1156.0,0.35582822085889576,0.8056007467662354,17.0,0.9964919973689981,0.5237625958194903,57.0,0.9951769873395918,0.5667327474597719,130.0,0.9569856618872957,,248.0,0.9176392130710237,1.0,44.0,0.9569569569569569,0.32591268664573914,92.0,0.8480801335559265,0.1001938427431589,7,0.8610227387198126,0.5537004365723992,15.414723175292211
ENSG00000011600,TYROBP,134.0,0.9258226436140546,0.9794639285238032,66.0,0.9857487393115545,0.26471460165275046,489.0,0.9579708896735853,0.19757315302178266,11.0,0.9966655551850617,0.32795505453470797,385.0,0.8719573191063688,1.0,22.0,0.978978978978979,0.46170364761163313,93.0,0.8464106844741235,0.09962268980801244,7,0.937650687191961,0.47586186787895574,15.413512555070918
ENSG00000077984,CST7,551.0,0.6932515337423313,0.9166555540738764,42.0,0.9910107432580575,0.455355419420901,53.0,0.9955214882439066,0.5787670409647144,46.0,0.9849949983327776,0.01523280260951688,589.0,0.8039346448816272,1.0,35.0,0.965965965965966,0.36909485377233203,58.0,0.9048414023372288,0.16849817220387553,7,0.9056458252516993,0.5005148347207452,15.406160659972445
ENSG00000173762,CD7,384.0,0.7863915225878416,0.9424723296439524,13.0,0.9973689980267485,0.5735971131975399,48.0,0.9959521143743002,0.609196230872367,85.0,0.9719906635545181,0.001299019552564601,789.0,0.737245748582861,1.0,33.0,0.967967967967968,0.3806364735792147,129.0,0.7863105175292153,0.06712594791623364,7,0.8918896475176361,0.510618159251696,15.402507806769332
ENSG00000167286,CD3D,1062.0,0.4082543223647518,0.8388585144685958,9.0,0.998245998684499,0.6060753562079282,44.0,0.9962966152786151,0.6578601404070483,30.0,0.9903301100366789,0.04064282604090468,784.0,0.7389129709903302,1.0,19.0,0.9819819819819819,0.48506531785647583,71.0,0.8831385642737897,0.13191978486546108,7,0.8567372233729496,0.5372031342637734,15.393940357636723
ENSG00000152583,SPARCL1,296.0,0.8354712771890687,0.9546872916388852,85.0,0.9815829861872396,0.43148360716093836,854.0,0.9265351821548532,0.09970905093695452,156.0,0.9483161053684561,,215.0,0.9286428809603201,1.0,102.0,0.8988988988988988,0.2016380895479611,73.0,0.8797996661101837,0.12951338814664762,7,0.9141781424098602,0.4695052379052311,15.383683380315091
ENSG00000168685,IL7R,319.0,0.822643614054657,0.9518069075876784,37.0,0.9921069940802456,0.45642240022178593,83.0,0.9929377314615451,0.5063242970081951,63.0,0.9793264421473825,0.007205815284304494,633.0,0.7892630876958986,1.0,100.0,0.9009009009009009,0.20628309574979012,81.0,0.8664440734557596,0.11254616171385924,7,0.9062318348280555,0.46294123965223044,15.369173074480287
ENSG00000156738,MS4A1,460.0,0.7440044617958728,0.9307374316575543,8.0,0.9984652488489366,0.5880803198777061,1000.0,0.9139608991473602,0.08039089400343485,3.0,0.9993331110370124,0.7755769165917391,146.0,0.9516505501833945,1.0,48.0,0.9529529529529529,0.3090823124698352,413.0,0.3121869782971619,0.006591416268531503,7,0.838936314608956,0.5272084701241144,15.36614478473307
ENSG00000105374,NKG7,137.0,0.9241494701617401,0.9793305774103214,190.0,0.9585617189212892,0.29208950101761566,117.0,0.9900094737748687,0.4492872476212978,86.0,0.9716572190730244,0.0011587524403580914,3.0,0.9993331110370124,1.0,60.0,0.9409409409409409,0.28252912959821463,171.0,0.7161936560934892,0.045597380243783556,7,0.928692227143195,0.43571322690451303,15.364405454047708
ENSG00000110848,CD69,969.0,0.4601226993865031,0.8583544472596346,181.0,0.9605349704012278,0.29458008235465827,77.0,0.9934544828180174,0.5156991446607327,160.0,0.9469823274424808,,735.0,0.7552517505835279,1.0,47.0,0.953953953953954,0.3187282940103614,99.0,0.8363939899833055,0.09255094190348556,7,0.8438134535098596,0.5133188183648122,15.357132271874672
ENSG00000158869,FCER1G,369.0,0.7947573898494144,0.9449793305774103,31.0,0.9934224950668713,0.3379410670378226,635.0,0.9453966066660925,0.1488478058197168,168.0,0.9443147715905302,,468.0,0.8442814271423809,1.0,64.0,0.9369369369369369,0.2787062878191627,153.0,0.7462437395659433,0.05222342262477472,7,0.8864790524025956,0.4604496523131479,15.346928704715744
