gene,rank_in_group,scores,log2fc,n_groups,agg_rank,symbol
ENSG00000168000,2003.0,20.525345,7.297929,1,2000.9474654197693,ENSG00000168000
ENSG00000134531,2004.0,20.51601,7.740503,1,2001.948399066925,ENSG00000134531
ENSG00000160007,2005.0,20.51367,1.8404629,1,2002.9486329555511,ENSG00000160007
ENSG00000100347,2006.0,20.512705,9.592158,1,2003.948729515076,ENSG00000100347
ENSG00000105819,2007.0,20.511276,9.464546,1,2004.9488723278048,ENSG00000105819
ENSG00000124198,2008.0,20.511223,2.5626907,1,2005.948877811432,ENSG00000124198
ENSG00000158793,2009.0,20.510483,5.065676,1,2006.9489517211916,ENSG00000158793
ENSG00000213064,2010.0,20.510443,3.1490753,1,2007.9489557743077,ENSG00000213064
ENSG00000198900,2011.0,20.50696,3.793701,1,2008.9493041038515,ENSG00000198900
ENSG00000123395,2012.0,20.504124,4.229218,1,2009.9495875835416,ENSG00000123395
ENSG00000004487,2013.0,20.497587,4.4497943,1,2010.9502413272855,ENSG00000004487
ENSG00000198125,2014.0,20.496288,8.123412,1,2011.9503712654116,ENSG00000198125
ENSG00000102554,2015.0,20.494154,6.2593203,1,2012.95058465004,ENSG00000102554
ENSG00000133048,2016.0,20.489714,7.920068,1,2013.951028585434,CHI3L1
ENSG00000114107,2017.0,20.487146,6.877117,1,2014.951285362244,ENSG00000114107
ENSG00000025800,2018.0,20.477884,4.330471,1,2015.9522116184237,ENSG00000025800
ENSG00000111196,2019.0,20.476572,4.06254,1,2016.952342748642,ENSG00000111196
ENSG00000139579,2020.0,20.472147,4.652638,1,2017.9527852535248,ENSG00000139579
ENSG00000147592,2021.0,20.456062,6.199869,1,2018.954393863678,ENSG00000147592
ENSG00000091140,2022.0,20.455667,8.584773,1,2019.9544332027435,ENSG00000091140
ENSG00000213465,2023.0,20.455587,8.85733,1,2020.9544413089752,ENSG00000213465
ENSG00000115339,2024.0,20.450993,5.176012,1,2021.9549007415767,ENSG00000115339
ENSG00000115350,2025.0,20.447966,4.2968173,1,2022.9552035331728,ENSG00000115350
ENSG00000136045,2026.0,20.445225,10.426545,1,2023.95547747612,ENSG00000136045
ENSG00000169371,2027.0,20.444353,4.513338,1,2024.95556473732,ENSG00000169371
ENSG00000055609,2028.0,20.442404,2.4501565,1,2025.955759525299,ENSG00000055609
ENSG00000107949,2029.0,20.438189,5.2813096,1,2026.956181049347,ENSG00000107949
ENSG00000123091,2030.0,20.429302,2.6585464,1,2027.9570698738096,ENSG00000123091
ENSG00000155876,2031.0,20.4283,5.623116,1,2028.957170009613,ENSG00000155876
ENSG00000168575,2032.0,20.41967,3.0913403,1,2029.9580330848692,ENSG00000168575
ENSG00000162441,2033.0,20.418436,4.283208,1,2030.9581563472748,ENSG00000162441
ENSG00000087111,2034.0,20.410501,4.7564793,1,2031.958949804306,ENSG00000087111
ENSG00000151893,2035.0,20.409723,4.213813,1,2032.9590277671812,ENSG00000151893
ENSG00000177888,2036.0,20.407593,3.6573205,1,2033.9592406749723,ENSG00000177888
ENSG00000158195,2037.0,20.405811,4.4015665,1,2034.9594187736511,ENSG00000158195
ENSG00000005156,2038.0,20.397852,5.123651,1,2035.9602148532867,ENSG00000005156
ENSG00000141013,2039.0,20.395233,6.3748746,1,2036.9604766368864,ENSG00000141013
ENSG00000172830,2040.0,20.388908,3.9855497,1,2037.961109161377,ENSG00000172830
ENSG00000131100,2041.0,20.386814,12.153403,1,2038.9613184928892,ENSG00000131100
ENSG00000084073,2042.0,20.384007,3.042636,1,2039.961599349976,ENSG00000084073
ENSG00000116698,2043.0,20.374685,4.2344484,1,2040.96253156662,ENSG00000116698
ENSG00000206527,2044.0,20.370996,3.4015324,1,2041.9629004001615,ENSG00000206527
ENSG00000127483,2045.0,20.361977,5.68034,1,2042.9638023376465,ENSG00000127483
ENSG00000171634,2046.0,20.353617,3.164893,1,2043.9646382331848,ENSG00000171634
ENSG00000141696,2047.0,20.35325,4.316972,1,2044.964674949646,ENSG00000141696
ENSG00000196504,2048.0,20.350563,8.163921,1,2045.9649436473849,ENSG00000196504
ENSG00000114779,2049.0,20.349585,3.9093218,1,2046.9650416374209,ENSG00000114779
ENSG00000146425,2050.0,20.344435,3.9091368,1,2047.9655566215515,ENSG00000146425
ENSG00000171824,2051.0,20.339418,5.2979302,1,2048.966058254242,ENSG00000171824
ENSG00000185189,2052.0,20.335546,5.5990005,1,2049.9664454460144,ENSG00000185189
ENSG00000243989,2053.0,20.335072,8.790553,1,2050.966492891312,ENSG00000243989
ENSG00000131467,2054.0,20.321241,7.748801,1,2051.967875957489,ENSG00000131467
ENSG00000135506,2055.0,20.31915,7.812561,1,2052.9680848121643,ENSG00000135506
ENSG00000085871,2056.0,20.316595,3.267557,1,2053.968340396881,ENSG00000085871
ENSG00000064995,2057.0,20.316591,4.672744,1,2054.9683408737183,ENSG00000064995
ENSG00000130396,2058.0,20.310932,3.6890845,1,2055.968906879425,ENSG00000130396
ENSG00000204435,2059.0,20.306305,11.402599,1,2056.9693694114685,ENSG00000204435
ENSG00000196411,2060.0,20.299372,4.9784174,1,2057.9700627326965,ENSG00000196411
ENSG00000062582,2061.0,20.283966,8.368921,1,2058.9716033935547,ENSG00000062582
ENSG00000106992,2062.0,20.28295,5.7053685,1,2059.9717049598694,ENSG00000106992
ENSG00000161542,2063.0,20.274519,4.7542925,1,2060.972548007965,ENSG00000161542
ENSG00000130204,2064.0,20.270563,3.0582573,1,2061.9729437828064,ENSG00000130204
ENSG00000083857,2065.0,20.260695,4.470334,1,2062.9739305973053,ENSG00000083857
ENSG00000116670,2066.0,20.251385,4.9216638,1,2063.9748616218567,ENSG00000116670
ENSG00000130529,2067.0,20.249773,2.6842415,1,2064.975022792816,ENSG00000130529
ENSG00000168522,2068.0,20.248114,3.5818682,1,2065.975188732147,ENSG00000168522
ENSG00000130177,2069.0,20.248081,5.225174,1,2066.9751918315887,ENSG00000130177
ENSG00000100417,2070.0,20.244371,5.0405707,1,2067.975562810898,ENSG00000100417
ENSG00000085760,2071.0,20.237852,4.283606,1,2068.976214885712,ENSG00000085760
ENSG00000111605,2072.0,20.237736,5.3720775,1,2069.9762263298035,ENSG00000111605
ENSG00000103351,2073.0,20.233328,4.6071177,1,2070.976667165756,ENSG00000103351
ENSG00000019549,2074.0,20.223858,16.509531,1,2071.9776141643524,ENSG00000019549
ENSG00000138768,2075.0,20.212696,3.6954975,1,2072.97873044014,ENSG00000138768
ENSG00000135775,2076.0,20.211815,3.9246485,1,2073.9788184165955,ENSG00000135775
ENSG00000131558,2077.0,20.207825,5.717833,1,2074.979217529297,ENSG00000131558
ENSG00000103148,2078.0,20.20782,2.6191785,1,2075.979218006134,ENSG00000103148
ENSG00000166562,2079.0,20.207651,10.122605,1,2076.979234933853,ENSG00000166562
ENSG00000179134,2080.0,20.20604,3.9210508,1,2077.9793961048126,ENSG00000179134
ENSG00000292334,2081.0,20.205727,44.912663,1,2078.9794273376465,ENSG00000292334
ENSG00000103249,2082.0,20.193483,6.071454,1,2079.98065161705,ENSG00000103249
ENSG00000184924,2083.0,20.191448,4.1743236,1,2080.9808552265167,ENSG00000184924
ENSG00000110066,2084.0,20.186422,2.9567945,1,2081.981357812881,ENSG00000110066
ENSG00000111328,2085.0,20.184973,7.045881,1,2082.9815027713776,ENSG00000111328
ENSG00000134697,2086.0,20.16359,6.418683,1,2083.983641147613,ENSG00000134697
ENSG00000035928,2087.0,20.163006,3.2646995,1,2084.983699321747,ENSG00000035928
ENSG00000169871,2088.0,20.16233,1.5249488,1,2085.9837670326237,ENSG00000169871
ENSG00000035403,2089.0,20.160501,3.6475337,1,2086.983949899673,ENSG00000035403
ENSG00000124783,2090.0,20.160423,8.9505,1,2087.9839577674866,ENSG00000124783
ENSG00000198898,2091.0,20.15959,11.92161,1,2088.9840409755707,ENSG00000198898
ENSG00000126945,2092.0,20.154903,7.257687,1,2089.984509706497,ENSG00000126945
ENSG00000109099,2093.0,20.154156,15.093131,1,2090.9845843315125,ENSG00000109099
ENSG00000087191,2094.0,20.151756,10.724019,1,2091.9848244190216,ENSG00000087191
ENSG00000117305,2095.0,20.150085,4.971054,1,2092.9849915504456,ENSG00000117305
ENSG00000137177,2096.0,20.146898,5.716816,1,2093.9853100776672,ENSG00000137177
ENSG00000100360,2097.0,20.146515,3.5292492,1,2094.9853484630585,ENSG00000100360
ENSG00000080166,2098.0,20.14173,50.181488,1,2095.9858269691467,DCT
ENSG00000081692,2099.0,20.140917,3.335943,1,2096.985908269882,ENSG00000081692
ENSG00000104218,2100.0,20.13917,3.2750893,1,2097.9860830307007,ENSG00000104218
ENSG00000139514,2101.0,20.137123,3.9420295,1,2098.9862875938416,ENSG00000139514
ENSG00000140943,2102.0,20.134203,2.7792995,1,2099.986579656601,ENSG00000140943
ENSG00000116062,2103.0,20.130928,4.9318957,1,2100.9869072437286,ENSG00000116062
ENSG00000179295,2104.0,20.128859,3.283113,1,2101.9871141910558,ENSG00000179295
ENSG00000105778,2105.0,20.120768,2.8131158,1,2102.987923145294,ENSG00000105778
ENSG00000070010,2106.0,20.11873,4.648421,1,2103.98812699318,ENSG00000070010
ENSG00000117597,2107.0,20.112738,4.427551,1,2104.9887261390686,ENSG00000117597
ENSG00000115159,2108.0,20.104847,4.080055,1,2105.989515304565,ENSG00000115159
ENSG00000076924,2109.0,20.102982,3.3031397,1,2106.9897017478943,ENSG00000076924
ENSG00000006715,2110.0,20.099108,6.473681,1,2107.9900891780853,ENSG00000006715
ENSG00000101460,2111.0,20.09865,3.1953166,1,2108.9901349544525,ENSG00000101460
ENSG00000197183,2112.0,20.095974,4.5294843,1,2109.990402698517,ENSG00000197183
ENSG00000158106,2113.0,20.090734,3.6915343,1,2110.990926504135,ENSG00000158106
ENSG00000146676,2114.0,20.085423,1.9714468,1,2111.9914577007294,ENSG00000146676
ENSG00000184220,2115.0,20.081572,4.485293,1,2112.9918427467346,ENSG00000184220
ENSG00000162545,2116.0,20.070982,4.5107713,1,2113.992901802063,ENSG00000162545
ENSG00000135679,2117.0,20.065863,16.297314,1,2114.9934136867523,ENSG00000135679
ENSG00000143633,2118.0,20.04787,3.1538725,1,2115.995213031769,ENSG00000143633
ENSG00000102158,2119.0,20.040424,4.017565,1,2116.995957612992,ENSG00000102158
ENSG00000117713,2120.0,20.0403,2.4831953,1,2117.995970010757,ENSG00000117713
ENSG00000189283,2121.0,20.037674,4.8967977,1,2118.996232509613,ENSG00000189283
ENSG00000153207,2122.0,20.037525,2.997113,1,2119.9962475299835,ENSG00000153207
ENSG00000108604,2123.0,20.037312,2.6094387,1,2120.996268749237,ENSG00000108604
ENSG00000156709,2124.0,20.036564,3.9565098,1,2121.996343612671,ENSG00000156709
ENSG00000158234,2125.0,20.03468,5.333748,1,2122.9965319633484,ENSG00000158234
ENSG00000113742,2126.0,20.033287,3.8007176,1,2123.9966711997986,ENSG00000113742
ENSG00000054793,2127.0,20.032715,3.0174108,1,2124.9967284202576,ENSG00000054793
ENSG00000144224,2128.0,20.026253,5.765969,1,2125.997374773025,ENSG00000144224
ENSG00000085365,2129.0,20.025412,4.255686,1,2126.997458934784,ENSG00000085365
ENSG00000101966,2130.0,20.005249,2.0689692,1,2127.999475002289,ENSG00000101966
ENSG00000126773,2131.0,19.996616,4.508718,1,2129.000338315964,ENSG00000126773
ENSG00000102038,2132.0,19.992027,8.411444,1,2130.0007972717285,ENSG00000102038
ENSG00000187231,2133.0,19.988195,3.8337908,1,2131.001180410385,ENSG00000187231
ENSG00000221978,2134.0,19.98733,5.7028823,1,2132.001267075538,ENSG00000221978
ENSG00000111667,2135.0,19.98354,4.243171,1,2133.00164604187,ENSG00000111667
ENSG00000160551,2136.0,19.980772,1.7828045,1,2134.0019228458405,ENSG00000160551
ENSG00000155906,2137.0,19.978966,4.0948324,1,2135.002103447914,ENSG00000155906
ENSG00000114544,2138.0,19.973377,4.289101,1,2136.0026623010635,ENSG00000114544
ENSG00000100764,2139.0,19.97319,7.8613467,1,2137.002681016922,ENSG00000100764
ENSG00000160075,2140.0,19.972631,3.9465575,1,2138.002736806869,ENSG00000160075
ENSG00000251141,2141.0,19.966436,8.458727,1,2139.0033563375478,ENSG00000251141
ENSG00000066933,2142.0,19.96521,3.4732244,1,2140.0034790039062,ENSG00000066933
ENSG00000102317,2143.0,19.960363,25.652735,1,2141.0039637088776,ENSG00000102317
ENSG00000100997,2144.0,19.95226,3.499733,1,2142.004774093628,ENSG00000100997
ENSG00000079739,2145.0,19.950434,4.79368,1,2143.0049566030502,ENSG00000079739
ENSG00000054523,2146.0,19.945513,3.1773627,1,2144.005448698997,ENSG00000054523
ENSG00000125037,2147.0,19.944023,6.75561,1,2145.005597710609,ENSG00000125037
ENSG00000071189,2148.0,19.94029,3.7866802,1,2146.005970954895,ENSG00000071189
ENSG00000165644,2149.0,19.939215,3.027895,1,2147.006078481674,ENSG00000165644
ENSG00000144029,2150.0,19.939102,5.229246,1,2148.0060898065567,ENSG00000144029
ENSG00000182923,2151.0,19.921919,3.92738,1,2149.0078080892563,ENSG00000182923
ENSG00000122257,2152.0,19.917768,3.4440565,1,2150.0082231760025,ENSG00000122257
ENSG00000141258,2153.0,19.917612,4.3170147,1,2151.0082387924194,ENSG00000141258
ENSG00000137449,2154.0,19.91742,4.848985,1,2152.0082581043243,ENSG00000137449
ENSG00000082515,2155.0,19.913841,5.1903987,1,2153.0086158514023,ENSG00000082515
ENSG00000100522,2156.0,19.912945,4.716737,1,2154.008705496788,ENSG00000100522
ENSG00000100865,2157.0,19.90706,5.478305,1,2155.009293913841,ENSG00000100865
ENSG00000100029,2158.0,19.90047,4.4939795,1,2156.009952902794,ENSG00000100029
ENSG00000145439,2159.0,19.898272,3.0681372,1,2157.010172843933,ENSG00000145439
ENSG00000163879,2160.0,19.894215,6.06142,1,2158.010578513145,ENSG00000163879
ENSG00000113194,2161.0,19.890936,3.2205343,1,2159.010906457901,ENSG00000113194
ENSG00000127445,2162.0,19.889406,4.6539087,1,2160.0110594034195,ENSG00000127445
ENSG00000122482,2163.0,19.885569,3.7079766,1,2161.0114431381226,ENSG00000122482
ENSG00000243364,2164.0,19.8802,5.7333345,1,2162.0119800567627,ENSG00000243364
ENSG00000115661,2165.0,19.870731,2.2591224,1,2163.0129268169403,ENSG00000115661
ENSG00000170634,2166.0,19.856836,3.0990741,1,2164.0143163204198,ENSG00000170634
ENSG00000142186,2167.0,19.848362,4.43682,1,2165.0151637792587,ENSG00000142186
ENSG00000213614,2168.0,19.844929,15.624852,1,2166.0155071020126,ENSG00000213614
ENSG00000166483,2169.0,19.839725,3.6508508,1,2167.016027450561,ENSG00000166483
ENSG00000165898,2170.0,19.833746,3.9156013,1,2168.016625404358,ENSG00000165898
ENSG00000124299,2171.0,19.829597,8.7925005,1,2169.017040252685,ENSG00000124299
ENSG00000060749,2172.0,19.817171,2.704296,1,2170.01828289032,ENSG00000060749
ENSG00000143499,2173.0,19.81206,4.5319777,1,2171.0187940597534,ENSG00000143499
ENSG00000083307,2174.0,19.80649,7.7091312,1,2172.019351005554,ENSG00000083307
ENSG00000011405,2175.0,19.805534,2.3039396,1,2173.0194466114044,ENSG00000011405
ENSG00000163900,2176.0,19.805367,2.8290997,1,2174.019463300705,ENSG00000163900
ENSG00000133739,2177.0,19.799833,4.1195126,1,2175.020016670227,ENSG00000133739
ENSG00000041353,2178.0,19.796724,4.089899,1,2176.020327568054,ENSG00000041353
ENSG00000149196,2179.0,19.79479,3.6164849,1,2177.020520925522,ENSG00000149196
ENSG00000134504,2180.0,19.793036,7.0179796,1,2178.020696401596,ENSG00000134504
ENSG00000170088,2181.0,19.792269,3.695451,1,2179.0207731723785,ENSG00000170088
ENSG00000118363,2182.0,19.792158,13.055079,1,2180.020784139633,ENSG00000118363
ENSG00000101417,2183.0,19.790487,2.3042548,1,2181.020951271057,ENSG00000101417
ENSG00000132746,2184.0,19.785324,10.964233,1,2182.02146756649,ENSG00000132746
ENSG00000178425,2185.0,19.78488,3.082033,1,2183.021512031555,ENSG00000178425
ENSG00000122644,2186.0,19.78224,6.2428374,1,2184.0217759609222,ENSG00000122644
ENSG00000169609,2187.0,19.769247,2.8952842,1,2185.0230753421783,ENSG00000169609
ENSG00000142208,2188.0,19.768288,2.0607767,1,2186.023171186447,ENSG00000142208
ENSG00000104177,2189.0,19.762793,7.3355002,1,2187.023720741272,ENSG00000104177
ENSG00000137815,2190.0,19.761854,2.6090038,1,2188.023814558983,ENSG00000137815
ENSG00000152102,2191.0,19.748962,3.4468265,1,2189.0251038074493,ENSG00000152102
ENSG00000124532,2192.0,19.748777,5.35351,1,2190.025122284889,ENSG00000124532
ENSG00000144115,2193.0,19.746618,5.893481,1,2191.0253381729126,ENSG00000144115
ENSG00000108557,2194.0,19.74365,4.83012,1,2192.025635004044,ENSG00000108557
ENSG00000143409,2195.0,19.741686,6.0431952,1,2193.0258314609528,ENSG00000143409
ENSG00000228288,2196.0,19.74055,6.191507,1,2194.0259450674057,ENSG00000228288
ENSG00000262814,2197.0,19.740517,6.986456,1,2195.0259482860565,ENSG00000262814
ENSG00000167645,2198.0,19.740294,4.6572495,1,2196.025970697403,ENSG00000167645
ENSG00000000419,2199.0,19.739876,6.400064,1,2197.0260124206543,ENSG00000000419
ENSG00000165233,2200.0,19.73885,3.0191445,1,2198.0261150598526,ENSG00000165233
ENSG00000167004,2201.0,19.73147,26.411362,1,2199.026852965355,ENSG00000167004
ENSG00000120438,2202.0,19.708477,13.079941,1,2200.029152274132,ENSG00000120438
ENSG00000125870,2203.0,19.707787,6.1508865,1,2201.0292212963104,ENSG00000125870
ENSG00000172315,2204.0,19.703367,5.5461926,1,2202.029663324356,ENSG00000172315
ENSG00000176102,2205.0,19.702774,2.930997,1,2203.029722571373,ENSG00000176102
ENSG00000100304,2206.0,19.700542,4.201768,1,2204.029945731163,ENSG00000100304
ENSG00000138764,2207.0,19.695356,2.428475,1,2205.030464410782,ENSG00000138764
ENSG00000161671,2208.0,19.688686,2.0134964,1,2206.031131386757,ENSG00000161671
ENSG00000167272,2209.0,19.687567,5.187608,1,2207.03124332428,ENSG00000167272
ENSG00000164695,2210.0,19.66857,5.1784215,1,2208.033143043518,ENSG00000164695
ENSG00000032742,2211.0,19.658041,5.2653775,1,2209.0341958999634,ENSG00000032742
ENSG00000099968,2212.0,19.641655,5.6776476,1,2210.035834550857,ENSG00000099968
ENSG00000119408,2213.0,19.62629,6.716882,1,2211.0373710393906,ENSG00000119408
ENSG00000164953,2214.0,19.61828,6.279099,1,2212.038172006607,ENSG00000164953
ENSG00000167699,2215.0,19.616154,4.844239,1,2213.03838467598,ENSG00000167699
ENSG00000110911,2216.0,19.607552,4.4751387,1,2214.039244890213,ENSG00000110911
ENSG00000214113,2217.0,19.600481,6.238522,1,2215.0399519205093,ENSG00000214113
ENSG00000168137,2218.0,19.590809,3.3344715,1,2216.0409190654755,ENSG00000168137
ENSG00000110696,2219.0,19.588781,10.694411,1,2217.041121840477,ENSG00000110696
ENSG00000175274,2220.0,19.585287,7.276185,1,2218.0414712429047,ENSG00000175274
ENSG00000084693,2221.0,19.584084,6.206803,1,2219.041591644287,ENSG00000084693
ENSG00000173467,2222.0,19.58258,10.529178,1,2220.041741967201,AGR3
ENSG00000164134,2223.0,19.579336,5.19497,1,2221.042066335678,ENSG00000164134
ENSG00000138867,2224.0,19.575306,5.772702,1,2222.042469382286,ENSG00000138867
ENSG00000168002,2225.0,19.574854,5.0963798,1,2223.042514562607,ENSG00000168002
ENSG00000136143,2226.0,19.571186,5.2324295,1,2224.0428813695908,ENSG00000136143
ENSG00000139926,2227.0,19.56076,5.4745502,1,2225.043923974037,ENSG00000139926
ENSG00000123415,2228.0,19.552252,5.7028093,1,2226.0447747707367,ENSG00000123415
ENSG00000105974,2229.0,19.547812,21.448233,1,2227.0452188253403,CAV1
ENSG00000149809,2230.0,19.547142,3.60696,1,2228.045285820961,ENSG00000149809
ENSG00000175707,2231.0,19.543493,6.968009,1,2229.0456507205963,ENSG00000175707
ENSG00000157985,2232.0,19.538565,5.52429,1,2230.0461435317998,ENSG00000157985
ENSG00000159166,2233.0,19.53626,5.498905,1,2231.046373963356,ENSG00000159166
ENSG00000161677,2234.0,19.531841,3.2787313,1,2232.0468158721924,ENSG00000161677
ENSG00000155957,2235.0,19.530523,10.927438,1,2233.0469477176666,ENSG00000155957
ENSG00000101557,2236.0,19.523111,3.832156,1,2234.04768884182,ENSG00000101557
ENSG00000145916,2237.0,19.522655,3.713452,1,2235.0477344989777,ENSG00000145916
ENSG00000132313,2238.0,19.520937,4.54066,1,2236.047906279564,ENSG00000132313
ENSG00000148154,2239.0,19.510536,4.485082,1,2237.0489463806152,ENSG00000148154
ENSG00000175832,2240.0,19.500042,10.745486,1,2238.049995779991,ENSG00000175832
ENSG00000138074,2241.0,19.499235,4.7058377,1,2239.05007648468,ENSG00000138074
ENSG00000136205,2242.0,19.489641,4.7374797,1,2240.0510358810425,ENSG00000136205
ENSG00000198162,2243.0,19.479374,1.5752718,1,2241.0520626306534,ENSG00000198162
ENSG00000141867,2244.0,19.476454,2.8647454,1,2242.0523545742035,ENSG00000141867
ENSG00000169230,2245.0,19.473343,15.776765,1,2243.052665710449,ENSG00000169230
ENSG00000188342,2246.0,19.471546,5.8183575,1,2244.052845358849,ENSG00000188342
ENSG00000136371,2247.0,19.470558,5.085099,1,2245.0529441833496,ENSG00000136371
ENSG00000083312,2248.0,19.466145,5.752537,1,2246.0533854961395,ENSG00000083312
ENSG00000178568,2249.0,19.46564,9.566377,1,2247.0534360408783,ENSG00000178568
ENSG00000156603,2250.0,19.464554,3.5001297,1,2248.053544640541,ENSG00000156603
ENSG00000143217,2251.0,19.463104,8.392543,1,2249.053689599037,ENSG00000143217
ENSG00000100445,2252.0,19.461176,4.348752,1,2250.0538823604584,ENSG00000100445
ENSG00000126522,2253.0,19.456179,3.5165906,1,2251.0543820858,ENSG00000126522
ENSG00000100124,2254.0,19.453049,6.978414,1,2252.0546951293945,ENSG00000100124
ENSG00000187742,2255.0,19.450073,4.078282,1,2253.054992675781,ENSG00000187742
ENSG00000213699,2256.0,19.449333,5.4462476,1,2254.05506670475,ENSG00000213699
ENSG00000122687,2257.0,19.444994,4.8578053,1,2255.055500626564,ENSG00000122687
ENSG00000142188,2258.0,19.444668,4.341561,1,2256.0555331707,ENSG00000142188
ENSG00000057019,2259.0,19.44445,5.9571652,1,2257.055554986,ENSG00000057019
ENSG00000159596,2260.0,19.437529,4.2478795,1,2258.056247115135,ENSG00000159596
ENSG00000106571,2261.0,19.436804,6.3758173,1,2259.0563195943832,ENSG00000106571
ENSG00000119669,2262.0,19.436573,2.2629318,1,2260.0563427209854,ENSG00000119669
ENSG00000073792,2263.0,19.433443,8.653651,1,2261.0566556453705,ENSG00000073792
ENSG00000119285,2264.0,19.418697,4.1041245,1,2262.058130264282,ENSG00000119285
ENSG00000115946,2265.0,19.41854,4.605278,1,2263.0581461191177,ENSG00000115946
ENSG00000221838,2266.0,19.415506,4.7103124,1,2264.0584493875504,ENSG00000221838
ENSG00000145335,2267.0,19.413456,25.344296,1,2265.0586544275284,ENSG00000145335
ENSG00000205189,2268.0,19.410545,3.284476,1,2266.058945417404,ENSG00000205189
ENSG00000125459,2269.0,19.405869,5.7912445,1,2267.0594131946564,ENSG00000125459
ENSG00000160886,2270.0,19.395477,8.523775,1,2268.060452222824,LY6K
ENSG00000129521,2271.0,19.378769,4.778892,1,2269.0621230602264,ENSG00000129521
ENSG00000177694,2272.0,19.377184,6.8238726,1,2270.062281608581,ENSG00000177694
ENSG00000082996,2273.0,19.376497,7.145011,1,2271.0623502731323,ENSG00000082996
ENSG00000089053,2274.0,19.3731,9.502694,1,2272.0626900196075,ENSG00000089053
ENSG00000132405,2275.0,19.36296,3.2870085,1,2273.063703894615,ENSG00000132405
ENSG00000105612,2276.0,19.356964,2.9488585,1,2274.064303636551,ENSG00000105612
ENSG00000114520,2277.0,19.355755,4.454242,1,2275.0644245147705,ENSG00000114520
ENSG00000117984,2278.0,19.341282,22.657722,1,2276.065871834755,CTSD
ENSG00000090581,2279.0,19.339445,5.236178,1,2277.06605553627,ENSG00000090581
ENSG00000196642,2280.0,19.334171,3.0388126,1,2278.066582918167,ENSG00000196642
ENSG00000131778,2281.0,19.331991,5.4940395,1,2279.0668008327484,ENSG00000131778
ENSG00000126947,2282.0,19.327127,8.2203865,1,2280.06728720665,ENSG00000126947
ENSG00000198563,2283.0,19.323753,9.966586,1,2281.0676246881485,ENSG00000198563
ENSG00000171109,2284.0,19.322594,3.9699051,1,2282.0677406787872,ENSG00000171109
ENSG00000148143,2285.0,19.317974,7.8622355,1,2283.068202614784,ENSG00000148143
ENSG00000111615,2286.0,19.312729,4.4772215,1,2284.0687271356583,ENSG00000111615
ENSG00000171428,2287.0,19.312336,4.047766,1,2285.0687663555145,ENSG00000171428
ENSG00000163558,2288.0,19.302317,2.7574668,1,2286.069768309593,ENSG00000163558
ENSG00000083845,2289.0,19.295084,145.3695,1,2287.070491552353,ENSG00000083845
ENSG00000075914,2290.0,19.287207,5.306853,1,2288.0712792873383,ENSG00000075914
ENSG00000212747,2291.0,19.283676,4.3864326,1,2289.071632385254,ENSG00000212747
ENSG00000178935,2292.0,19.277771,3.2229807,1,2290.0722229480743,ENSG00000178935
ENSG00000134330,2293.0,19.276638,5.166498,1,2291.0723361968994,ENSG00000134330
ENSG00000166526,2294.0,19.268835,5.20149,1,2292.073116540909,ENSG00000166526
ENSG00000007541,2295.0,19.264812,4.2571983,1,2293.073518753052,ENSG00000007541
ENSG00000114573,2296.0,19.264235,5.7946453,1,2294.073576569557,ENSG00000114573
ENSG00000129083,2297.0,19.262129,6.472533,1,2295.0737870931625,ENSG00000129083
ENSG00000020426,2298.0,19.254114,3.6224685,1,2296.074588537216,ENSG00000020426
ENSG00000138162,2299.0,19.247602,4.3625255,1,2297.075239777565,ENSG00000138162
ENSG00000132963,2300.0,19.245943,8.957644,1,2298.075405716896,ENSG00000132963
ENSG00000108774,2301.0,19.243717,7.6886363,1,2299.07562828064,ENSG00000108774
ENSG00000126581,2302.0,19.243286,5.3294206,1,2300.0756714344025,ENSG00000126581
ENSG00000151882,2303.0,19.240545,5.752045,1,2301.075945496559,ENSG00000151882
ENSG00000270629,2304.0,19.232141,2.5668716,1,2302.076785802841,ENSG00000270629
ENSG00000083807,2305.0,19.22983,3.9953542,1,2303.077017068863,ENSG00000083807
ENSG00000204842,2306.0,19.228516,4.0744476,1,2304.0771484375,ENSG00000204842
ENSG00000280789,2307.0,19.222534,2.5466576,1,2305.077746629715,ENSG00000280789
ENSG00000196177,2308.0,19.217846,2.3048356,1,2306.078215360641,ENSG00000196177
ENSG00000147509,2309.0,19.206863,16.503008,1,2307.079313635826,ENSG00000147509
ENSG00000106266,2310.0,19.206554,7.527835,1,2308.079344511032,ENSG00000106266
ENSG00000039123,2311.0,19.20054,3.2283893,1,2309.079945921898,ENSG00000039123
ENSG00000133606,2312.0,19.195932,3.037549,1,2310.0804067850117,ENSG00000133606
ENSG00000134970,2313.0,19.195183,4.008088,1,2311.0804817676544,ENSG00000134970
ENSG00000229807,2314.0,19.18934,1.1955066,1,2312.081065893173,ENSG00000229807
ENSG00000103549,2315.0,19.187426,4.7477083,1,2313.081257462501,ENSG00000103549
ENSG00000168268,2316.0,19.185833,7.219632,1,2314.0814167261124,ENSG00000168268
ENSG00000088256,2317.0,19.176493,4.870746,1,2315.082350730896,ENSG00000088256
ENSG00000127337,2318.0,19.174742,6.374717,1,2316.0825258493423,ENSG00000127337
ENSG00000115486,2319.0,19.173687,3.0604057,1,2317.082631349564,ENSG00000115486
ENSG00000198498,2320.0,19.16551,2.847838,1,2318.0834490060806,ENSG00000198498
