gene,rank_in_group,scores,log2fc,n_groups,agg_rank,symbol
ENSG00000123636,473.5,5.5475225,41.510384,2,472.9452477693558,ENSG00000123636
ENSG00000123395,474.5,4.3331943,1.160506,2,474.0666805803776,ENSG00000123395
ENSG00000158714,476.0,15.134917,26.393532,2,474.4865082502365,ENSG00000158714
ENSG00000172594,475.0,4.275487,31.298048,2,474.5724512934685,ENSG00000172594
ENSG00000102189,475.5,4.401721,3.1979523,2,475.0598278939724,ENSG00000102189
ENSG00000163219,480.0,9.732075,21.647923,2,479.0267925262451,ENSG00000163219
ENSG00000134250,480.0,9.059921,11.351446,2,479.0940078496933,ENSG00000134250
ENSG00000149177,481.0,5.412166,9.7251625,2,480.4587833881378,ENSG00000149177
ENSG00000271425,487.0,6.4086895,4.8366146,2,486.3591310381889,ENSG00000271425
ENSG00000100083,490.0,5.375786,28.736742,2,489.4624214172363,ENSG00000100083
ENSG00000198879,491.0,6.093362,6.460843,2,490.39066380262375,ENSG00000198879
ENSG00000123983,492.0,5.93281,3.4774017,2,491.40671902894974,ENSG00000123983
ENSG00000172493,492.0,5.893491,9.551331,2,491.410650908947,ENSG00000172493
ENSG00000198814,493.5,15.048123,28.738037,2,491.9951876401901,ENSG00000198814
ENSG00000139496,493.0,4.641085,0.8458065,2,492.5358914732933,ENSG00000139496
ENSG00000103657,494.5,6.1417184,15.765101,2,493.88582813739777,ENSG00000103657
ENSG00000197535,495.5,6.102042,16.343897,2,494.8897957801819,ENSG00000197535
ENSG00000004468,496.5,12.5222645,30.190113,2,495.2477735280991,ENSG00000004468
ENSG00000118518,496.5,4.800843,18.397842,2,496.0199157297611,ENSG00000118518
ENSG00000142875,499.5,8.113519,25.13674,2,498.68864810466766,ENSG00000142875
ENSG00000071246,500.0,4.3912196,12.135985,2,499.5608780384064,ENSG00000071246
ENSG00000135124,505.0,5.302113,31.964588,2,504.4697886705399,ENSG00000135124
ENSG00000101773,505.0,4.1099834,1.2030827,2,504.5890016555786,ENSG00000101773
ENSG00000130640,505.5,5.095997,20.351643,2,504.9904003143311,ENSG00000130640
ENSG00000162664,506.0,4.07172,1.2080584,2,505.59282797575,ENSG00000162664
ENSG00000119321,509.5,5.4800673,15.957888,2,508.9519932866097,ENSG00000119321
ENSG00000169692,509.5,3.9724863,1.413711,2,509.1027513742447,ENSG00000169692
ENSG00000129255,510.0,5.04548,31.379639,2,509.4954520463944,ENSG00000129255
ENSG00000121644,510.0,3.985268,1.6194116,2,509.6014731824398,ENSG00000121644
ENSG00000151914,511.0,6.5445004,12.73895,2,510.3455499410629,ENSG00000151914
ENSG00000153879,513.0,4.9538465,4.796511,2,512.5046153664589,ENSG00000153879
ENSG00000183741,513.5,4.3030314,1.1674695,2,513.0696968436241,ENSG00000183741
ENSG00000151414,513.5,3.9542565,1.7731522,2,513.1045743525028,ENSG00000151414
ENSG00000166136,514.0,5.1264896,70.11248,2,513.4873510599136,ENSG00000166136
ENSG00000160211,514.0,4.0711555,1.9629014,2,513.5928844511509,ENSG00000160211
ENSG00000217128,518.0,7.8768406,11.768582,2,517.2123159170151,ENSG00000217128
ENSG00000197965,519.0,6.6351,30.727606,2,518.3364900350571,ENSG00000197965
ENSG00000136169,521.0,4.8326054,6.0758166,2,520.5167394578457,ENSG00000136169
ENSG00000169905,521.5,5.1061616,6.4898634,2,520.989383816719,ENSG00000169905
ENSG00000176903,523.5,4.490429,0.79104924,2,523.0509571135044,ENSG00000176903
ENSG00000173846,525.0,6.714696,64.36972,2,524.3285304307938,ENSG00000173846
ENSG00000104907,525.5,4.0551076,1.4281611,2,525.0944892466068,ENSG00000104907
ENSG00000039523,526.5,10.63681,16.729492,2,525.4363189935684,ENSG00000039523
ENSG00000178573,526.0,4.099888,7.033272,2,525.5900112092495,ENSG00000178573
ENSG00000106636,526.0,3.7690597,2.0939686,2,525.623094022274,ENSG00000106636
ENSG00000054611,526.5,4.979222,25.336384,2,526.0020778179169,ENSG00000054611
ENSG00000159873,528.5,4.0418015,1.8902048,2,528.0958198606968,ENSG00000159873
ENSG00000121691,529.0,6.2560916,40.92378,2,528.3743908405304,ENSG00000121691
ENSG00000257923,534.0,8.112236,12.080099,2,533.1887763738632,ENSG00000257923
ENSG00000172845,534.0,5.086389,1.6128006,2,533.4913610816002,ENSG00000172845
ENSG00000168591,540.0,4.9006095,20.87542,2,539.509939044714,ENSG00000168591
ENSG00000055483,544.0,11.253686,21.16981,2,542.8746314048767,ENSG00000055483
ENSG00000156639,544.0,4.073224,1.6907831,2,543.5926775932312,ENSG00000156639
ENSG00000095303,546.0,6.5279884,23.083248,2,545.3472011685371,ENSG00000095303
ENSG00000221823,547.0,3.8254335,1.6958604,2,546.6174566447735,ENSG00000221823
ENSG00000176390,548.0,4.808067,14.225503,2,547.5191933214664,ENSG00000176390
ENSG00000135241,550.5,9.375339,23.702494,2,549.5624661445618,ENSG00000135241
ENSG00000162654,551.5,4.048126,21.81078,2,551.0951873660088,ENSG00000162654
ENSG00000156232,551.5,3.758101,1.5703568,2,551.1241899132729,ENSG00000156232
ENSG00000161980,554.5,9.854801,5.1323433,2,553.5145198702812,ENSG00000161980
ENSG00000132912,554.5,4.819601,32.629383,2,554.0180398821831,ENSG00000132912
ENSG00000105383,558.0,6.305093,24.869736,2,557.3694907426834,ENSG00000105383
ENSG00000013583,558.0,4.879097,18.35221,2,557.5120902955532,ENSG00000013583
ENSG00000076685,558.5,5.3850965,24.466946,2,557.9614903330803,ENSG00000076685
ENSG00000162819,559.5,4.6890373,19.712446,2,559.0310962796211,ENSG00000162819
ENSG00000116670,562.0,5.119178,3.19809,2,561.4880822300911,ENSG00000116670
ENSG00000172530,562.5,8.186881,13.9309635,2,561.6813119053841,ENSG00000172530
ENSG00000197256,566.0,22.153913,4.0082903,2,563.7846086025238,ENSG00000197256
ENSG00000137364,567.5,5.5374584,9.757075,2,566.9462541341782,ENSG00000137364
ENSG00000133657,570.0,14.508732,14.101282,2,568.5491268634796,ENSG00000133657
ENSG00000100325,570.0,4.694976,24.783588,2,569.5305024087429,ENSG00000100325
ENSG00000178585,570.5,6.1485515,2.3785477,2,569.8851448297501,ENSG00000178585
ENSG00000172936,572.0,9.110211,22.811277,2,571.0889788866043,ENSG00000172936
ENSG00000168255,576.5,5.404051,6.5646424,2,575.9595949053764,ENSG00000168255
ENSG00000089060,577.5,5.569684,17.306293,2,576.9430316090584,ENSG00000089060
ENSG00000136868,577.5,5.2019005,12.708756,2,576.9798099398613,ENSG00000136868
ENSG00000108582,578.0,4.0226345,2.3757505,2,577.5977365374565,ENSG00000108582
ENSG00000132716,579.0,6.2391443,21.239891,2,578.3760855793953,ENSG00000132716
ENSG00000204435,584.0,5.4152155,36.819225,2,583.4584784507751,ENSG00000204435
ENSG00000155508,585.5,5.2013693,2.7172227,2,584.9798630475998,ENSG00000155508
ENSG00000165030,586.5,4.798565,16.820024,2,586.0201435089111,ENSG00000165030
ENSG00000124243,591.0,9.921831,3.1216688,2,590.0078169107437,ENSG00000124243
ENSG00000143321,591.5,5.873716,4.5276384,2,590.9126284122467,ENSG00000143321
ENSG00000136295,594.0,5.814473,8.995501,2,593.4185526967049,ENSG00000136295
ENSG00000178950,596.0,4.9006615,23.783396,2,595.5099338591099,ENSG00000178950
ENSG00000134324,600.5,5.550906,6.611076,2,599.9449093937874,ENSG00000134324
ENSG00000100284,603.0,7.7551107,12.952455,2,602.2244889140129,ENSG00000100284
ENSG00000143153,603.0,5.94798,10.955453,2,602.4052020311356,ENSG00000143153
ENSG00000160551,603.0,5.4800363,6.779695,2,602.4519963860512,ENSG00000160551
ENSG00000213024,603.5,6.1974754,13.439328,2,602.8802524805069,ENSG00000213024
ENSG00000146859,605.5,4.9758415,12.178034,2,605.0024158358574,ENSG00000146859
ENSG00000086300,606.0,6.901322,45.817177,2,605.3098677992821,ENSG00000086300
ENSG00000129450,606.5,6.5339985,31.677845,2,605.8466001749039,ENSG00000129450
ENSG00000166224,607.5,6.286375,11.126081,2,606.8713625073433,ENSG00000166224
ENSG00000160712,612.5,9.280528,10.553569,2,611.5719472169876,ENSG00000160712
ENSG00000179134,614.0,4.6651287,9.05397,2,613.5334871411324,ENSG00000179134
ENSG00000158545,625.5,2.938899,1.6323442,2,625.2061100900173,ENSG00000158545
ENSG00000198563,627.5,4.5108614,21.987305,2,627.0489138662815,ENSG00000198563
ENSG00000134697,629.0,4.315881,44.208054,2,628.5684119164944,ENSG00000134697
ENSG00000132842,635.0,5.0526476,6.9592834,2,634.4947352409363,ENSG00000132842
ENSG00000105499,635.0,4.0292797,14.2164545,2,634.5970720350742,ENSG00000105499
ENSG00000158669,637.0,5.5167027,21.432375,2,636.4483297467232,ENSG00000158669
ENSG00000076944,638.5,8.608729,19.4559,2,637.6391270756721,ENSG00000076944
ENSG00000128050,645.5,10.110569,6.6993294,2,644.4889430999756,ENSG00000128050
ENSG00000008128,650.5,4.598405,16.926733,2,650.0401595234871,ENSG00000008128
ENSG00000110422,656.5,4.6454906,9.649422,2,656.0354509353638,ENSG00000110422
ENSG00000166275,657.0,4.7407055,13.250243,2,656.5259294509888,ENSG00000166275
ENSG00000121281,660.0,5.5273256,10.520018,2,659.4472674131393,ENSG00000121281
ENSG00000147459,660.0,3.9983916,9.759622,2,659.6001608371735,ENSG00000147459
ENSG00000151893,663.0,4.7006373,27.295078,2,662.5299362540245,ENSG00000151893
ENSG00000108587,667.5,6.090059,11.120249,2,666.8909941315651,ENSG00000108587
ENSG00000147421,667.5,4.897402,14.393409,2,667.0102598071098,ENSG00000147421
ENSG00000125538,675.0,15.512257,163.12976,2,673.4487743377686,IL1B
ENSG00000143164,674.5,6.7464294,10.116068,2,673.8253570795059,ENSG00000143164
ENSG00000119408,677.5,4.729981,38.839622,2,677.0270019173622,ENSG00000119408
ENSG00000110075,686.0,6.63789,17.686716,2,685.3362110257149,ENSG00000110075
ENSG00000005339,687.5,5.5851593,8.693227,2,686.9414840936661,ENSG00000005339
ENSG00000057657,688.0,4.587797,9.398562,2,687.5412202775478,ENSG00000057657
ENSG00000117151,688.0,4.174834,26.120216,2,687.5825166106224,ENSG00000117151
ENSG00000179335,689.0,4.922825,22.268679,2,688.5077175199986,ENSG00000179335
ENSG00000138413,692.5,4.7725344,55.191246,2,692.0227465629578,ENSG00000138413
ENSG00000102158,693.0,5.211697,10.929875,2,692.4788302779198,ENSG00000102158
ENSG00000079805,698.5,4.5769806,12.522844,2,698.0423019528389,ENSG00000079805
ENSG00000168769,700.5,10.762902,10.217509,2,699.4237097501755,ENSG00000168769
ENSG00000082212,713.0,5.0932817,17.44175,2,712.490671813488,ENSG00000082212
ENSG00000171552,713.5,4.5553226,4.432271,2,713.0444677472115,ENSG00000171552
ENSG00000179593,715.0,3.7767777,20.783548,2,714.6223222315311,ENSG00000179593
ENSG00000148634,716.5,4.102857,12.201526,2,716.0897142887115,ENSG00000148634
ENSG00000120889,718.0,6.0444326,16.785225,2,717.3955567479134,ENSG00000120889
ENSG00000122644,724.5,6.8295164,41.426178,2,723.8170483708382,ENSG00000122644
ENSG00000100376,730.5,4.7929363,22.597168,2,730.0207063555717,ENSG00000100376
ENSG00000012124,733.0,13.352545,11.156115,2,731.6647455692291,ENSG00000012124
ENSG00000126246,743.0,6.1867123,34.268208,2,742.3813287615776,ENSG00000126246
ENSG00000109099,743.5,6.945,50.783,2,742.8054999709129,ENSG00000109099
ENSG00000186063,746.5,4.3946714,10.946618,2,746.0605328679085,ENSG00000186063
ENSG00000167995,748.5,6.2910576,9.788981,2,747.8708942532539,ENSG00000167995
ENSG00000168092,748.5,5.692036,10.996521,2,747.9307963848114,ENSG00000168092
ENSG00000054523,749.5,5.1345162,11.46277,2,748.9865483641624,ENSG00000054523
ENSG00000100418,753.5,4.691699,8.082555,2,753.0308300852776,ENSG00000100418
ENSG00000125454,754.5,6.606168,39.18637,2,753.8393832445145,ENSG00000125454
ENSG00000126945,754.5,5.155928,18.913559,2,753.9844071865082,ENSG00000126945
ENSG00000167123,759.0,28.745686,9.538133,2,756.1254315376282,ENSG00000167123
ENSG00000141696,758.0,14.202745,6.458975,2,756.5797255039215,ENSG00000141696
ENSG00000111300,757.5,7.3470516,9.8709345,2,756.7652948498726,ENSG00000111300
ENSG00000147679,758.5,8.398765,5.0428185,2,757.66012352705,ENSG00000147679
ENSG00000182247,765.0,5.675564,38.453693,2,764.4324436187744,ENSG00000182247
ENSG00000167291,767.5,4.211072,6.2014647,2,767.0788927972317,ENSG00000167291
ENSG00000023697,768.0,4.9507284,10.111173,2,767.5049271583557,ENSG00000023697
ENSG00000100299,769.5,8.206588,15.125007,2,768.6793411970139,ENSG00000100299
ENSG00000185344,774.5,4.5270505,2.6489959,2,774.0472949445248,ENSG00000185344
ENSG00000102409,779.5,3.9588218,29.056446,2,779.1041178107262,ENSG00000102409
ENSG00000143622,780.0,7.8618684,19.988363,2,779.2138131856918,ENSG00000143622
ENSG00000101307,780.0,4.2908382,16.169836,2,779.5709161758423,ENSG00000101307
ENSG00000121797,780.5,7.9303026,36.063538,2,779.7069697380066,ENSG00000121797
ENSG00000108798,786.5,4.518916,25.67746,2,786.0481083989143,ENSG00000108798
ENSG00000086102,789.5,4.3775334,4.5435886,2,789.0622466504574,ENSG00000086102
ENSG00000128829,790.0,8.151568,8.560216,2,789.1848431825638,ENSG00000128829
ENSG00000075539,793.5,6.2552147,14.20835,2,792.8744785189629,ENSG00000075539
ENSG00000065615,795.0,8.679843,13.552311,2,794.1320157051086,ENSG00000065615
ENSG00000197930,796.5,4.623047,15.598144,2,796.0376953184605,ENSG00000197930
ENSG00000151532,798.0,4.5049596,11.129857,2,797.5495040416718,ENSG00000151532
ENSG00000260314,801.5,6.920012,24.717852,2,800.8079987764359,ENSG00000260314
ENSG00000184182,802.0,7.242218,18.30221,2,801.2757781744003,ENSG00000184182
ENSG00000122884,802.0,6.8505383,30.642515,2,801.3149461746216,ENSG00000122884
ENSG00000198561,811.5,3.8896418,17.218946,2,811.111035823822,ENSG00000198561
ENSG00000123728,812.5,5.5987644,12.428236,2,811.9401235580444,ENSG00000123728
ENSG00000134369,813.0,4.869118,2.401613,2,812.5130881667137,ENSG00000134369
ENSG00000179115,813.5,6.393792,13.724331,2,812.8606207966805,ENSG00000179115
ENSG00000183696,815.5,11.329103,25.543484,2,814.3670896291733,ENSG00000183696
ENSG00000187098,818.0,6.3697314,7.567792,2,817.3630268573761,ENSG00000187098
ENSG00000165102,819.0,4.882857,10.3279705,2,818.511714309454,ENSG00000165102
ENSG00000118785,827.0,19.77292,inf,2,825.022707939148,SPP1
ENSG00000017427,829.0,20.544693,22.179121,2,826.9455306529999,IGF1
ENSG00000043093,828.5,4.3173857,6.729779,2,828.0682614445686,ENSG00000043093
ENSG00000093000,830.0,6.875011,27.612255,2,829.3124989271164,ENSG00000093000
ENSG00000090924,834.5,6.027784,15.060152,2,833.8972216248512,ENSG00000090924
ENSG00000114315,835.0,6.750006,10.5440235,2,834.3249993920326,ENSG00000114315
ENSG00000213983,836.0,4.0408096,14.034578,2,835.5959190428257,ENSG00000213983
ENSG00000241839,842.0,5.598078,15.844935,2,841.4401922225952,ENSG00000241839
ENSG00000151092,843.0,7.3238363,15.066864,2,842.267616391182,ENSG00000151092
ENSG00000119689,845.0,4.033312,7.257424,2,844.5966688096523,ENSG00000119689
ENSG00000247982,851.0,18.082449,8.856656,2,849.1917550563812,LINC00926
ENSG00000114738,851.0,4.9862294,19.686422,2,850.5013770461082,ENSG00000114738
ENSG00000152049,852.0,11.170284,4.6383004,2,850.8829715251923,ENSG00000152049
ENSG00000118689,858.0,5.5892878,8.199005,2,857.4410712122917,ENSG00000118689
ENSG00000166747,860.5,4.2922583,13.674586,2,860.0707741677761,ENSG00000166747
ENSG00000101310,861.5,3.9275122,20.411577,2,861.1072487831116,ENSG00000101310
ENSG00000087266,864.0,7.2771854,8.977407,2,863.2722814679146,ENSG00000087266
ENSG00000111729,865.0,9.708572,21.992771,2,864.0291427373886,ENSG00000111729
ENSG00000134460,869.0,4.2835164,23.391138,2,868.5716483592987,ENSG00000134460
ENSG00000153094,871.5,4.512686,22.181187,2,871.0487314164639,ENSG00000153094
ENSG00000129219,879.5,3.7410493,13.8016615,2,879.1258950829506,ENSG00000129219
ENSG00000057019,886.5,3.8800614,7.285497,2,886.1119938492775,ENSG00000057019
ENSG00000099337,891.0,4.5935116,7.9638414,2,890.5406488478184,ENSG00000099337
ENSG00000119729,896.0,5.5240946,12.415003,2,895.4475905299187,ENSG00000119729
ENSG00000110442,898.0,3.9314995,44.526787,2,897.6068500578403,ENSG00000110442
ENSG00000183486,900.5,4.6028404,7.5683656,2,900.0397159457207,ENSG00000183486
ENSG00000143390,908.5,5.671812,14.971702,2,907.9328187704086,ENSG00000143390
ENSG00000163961,912.5,4.2412767,3.2500255,2,912.0758723318576,ENSG00000163961
ENSG00000125734,915.0,4.5496426,42.23033,2,914.5450357496738,ENSG00000125734
ENSG00000067208,917.5,3.9597266,9.605691,2,917.1040273308754,ENSG00000067208
ENSG00000140030,921.5,4.643708,13.184889,2,921.035629183054,ENSG00000140030
ENSG00000091436,928.0,15.432583,4.7669725,2,926.4567416906356,ENSG00000091436
ENSG00000151491,927.0,4.400752,11.197096,2,926.5599247813224,ENSG00000151491
ENSG00000092068,929.5,4.8000646,10.713259,2,929.0199935436248,ENSG00000092068
ENSG00000134970,930.5,4.134147,16.353966,2,930.0865852832794,ENSG00000134970
ENSG00000129116,938.0,34.71527,15.681433,2,934.5284729003906,ENSG00000129116
ENSG00000102032,935.5,4.660518,17.354538,2,935.0339481830596,ENSG00000102032
ENSG00000162711,939.5,7.9344864,15.513163,2,938.7065513730048,ENSG00000162711
ENSG00000161542,943.5,6.4601436,8.273157,2,942.8539856672288,ENSG00000161542
ENSG00000118263,945.5,4.0094414,8.446886,2,945.0990558564664,ENSG00000118263
ENSG00000124788,949.0,3.2337966,10.552149,2,948.6766203343868,ENSG00000124788
ENSG00000108960,951.0,6.8393936,10.147311,2,950.3160606622696,ENSG00000108960
ENSG00000261064,956.0,13.377996,10.707121,2,954.662200331688,ENSG00000261064
ENSG00000204161,957.5,9.520414,27.660501,2,956.5479585528374,ENSG00000204161
ENSG00000166579,958.0,6.780798,15.261201,2,957.3219202160836,ENSG00000166579
ENSG00000172602,960.5,5.0327845,5.8279943,2,959.9967215657234,ENSG00000172602
ENSG00000165006,966.0,5.988138,13.312172,2,965.4011861681938,ENSG00000165006
ENSG00000110395,966.0,5.581191,5.0552797,2,965.4418808817863,ENSG00000110395
ENSG00000183207,970.5,6.7949967,10.524838,2,969.8205003142356,ENSG00000183207
ENSG00000124813,973.5,14.209389,9.352072,2,972.0790611505508,ENSG00000124813
ENSG00000108175,977.5,7.6732025,7.790887,2,976.7326797246932,ENSG00000108175
ENSG00000198860,987.5,7.757721,11.676804,2,986.7242279052734,ENSG00000198860
ENSG00000158062,989.0,4.303012,17.626717,2,988.5696988105774,ENSG00000158062
ENSG00000084072,989.5,5.6291437,7.822924,2,988.9370856285096,ENSG00000084072
ENSG00000107819,995.5,3.858403,10.091959,2,995.1141597032548,ENSG00000107819
ENSG00000121766,1002.5,6.199894,14.555923,2,1001.8800106048584,ENSG00000121766
ENSG00000151422,1011.0,4.1099896,7.8975563,2,1010.5890010297298,ENSG00000151422
ENSG00000099875,1012.5,4.0669737,7.4473133,2,1012.0933026373386,ENSG00000099875
ENSG00000109016,1020.5,3.9223795,6.0148087,2,1020.1077620387076,ENSG00000109016
ENSG00000115825,1022.5,5.3339458,8.908186,2,1021.966605424881,ENSG00000115825
ENSG00000124588,1030.5,7.3529186,18.837257,2,1029.764708161354,ENSG00000124588
ENSG00000108950,1031.5,14.005175,7.9484177,2,1030.099482536316,ENSG00000108950
ENSG00000178691,1035.0,4.1218877,2.6041498,2,1034.5878112316132,ENSG00000178691
ENSG00000011275,1038.0,5.778582,6.2418494,2,1037.42214179039,ENSG00000011275
ENSG00000117000,1040.5,4.1323023,7.384589,2,1040.086769759655,ENSG00000117000
ENSG00000177663,1044.0,4.421272,8.827052,2,1043.5578728318214,ENSG00000177663
ENSG00000116663,1049.5,4.0549326,12.487444,2,1049.09450674057,ENSG00000116663
ENSG00000168256,1052.0,4.5670185,14.1082325,2,1051.5432981550694,ENSG00000168256
ENSG00000103381,1055.5,5.6284156,9.768333,2,1054.9371584653854,ENSG00000103381
ENSG00000166619,1056.0,4.0219226,13.66381,2,1055.5978077352047,ENSG00000166619
ENSG00000028116,1058.5,5.496192,13.946429,2,1057.9503808021543,ENSG00000028116
ENSG00000244115,1059.5,3.4952292,13.450056,2,1059.1504770815372,ENSG00000244115
ENSG00000135148,1065.0,7.1517825,14.8542,2,1064.2848217487335,ENSG00000135148
ENSG00000076555,1068.0,7.724159,5.650014,2,1067.2275841236117,ENSG00000076555
ENSG00000065243,1068.0,3.9890761,6.0446696,2,1067.6010923981669,ENSG00000065243
ENSG00000111670,1069.0,4.6339245,4.292856,2,1068.5366075634956,ENSG00000111670
ENSG00000134759,1071.5,7.1322384,19.851582,2,1070.7867761850357,ENSG00000134759
ENSG00000112715,1078.5,9.220166,7.764969,2,1077.577983379364,ENSG00000112715
ENSG00000144136,1078.5,3.1419163,11.602635,2,1078.1858083605766,ENSG00000144136
ENSG00000089159,1081.5,12.4502735,3.973636,2,1080.2549726963043,ENSG00000089159
ENSG00000135698,1081.0,5.1413674,17.058681,2,1080.4858632683754,ENSG00000135698
ENSG00000145293,1085.0,6.341023,21.515564,2,1084.3658977150917,ENSG00000145293
ENSG00000101194,1085.5,5.597275,8.230549,2,1084.9402725100515,ENSG00000101194
ENSG00000175197,1088.5,4.0604486,38.229572,2,1088.093955129385,ENSG00000175197
ENSG00000126775,1097.0,3.2020264,5.6619043,2,1096.6797973513603,ENSG00000126775
ENSG00000145349,1097.5,3.6207676,11.949582,2,1097.1379232406616,ENSG00000145349
ENSG00000185477,1098.5,10.32799,4.680053,2,1097.4672009944916,ENSG00000185477
ENSG00000152133,1100.0,4.3374043,3.713521,2,1099.5662595629692,ENSG00000152133
ENSG00000109133,1100.5,3.382735,9.047457,2,1100.1617265045645,ENSG00000109133
ENSG00000170634,1102.5,3.2788084,8.241397,2,1102.172119170427,ENSG00000170634
ENSG00000099968,1112.5,3.7067523,14.020245,2,1112.1293247640133,ENSG00000099968
ENSG00000175104,1116.5,3.2453232,14.881541,2,1116.1754676699638,ENSG00000175104
ENSG00000116266,1117.0,3.6666694,19.51826,2,1116.6333330571651,ENSG00000116266
ENSG00000196576,1118.5,3.5324912,17.056248,2,1118.1467508673668,ENSG00000196576
ENSG00000139318,1120.0,4.780783,34.554726,2,1119.5219216942787,ENSG00000139318
ENSG00000169490,1129.5,3.5982046,26.766932,2,1129.1401795446873,ENSG00000169490
ENSG00000166523,1132.0,6.391632,36.520523,2,1131.3608368039131,ENSG00000166523
ENSG00000164169,1134.0,3.7145455,14.925326,2,1133.6285454630852,ENSG00000164169
ENSG00000089916,1137.5,3.6580653,12.259104,2,1137.1341934800148,ENSG00000089916
ENSG00000162745,1147.5,25.232264,14.719853,2,1144.976773738861,ENSG00000162745
ENSG00000079999,1146.0,4.5973296,20.258518,2,1145.5402670502665,ENSG00000079999
ENSG00000127948,1146.5,3.5027142,25.819069,2,1146.1497285962105,ENSG00000127948
ENSG00000158411,1149.0,5.335626,16.727407,2,1148.4664373993874,ENSG00000158411
ENSG00000104671,1152.0,3.2322693,15.798377,2,1151.676773071289,ENSG00000104671
ENSG00000140632,1154.5,3.7397313,5.8128786,2,1154.1260268688202,ENSG00000140632
ENSG00000072858,1155.5,6.559478,12.250683,2,1154.844052195549,ENSG00000072858
ENSG00000124299,1157.5,3.9843187,28.101406,2,1157.101568132639,ENSG00000124299
ENSG00000132792,1165.0,4.6937695,14.608758,2,1164.530623048544,ENSG00000132792
ENSG00000131979,1166.0,5.390978,11.314717,2,1165.4609022140503,ENSG00000131979
ENSG00000105808,1169.0,10.740084,17.257883,2,1167.925991654396,ENSG00000105808
ENSG00000119397,1169.0,4.395144,7.2128444,2,1168.5604856014252,ENSG00000119397
ENSG00000104447,1176.5,4.276284,6.3949113,2,1176.072371572256,ENSG00000104447
ENSG00000116977,1181.0,5.8119,15.783478,2,1180.4188100099564,ENSG00000116977
ENSG00000106266,1182.0,5.9769654,13.864466,2,1181.40230345726,ENSG00000106266
ENSG00000077238,1185.0,4.695462,9.4461355,2,1184.5304537713528,ENSG00000077238
ENSG00000005302,1185.0,3.3958325,15.949574,2,1184.6604167521,ENSG00000005302
ENSG00000121390,1193.5,3.3731604,13.542812,2,1193.1626839637756,ENSG00000121390
ENSG00000172578,1195.0,8.009504,9.129684,2,1194.199049592018,ENSG00000172578
ENSG00000137959,1197.0,3.988065,21.949331,2,1196.6011934876442,ENSG00000137959
ENSG00000173442,1200.0,4.6263785,10.885357,2,1199.5373621582985,ENSG00000173442
ENSG00000170502,1200.0,3.693934,11.257826,2,1199.6306065917015,ENSG00000170502
ENSG00000116337,1200.5,4.707243,25.485182,2,1200.029275715351,ENSG00000116337
ENSG00000090376,1206.5,6.1396384,10.210976,2,1205.886036157608,ENSG00000090376
ENSG00000124731,1209.5,10.157409,25.173439,2,1208.4842591285706,ENSG00000124731
ENSG00000171729,1213.5,3.403946,13.748253,2,1213.1596054136753,ENSG00000171729
ENSG00000134910,1219.5,3.2230368,14.45912,2,1219.1776963174343,ENSG00000134910
ENSG00000165996,1223.0,4.373919,3.1903796,2,1222.5626080930233,ENSG00000165996
ENSG00000141655,1223.5,4.7977486,9.640417,2,1223.0202251374722,ENSG00000141655
ENSG00000142552,1230.5,31.046246,13.297087,2,1227.3953754901886,ENSG00000142552
ENSG00000141971,1236.5,3.1283133,9.619628,2,1236.1871686577797,ENSG00000141971
ENSG00000138814,1238.5,3.3279243,5.8747087,2,1238.167207568884,ENSG00000138814
ENSG00000023330,1240.5,5.2205753,18.601553,2,1239.9779424667358,ENSG00000023330
ENSG00000100364,1241.5,14.174127,4.0897746,2,1240.0825873613358,ENSG00000100364
ENSG00000165650,1243.5,3.181718,4.2068167,2,1243.181828200817,ENSG00000165650
ENSG00000174123,1244.5,9.871791,11.543852,2,1243.5128208994863,ENSG00000174123
ENSG00000073756,1254.0,9.145268,15.088705,2,1253.0854731798172,ENSG00000073756
ENSG00000068650,1256.5,3.8096204,4.977498,2,1256.1190379559994,ENSG00000068650
ENSG00000107643,1265.5,4.1031876,3.3898337,2,1265.089681237936,ENSG00000107643
ENSG00000158201,1267.0,3.3577342,18.490124,2,1266.664226591587,ENSG00000158201
ENSG00000115641,1268.5,18.232431,1.6774962,2,1266.6767568588257,ENSG00000115641
ENSG00000272886,1268.0,3.8463788,19.761124,2,1267.6153621077538,ENSG00000272886
ENSG00000113916,1273.0,4.7126646,6.0890107,2,1272.5287335515022,ENSG00000113916
ENSG00000134049,1275.0,3.4649026,5.7169065,2,1274.653509736061,ENSG00000134049
ENSG00000126883,1280.5,3.3524735,17.430714,2,1280.164752662182,ENSG00000126883
ENSG00000134470,1285.0,3.0014102,17.066256,2,1284.6998589634895,ENSG00000134470
ENSG00000183735,1286.5,5.011314,8.967178,2,1285.9988685846329,ENSG00000183735
ENSG00000115902,1287.0,3.759583,2.217758,2,1286.6240417063236,ENSG00000115902
ENSG00000167208,1288.0,4.266588,12.904904,2,1287.573341190815,ENSG00000167208
ENSG00000146416,1296.0,3.0564008,12.521134,2,1295.6943599283695,ENSG00000146416
ENSG00000175866,1302.0,4.237767,22.985632,2,1301.576223284006,ENSG00000175866
ENSG00000110721,1303.0,3.0370595,20.789818,2,1302.6962940394878,ENSG00000110721
ENSG00000142002,1306.0,3.3789654,7.6087017,2,1305.6621034741402,ENSG00000142002
