gene,freq,mean_rank,score
ENSG00000245888,4,930.5,3.3796666666666666
ENSG00000228828,4,937.25,3.375166666666667
ENSG00000284543,4,937.25,3.375166666666667
ENSG00000252118,4,937.75,3.374833333333333
ENSG00000265366,4,950.0,3.3666666666666667
ENSG00000253883,4,950.25,3.3665000000000003
ENSG00000284325,4,954.25,3.3638333333333335
ENSG00000230301,4,962.5,3.3583333333333334
ENSG00000230204,4,964.25,3.3571666666666666
ENSG00000213275,4,967.0,3.3553333333333333
ENSG00000241420,4,968.5,3.3543333333333334
ENSG00000154646,4,972.5,3.3516666666666666
ENSG00000236388,4,975.25,3.349833333333333
ENSG00000267402,4,977.0,3.3486666666666665
ENSG00000236581,4,977.25,3.3485
ENSG00000264017,4,979.25,3.3471666666666664
ENSG00000236670,4,981.25,3.345833333333333
ENSG00000243543,4,982.25,3.3451666666666666
ENSG00000269855,4,982.25,3.3451666666666666
ENSG00000169474,4,987.25,3.341833333333333
ENSG00000154898,4,988.75,3.3408333333333333
ENSG00000233254,4,991.0,3.3393333333333333
ENSG00000239272,4,997.5,3.335
ENSG00000236539,4,1006.5,3.3289999999999997
ENSG00000240750,4,1015.0,3.3233333333333333
ENSG00000183733,4,1015.5,3.323
ENSG00000179766,4,1015.75,3.3228333333333335
ENSG00000227264,4,1020.25,3.3198333333333334
ENSG00000240270,4,1023.0,3.318
ENSG00000253120,4,1024.25,3.3171666666666666
ENSG00000214688,4,1027.75,3.3148333333333335
ENSG00000237827,4,1036.0,3.3093333333333335
ENSG00000215544,4,1039.25,3.307166666666667
ENSG00000226562,4,1039.75,3.3068333333333335
ENSG00000219986,4,1043.75,3.3041666666666667
ENSG00000145087,4,1047.5,3.3016666666666667
ENSG00000206597,4,1053.5,3.2976666666666667
ENSG00000281026,4,1059.0,3.294
ENSG00000171496,4,1061.25,3.2925
ENSG00000255725,4,1063.75,3.2908333333333335
ENSG00000265123,4,1073.0,3.2846666666666664
ENSG00000199805,4,1074.25,3.2838333333333334
ENSG00000254285,4,1074.5,3.2836666666666665
ENSG00000242436,4,1075.0,3.283333333333333
ENSG00000226632,4,1082.5,3.2783333333333333
ENSG00000243954,4,1083.0,3.278
ENSG00000228723,4,1085.25,3.2765
ENSG00000226935,4,1086.0,3.276
ENSG00000120094,4,1087.0,3.275333333333333
ENSG00000254449,4,1094.75,3.2701666666666664
ENSG00000204072,4,1095.25,3.2698333333333336
ENSG00000201558,4,1096.5,3.269
ENSG00000237338,4,1097.25,3.2685
ENSG00000160870,4,1100.25,3.2664999999999997
ENSG00000232685,4,1101.5,3.2656666666666667
ENSG00000261340,4,1109.25,3.2605
ENSG00000241288,4,1112.75,3.258166666666667
ENSG00000116882,4,1120.25,3.2531666666666665
ENSG00000142538,4,1126.0,3.2493333333333334
ENSG00000236184,4,1127.0,3.248666666666667
ENSG00000226318,4,1129.25,3.2471666666666668
ENSG00000269244,4,1129.25,3.2471666666666668
ENSG00000203416,4,1131.75,3.2455
ENSG00000232422,4,1137.25,3.241833333333333
ENSG00000186652,4,1139.0,3.240666666666667
ENSG00000232684,4,1146.5,3.235666666666667
ENSG00000204710,4,1147.0,3.235333333333333
ENSG00000200355,4,1152.75,3.2315
ENSG00000249987,4,1154.25,3.2305
ENSG00000253802,4,1162.0,3.2253333333333334
ENSG00000266952,4,1162.25,3.2251666666666665
ENSG00000257800,4,1163.0,3.224666666666667
ENSG00000166396,4,1165.0,3.2233333333333336
ENSG00000241641,4,1167.0,3.222
ENSG00000119715,4,1176.25,3.2158333333333333
ENSG00000220848,4,1179.75,3.2135
ENSG00000184100,4,1180.5,3.213
ENSG00000188816,4,1181.5,3.2123333333333335
ENSG00000146857,4,1183.0,3.211333333333333
ENSG00000164265,4,1188.5,3.2076666666666664
ENSG00000237412,4,1196.75,3.202166666666667
ENSG00000184385,4,1213.5,3.191
ENSG00000225224,4,1231.5,3.1790000000000003
ENSG00000203865,4,1232.75,3.178166666666667
ENSG00000178734,4,1235.5,3.1763333333333335
ENSG00000183571,4,1238.5,3.1743333333333332
ENSG00000222414,4,1240.0,3.1733333333333333
ENSG00000248449,4,1246.0,3.1693333333333333
ENSG00000200795,4,1265.75,3.1561666666666666
ENSG00000223715,4,1267.25,3.1551666666666667
ENSG00000226928,4,1268.5,3.154333333333333
ENSG00000229184,4,1268.75,3.154166666666667
ENSG00000242515,4,1273.75,3.1508333333333334
ENSG00000228451,4,1274.5,3.150333333333333
ENSG00000224699,4,1282.75,3.1448333333333336
ENSG00000233325,4,1291.25,3.1391666666666667
ENSG00000162391,4,1291.75,3.1388333333333334
ENSG00000112494,4,1299.5,3.1336666666666666
ENSG00000262402,4,1308.25,3.1278333333333332
ENSG00000180861,4,1315.0,3.123333333333333
ENSG00000242571,4,1319.0,3.1206666666666667
ENSG00000231752,4,1320.5,3.119666666666667
ENSG00000280683,4,1321.0,3.1193333333333335
ENSG00000006128,4,1324.75,3.116833333333333
ENSG00000265942,4,1330.5,3.113
ENSG00000180385,4,1333.0,3.1113333333333335
ENSG00000240759,4,1349.75,3.1001666666666665
ENSG00000241590,4,1357.0,3.0953333333333335
ENSG00000240225,4,1360.5,3.093
ENSG00000235917,4,1361.0,3.0926666666666667
ENSG00000141744,4,1366.25,3.0891666666666664
ENSG00000229980,4,1369.25,3.0871666666666666
ENSG00000243711,4,1374.0,3.084
ENSG00000163273,4,1375.5,3.083
ENSG00000151655,4,1376.25,3.0825
ENSG00000166143,4,1377.25,3.0818333333333334
ENSG00000230126,4,1380.0,3.08
ENSG00000220804,4,1380.5,3.0796666666666668
ENSG00000146085,4,1381.5,3.0789999999999997
ENSG00000270505,4,1383.25,3.0778333333333334
ENSG00000268949,4,1387.0,3.0753333333333335
ENSG00000152578,4,1387.25,3.0751666666666666
ENSG00000223959,4,1404.0,3.064
ENSG00000158488,4,1408.25,3.061166666666667
ENSG00000186306,4,1420.25,3.053166666666667
ENSG00000234184,4,1426.0,3.0493333333333332
ENSG00000154269,4,1429.75,3.0468333333333333
ENSG00000118137,4,1431.25,3.0458333333333334
ENSG00000161649,4,1440.0,3.04
ENSG00000106133,4,1440.25,3.039833333333333
ENSG00000277494,4,1443.5,3.0376666666666665
ENSG00000237943,4,1453.5,3.031
ENSG00000184292,4,1454.25,3.0305
ENSG00000122679,4,1466.25,3.0225
ENSG00000004799,4,1467.5,3.0216666666666665
ENSG00000111799,4,1479.25,3.0138333333333334
ENSG00000134871,4,1485.5,3.009666666666667
ENSG00000213713,3,395.6666666666667,2.736222222222222
ENSG00000259125,3,476.3333333333333,2.6824444444444446
ENSG00000264031,3,489.0,2.674
ENSG00000178395,3,503.0,2.6646666666666667
ENSG00000276058,3,509.3333333333333,2.6604444444444444
ENSG00000234911,3,523.0,2.6513333333333335
ENSG00000162947,3,534.0,2.644
ENSG00000228067,3,550.0,2.6333333333333333
ENSG00000137634,3,576.6666666666666,2.6155555555555554
ENSG00000260220,3,585.0,2.61
ENSG00000239794,3,628.6666666666666,2.580888888888889
ENSG00000212370,3,677.6666666666666,2.5482222222222224
ENSG00000155622,3,738.3333333333334,2.5077777777777777
ENSG00000258016,3,756.0,2.496
ENSG00000007001,3,756.3333333333334,2.4957777777777777
ENSG00000240392,3,789.0,2.474
ENSG00000264448,3,825.6666666666666,2.4495555555555555
ENSG00000240823,3,860.0,2.4266666666666667
ENSG00000236397,3,864.6666666666666,2.4235555555555557
ENSG00000154608,3,878.3333333333334,2.4144444444444444
ENSG00000240828,3,881.0,2.4126666666666665
ENSG00000231171,3,882.6666666666666,2.4115555555555557
ENSG00000248227,3,897.6666666666666,2.4015555555555554
ENSG00000104722,3,908.0,2.3946666666666667
ENSG00000224464,3,935.3333333333334,2.3764444444444446
ENSG00000258710,3,943.6666666666666,2.370888888888889
ENSG00000186895,3,948.3333333333334,2.3677777777777775
ENSG00000176933,3,951.6666666666666,2.365555555555556
ENSG00000176826,3,968.6666666666666,2.354222222222222
ENSG00000228938,3,972.6666666666666,2.3515555555555556
ENSG00000233971,3,979.6666666666666,2.346888888888889
ENSG00000282320,3,982.3333333333334,2.345111111111111
ENSG00000214415,3,985.3333333333334,2.343111111111111
ENSG00000228847,3,992.0,2.3386666666666667
ENSG00000074276,3,1007.6666666666666,2.328222222222222
ENSG00000225924,3,1008.0,2.328
ENSG00000188992,3,1009.6666666666666,2.326888888888889
ENSG00000200403,3,1020.0,2.32
ENSG00000122136,3,1029.0,2.314
ENSG00000258511,3,1033.6666666666667,2.310888888888889
ENSG00000254791,3,1035.0,2.31
ENSG00000092345,3,1037.3333333333333,2.3084444444444445
ENSG00000174460,3,1042.6666666666667,2.3048888888888888
ENSG00000224476,3,1046.0,2.3026666666666666
ENSG00000172967,3,1047.0,2.302
ENSG00000228502,3,1052.3333333333333,2.2984444444444447
ENSG00000257488,3,1062.0,2.292
ENSG00000173237,3,1065.0,2.29
ENSG00000229236,3,1084.3333333333333,2.277111111111111
ENSG00000264916,3,1090.0,2.2733333333333334
ENSG00000261645,3,1103.0,2.264666666666667
ENSG00000233435,3,1106.3333333333333,2.2624444444444443
ENSG00000176601,3,1106.3333333333333,2.2624444444444443
ENSG00000279066,3,1116.6666666666667,2.2555555555555555
ENSG00000225137,3,1121.6666666666667,2.252222222222222
ENSG00000259781,3,1137.0,2.242
ENSG00000250331,3,1141.3333333333333,2.2391111111111113
ENSG00000275549,3,1144.0,2.2373333333333334
ENSG00000215244,3,1149.3333333333333,2.233777777777778
ENSG00000272837,3,1153.3333333333333,2.2311111111111113
ENSG00000212163,3,1158.3333333333333,2.227777777777778
ENSG00000242808,3,1173.6666666666667,2.2175555555555553
ENSG00000165799,3,1176.3333333333333,2.215777777777778
ENSG00000244641,3,1176.3333333333333,2.215777777777778
ENSG00000164438,3,1181.3333333333333,2.2124444444444444
ENSG00000232316,3,1187.6666666666667,2.208222222222222
ENSG00000219355,3,1192.6666666666667,2.2048888888888887
ENSG00000232429,3,1194.0,2.2039999999999997
ENSG00000233730,3,1194.0,2.2039999999999997
ENSG00000250011,3,1216.6666666666667,2.188888888888889
ENSG00000283047,3,1230.0,2.18
ENSG00000258404,3,1235.6666666666667,2.176222222222222
ENSG00000236330,3,1238.3333333333333,2.1744444444444446
ENSG00000132446,3,1243.3333333333333,2.171111111111111
ENSG00000250902,3,1243.3333333333333,2.171111111111111
ENSG00000185002,3,1247.0,2.1686666666666667
ENSG00000227887,3,1248.0,2.168
ENSG00000140835,3,1256.0,2.1626666666666665
ENSG00000226891,3,1257.3333333333333,2.161777777777778
ENSG00000185275,3,1259.6666666666667,2.160222222222222
ENSG00000213300,3,1262.6666666666667,2.1582222222222223
ENSG00000232606,3,1268.3333333333333,2.1544444444444446
ENSG00000234354,3,1279.6666666666667,2.146888888888889
ENSG00000186529,3,1284.3333333333333,2.143777777777778
ENSG00000144820,3,1289.6666666666667,2.140222222222222
ENSG00000241282,3,1291.0,2.139333333333333
ENSG00000182814,3,1295.3333333333333,2.1364444444444444
ENSG00000184330,3,1296.3333333333333,2.1357777777777778
ENSG00000187527,3,1302.0,2.132
ENSG00000240423,3,1302.0,2.132
ENSG00000228782,3,1302.3333333333333,2.1317777777777778
ENSG00000224707,3,1312.6666666666667,2.124888888888889
ENSG00000007216,3,1321.0,2.1193333333333335
ENSG00000254215,3,1321.3333333333333,2.119111111111111
ENSG00000214264,3,1325.6666666666667,2.1162222222222224
ENSG00000256151,3,1326.6666666666667,2.1155555555555554
ENSG00000184612,3,1328.6666666666667,2.1142222222222222
ENSG00000182346,3,1329.3333333333333,2.113777777777778
ENSG00000224854,3,1329.3333333333333,2.113777777777778
ENSG00000211768,3,1331.6666666666667,2.112222222222222
ENSG00000237170,3,1333.6666666666667,2.110888888888889
ENSG00000178130,3,1336.0,2.1093333333333333
ENSG00000234028,3,1336.3333333333333,2.109111111111111
ENSG00000124097,3,1339.3333333333333,2.107111111111111
ENSG00000197444,3,1346.0,2.102666666666667
ENSG00000114113,3,1357.6666666666667,2.094888888888889
ENSG00000260265,3,1362.3333333333333,2.0917777777777777
ENSG00000237135,3,1363.6666666666667,2.090888888888889
ENSG00000170927,3,1375.0,2.0833333333333335
ENSG00000241119,3,1375.3333333333333,2.083111111111111
ENSG00000168348,3,1375.3333333333333,2.083111111111111
ENSG00000137440,3,1386.0,2.076
ENSG00000178429,3,1391.0,2.0726666666666667
ENSG00000183560,3,1415.0,2.0566666666666666
ENSG00000259295,3,1415.0,2.0566666666666666
ENSG00000229816,3,1418.3333333333333,2.0544444444444445
ENSG00000185198,3,1428.3333333333333,2.0477777777777777
ENSG00000211731,3,1428.6666666666667,2.0475555555555554
ENSG00000163106,3,1441.6666666666667,2.0388888888888888
ENSG00000234118,3,1442.0,2.038666666666667
ENSG00000224281,3,1451.3333333333333,2.0324444444444447
ENSG00000235142,3,1454.6666666666667,2.030222222222222
ENSG00000137441,3,1460.3333333333333,2.0264444444444445
ENSG00000147485,3,1460.3333333333333,2.0264444444444445
ENSG00000009694,3,1464.3333333333333,2.0237777777777777
ENSG00000186340,3,1485.0,2.01
ENSG00000130635,3,1487.0,2.0086666666666666
ENSG00000164106,3,1488.0,2.008
ENSG00000129226,3,1488.6666666666667,2.0075555555555553
ENSG00000126549,2,321.5,1.7856666666666667
ENSG00000222019,2,785.0,1.4766666666666666
ENSG00000266420,2,859.0,1.4273333333333333
ENSG00000232333,2,895.5,1.403
ENSG00000211633,2,930.0,1.38
ENSG00000179967,2,985.0,1.3433333333333333
ENSG00000207175,2,1023.0,1.318
ENSG00000101323,2,1048.5,1.3010000000000002
ENSG00000258886,2,1061.0,1.2926666666666666
ENSG00000263360,2,1072.0,1.2853333333333334
ENSG00000182156,2,1073.0,1.2846666666666666
ENSG00000149435,2,1091.0,1.2726666666666666
ENSG00000213885,2,1093.0,1.2713333333333332
ENSG00000242142,2,1093.5,1.271
ENSG00000176294,2,1097.0,1.2686666666666668
ENSG00000224411,2,1102.0,1.2653333333333334
ENSG00000127589,2,1112.5,1.2583333333333333
ENSG00000230337,2,1129.0,1.2473333333333332
ENSG00000273265,2,1132.5,1.245
ENSG00000175766,2,1134.5,1.2436666666666667
ENSG00000202415,2,1139.0,1.2406666666666668
ENSG00000225552,2,1145.5,1.2363333333333333
ENSG00000227802,2,1150.0,1.2333333333333334
ENSG00000227939,2,1153.0,1.2313333333333332
ENSG00000250539,2,1155.5,1.2296666666666667
ENSG00000250290,2,1156.0,1.2293333333333334
ENSG00000214273,2,1156.5,1.229
ENSG00000227543,2,1167.0,1.222
ENSG00000132872,2,1171.5,1.2189999999999999
ENSG00000187682,2,1183.0,1.2113333333333334
ENSG00000255071,2,1191.5,1.2056666666666667
ENSG00000237984,2,1192.5,1.205
ENSG00000225025,2,1194.0,1.204
ENSG00000105988,2,1195.5,1.2029999999999998
ENSG00000228808,2,1197.5,1.2016666666666667
ENSG00000240138,2,1207.0,1.1953333333333334
ENSG00000213051,2,1216.0,1.1893333333333334
ENSG00000250182,2,1229.0,1.1806666666666668
ENSG00000250170,2,1238.0,1.1746666666666665
ENSG00000159182,2,1248.5,1.1676666666666666
ENSG00000225076,2,1253.5,1.1643333333333334
ENSG00000179055,2,1258.0,1.1613333333333333
ENSG00000205231,2,1270.5,1.153
ENSG00000243592,2,1271.0,1.1526666666666667
ENSG00000187689,2,1271.0,1.1526666666666667
ENSG00000236762,2,1282.5,1.145
ENSG00000128276,2,1284.0,1.1440000000000001
ENSG00000122711,2,1289.0,1.1406666666666667
ENSG00000102145,2,1295.0,1.1366666666666667
ENSG00000234925,2,1296.0,1.1360000000000001
ENSG00000234965,2,1299.5,1.1336666666666666
ENSG00000229133,2,1304.0,1.1306666666666667
ENSG00000224034,2,1305.0,1.13
ENSG00000188585,2,1309.0,1.1273333333333333
ENSG00000171855,2,1311.0,1.126
ENSG00000177462,2,1314.5,1.1236666666666668
ENSG00000275874,2,1315.0,1.1233333333333333
ENSG00000180720,2,1315.5,1.123
ENSG00000137090,2,1315.5,1.123
ENSG00000232393,2,1319.0,1.1206666666666667
ENSG00000214832,2,1321.5,1.119
ENSG00000222222,2,1322.0,1.1186666666666667
ENSG00000261205,2,1322.0,1.1186666666666667
ENSG00000180638,2,1323.0,1.1179999999999999
ENSG00000265093,2,1323.0,1.1179999999999999
ENSG00000249264,2,1325.0,1.1166666666666667
ENSG00000242285,2,1326.0,1.116
ENSG00000250562,2,1329.5,1.1136666666666666
ENSG00000158571,2,1330.0,1.1133333333333333
ENSG00000257576,2,1330.0,1.1133333333333333
ENSG00000253365,2,1332.0,1.112
ENSG00000237007,2,1332.5,1.1116666666666668
ENSG00000228807,2,1332.5,1.1116666666666668
ENSG00000166736,2,1332.5,1.1116666666666668
ENSG00000230793,2,1336.0,1.1093333333333333
ENSG00000238172,2,1336.5,1.109
ENSG00000236345,2,1337.5,1.1083333333333334
ENSG00000241081,2,1341.0,1.1059999999999999
ENSG00000212176,2,1342.0,1.1053333333333333
ENSG00000277374,2,1343.5,1.1043333333333334
ENSG00000120937,2,1344.0,1.104
ENSG00000206147,2,1346.0,1.1026666666666667
ENSG00000226428,2,1346.5,1.1023333333333334
ENSG00000236307,2,1349.0,1.1006666666666667
ENSG00000214062,2,1350.5,1.0996666666666668
ENSG00000265102,2,1353.0,1.0979999999999999
ENSG00000230564,2,1353.0,1.0979999999999999
ENSG00000266563,2,1356.0,1.096
ENSG00000086967,2,1360.5,1.093
ENSG00000224858,2,1362.0,1.092
ENSG00000146755,2,1374.5,1.0836666666666668
ENSG00000227256,2,1376.0,1.0826666666666667
ENSG00000145839,2,1377.0,1.0819999999999999
ENSG00000117322,2,1379.0,1.0806666666666667
ENSG00000264438,2,1385.0,1.0766666666666667
ENSG00000281183,2,1386.5,1.0756666666666668
ENSG00000204653,2,1400.5,1.0663333333333334
ENSG00000207205,2,1405.5,1.063
ENSG00000214182,2,1407.0,1.062
ENSG00000234912,2,1413.5,1.0576666666666665
ENSG00000234664,2,1417.0,1.0553333333333335
ENSG00000228929,2,1419.5,1.0536666666666665
ENSG00000231160,2,1420.5,1.053
ENSG00000123201,2,1422.5,1.0516666666666667
ENSG00000218265,2,1423.5,1.0510000000000002
ENSG00000235297,2,1427.5,1.0483333333333333
ENSG00000131002,2,1429.5,1.0470000000000002
ENSG00000260549,2,1433.5,1.0443333333333333
ENSG00000103355,2,1434.0,1.044
ENSG00000253959,2,1436.5,1.0423333333333333
ENSG00000259706,2,1437.0,1.042
ENSG00000234409,2,1439.0,1.0406666666666666
ENSG00000265962,2,1445.0,1.0366666666666666
ENSG00000166573,2,1456.5,1.029
ENSG00000253338,2,1457.5,1.0283333333333333
ENSG00000058404,2,1460.5,1.0263333333333333
ENSG00000211641,2,1461.0,1.026
ENSG00000131797,2,1461.5,1.0256666666666665
ENSG00000228262,2,1461.5,1.0256666666666665
ENSG00000205361,2,1464.5,1.0236666666666667
ENSG00000150783,2,1468.0,1.0213333333333332
ENSG00000241549,2,1471.0,1.0193333333333334
ENSG00000054803,2,1472.0,1.0186666666666668
ENSG00000213432,2,1474.5,1.017
ENSG00000155918,2,1480.0,1.0133333333333332
ENSG00000176153,2,1481.5,1.0123333333333333
ENSG00000254838,2,1485.5,1.0096666666666667
ENSG00000267712,2,1490.5,1.0063333333333333
ENSG00000270813,1,741.0,0.506
ENSG00000239742,1,751.0,0.4993333333333333
ENSG00000233426,1,825.0,0.44999999999999996
ENSG00000239198,1,864.0,0.42400000000000004
ENSG00000233380,1,913.0,0.3913333333333333
ENSG00000242979,1,937.0,0.3753333333333333
ENSG00000210151,1,981.0,0.346
ENSG00000228499,1,987.0,0.34199999999999997
ENSG00000219163,1,1013.0,0.32466666666666666
ENSG00000224451,1,1032.0,0.31200000000000006
ENSG00000283361,1,1063.0,0.29133333333333333
ENSG00000215016,1,1077.0,0.28200000000000003
ENSG00000254884,1,1080.0,0.28
ENSG00000213492,1,1097.0,0.2686666666666667
ENSG00000211693,1,1118.0,0.2546666666666667
ENSG00000242085,1,1120.0,0.2533333333333333
ENSG00000270441,1,1135.0,0.2433333333333333
ENSG00000204173,1,1137.0,0.242
ENSG00000258673,1,1146.0,0.236
ENSG00000283948,1,1148.0,0.2346666666666667
ENSG00000242320,1,1163.0,0.22466666666666668
ENSG00000225246,1,1177.0,0.21533333333333338
ENSG00000204837,1,1179.0,0.21399999999999997
ENSG00000273540,1,1206.0,0.19599999999999995
ENSG00000199883,1,1207.0,0.19533333333333336
ENSG00000240342,1,1221.0,0.18600000000000005
ENSG00000237522,1,1229.0,0.18066666666666664
ENSG00000267717,1,1237.0,0.17533333333333334
ENSG00000161973,1,1249.0,0.16733333333333333
ENSG00000214439,1,1253.0,0.16466666666666663
ENSG00000186235,1,1256.0,0.16266666666666663
ENSG00000282164,1,1258.0,0.16133333333333333
ENSG00000227097,1,1263.0,0.15800000000000003
ENSG00000230409,1,1263.0,0.15800000000000003
ENSG00000156006,1,1264.0,0.15733333333333333
ENSG00000169006,1,1271.0,0.15266666666666662
ENSG00000264229,1,1275.0,0.15000000000000002
ENSG00000236751,1,1275.0,0.15000000000000002
ENSG00000236463,1,1278.0,0.14800000000000002
ENSG00000165588,1,1289.0,0.14066666666666672
ENSG00000197744,1,1290.0,0.14
ENSG00000274588,1,1295.0,0.13666666666666671
ENSG00000173714,1,1295.0,0.13666666666666671
ENSG00000259218,1,1297.0,0.1353333333333333
ENSG00000206605,1,1307.0,0.1286666666666667
ENSG00000214761,1,1309.0,0.1273333333333333
ENSG00000169575,1,1313.0,0.1246666666666667
ENSG00000256424,1,1313.0,0.1246666666666667
ENSG00000238228,1,1320.0,0.12
ENSG00000197938,1,1321.0,0.11933333333333329
ENSG00000232024,1,1326.0,0.11599999999999999
ENSG00000240905,1,1327.0,0.11533333333333329
ENSG00000258469,1,1327.0,0.11533333333333329
ENSG00000245479,1,1328.0,0.1146666666666667
ENSG00000201367,1,1329.0,0.11399999999999999
ENSG00000224358,1,1330.0,0.11333333333333329
ENSG00000200683,1,1331.0,0.11266666666666669
ENSG00000227401,1,1331.0,0.11266666666666669
ENSG00000259717,1,1333.0,0.11133333333333328
ENSG00000243167,1,1334.0,0.11066666666666669
ENSG00000242445,1,1335.0,0.10999999999999999
ENSG00000255323,1,1338.0,0.10799999999999998
ENSG00000222112,1,1338.0,0.10799999999999998
ENSG00000211595,1,1340.0,0.10666666666666669
ENSG00000172746,1,1341.0,0.10599999999999998
ENSG00000259852,1,1342.0,0.10533333333333328
ENSG00000217094,1,1343.0,0.10466666666666669
ENSG00000234145,1,1344.0,0.10399999999999998
ENSG00000231560,1,1345.0,0.10333333333333339
ENSG00000214203,1,1347.0,0.10199999999999998
ENSG00000226251,1,1350.0,0.09999999999999998
ENSG00000230020,1,1351.0,0.09933333333333338
ENSG00000258245,1,1352.0,0.09866666666666668
ENSG00000203321,1,1353.0,0.09799999999999998
ENSG00000216854,1,1353.0,0.09799999999999998
ENSG00000276088,1,1354.0,0.09733333333333338
ENSG00000236764,1,1355.0,0.09666666666666668
ENSG00000235777,1,1356.0,0.09599999999999997
ENSG00000234036,1,1357.0,0.09533333333333338
ENSG00000143194,1,1359.0,0.09399999999999997
ENSG00000259246,1,1360.0,0.09333333333333338
ENSG00000232912,1,1361.0,0.09266666666666667
ENSG00000282933,1,1362.0,0.09199999999999997
ENSG00000262628,1,1365.0,0.08999999999999997
ENSG00000200183,1,1366.0,0.08933333333333338
ENSG00000165621,1,1368.0,0.08799999999999997
ENSG00000159224,1,1371.0,0.08599999999999997
ENSG00000237575,1,1374.0,0.08399999999999996
ENSG00000285373,1,1379.0,0.08066666666666666
ENSG00000267206,1,1382.0,0.07866666666666666
ENSG00000140839,1,1387.0,0.07533333333333336
ENSG00000292337,1,1392.0,0.07199999999999995
ENSG00000164796,1,1393.0,0.07133333333333336
ENSG00000251604,1,1394.0,0.07066666666666666
ENSG00000101441,1,1399.0,0.06733333333333336
ENSG00000234572,1,1400.0,0.06666666666666665
ENSG00000099725,1,1401.0,0.06599999999999995
ENSG00000261520,1,1405.0,0.06333333333333335
ENSG00000228960,1,1408.0,0.06133333333333335
ENSG00000179774,1,1408.0,0.06133333333333335
ENSG00000187733,1,1409.0,0.06066666666666665
ENSG00000232117,1,1414.0,0.05733333333333335
ENSG00000258616,1,1420.0,0.053333333333333344
ENSG00000019186,1,1421.0,0.05266666666666664
ENSG00000213130,1,1424.0,0.05066666666666664
ENSG00000188451,1,1424.0,0.05066666666666664
ENSG00000173702,1,1425.0,0.050000000000000044
ENSG00000233913,1,1431.0,0.04600000000000004
ENSG00000118520,1,1436.0,0.04266666666666663
ENSG00000163207,1,1440.0,0.040000000000000036
ENSG00000240767,1,1443.0,0.038000000000000034
ENSG00000101883,1,1445.0,0.036666666666666625
ENSG00000240132,1,1447.0,0.03533333333333333
ENSG00000134339,1,1447.0,0.03533333333333333
ENSG00000231663,1,1448.0,0.03466666666666662
ENSG00000243519,1,1449.0,0.03400000000000003
ENSG00000237082,1,1450.0,0.033333333333333326
ENSG00000124224,1,1450.0,0.033333333333333326
ENSG00000169550,1,1451.0,0.03266666666666662
ENSG00000182841,1,1453.0,0.031333333333333324
ENSG00000159723,1,1454.0,0.03066666666666662
ENSG00000225511,1,1454.0,0.03066666666666662
ENSG00000101280,1,1454.0,0.03066666666666662
ENSG00000279636,1,1456.0,0.029333333333333322
ENSG00000170523,1,1456.0,0.029333333333333322
ENSG00000231090,1,1462.0,0.02533333333333332
ENSG00000223692,1,1465.0,0.023333333333333317
ENSG00000254418,1,1466.0,0.022666666666666613
ENSG00000181847,1,1468.0,0.021333333333333315
ENSG00000257718,1,1468.0,0.021333333333333315
ENSG00000229948,1,1471.0,0.019333333333333313
ENSG00000104499,1,1472.0,0.01866666666666672
ENSG00000084734,1,1473.0,0.018000000000000016
ENSG00000232439,1,1475.0,0.01666666666666672
ENSG00000118849,1,1479.0,0.014000000000000012
ENSG00000146674,1,1481.0,0.012666666666666715
ENSG00000224081,1,1481.0,0.012666666666666715
ENSG00000224861,1,1483.0,0.011333333333333306
ENSG00000104435,1,1484.0,0.010666666666666713
ENSG00000241735,1,1484.0,0.010666666666666713
ENSG00000136689,1,1487.0,0.008666666666666711
ENSG00000233747,1,1489.0,0.007333333333333303
ENSG00000242170,1,1489.0,0.007333333333333303
ENSG00000060303,1,1491.0,0.006000000000000005
ENSG00000225940,1,1493.0,0.004666666666666708
ENSG00000199874,1,1494.0,0.0040000000000000036
ENSG00000131097,1,1496.0,0.002666666666666706
ENSG00000261097,1,1496.0,0.002666666666666706
ENSG00000166592,1,1497.0,0.0020000000000000018
ENSG00000204175,1,1499.0,0.0006666666666667043
