gene,freq,mean_rank,score,symbol
ENSG00000258469,1,1327.0,0.1153333333333332,CHMP4BP1
ENSG00000245479,1,1328.0,0.1146666666666667,LINC01585
ENSG00000201367,1,1329.0,0.1139999999999999,RNU6-522P
ENSG00000224358,1,1330.0,0.1133333333333332,TMCO1-AS1
ENSG00000200683,1,1331.0,0.1126666666666666,RNU6-379P
ENSG00000227401,1,1331.0,0.1126666666666666,RPL37P1
ENSG00000259717,1,1333.0,0.1113333333333332,LINC00677
ENSG00000243167,1,1334.0,0.1106666666666666,RPS10P28
ENSG00000242445,1,1335.0,0.1099999999999999,RPL7AP11
ENSG00000255323,1,1338.0,0.1079999999999999,LINC01495
ENSG00000222112,1,1338.0,0.1079999999999999,RN7SKP16
ENSG00000211595,1,1340.0,0.1066666666666666,IGKJ3
ENSG00000172746,1,1341.0,0.1059999999999999,RPL12P13
ENSG00000259852,1,1342.0,0.1053333333333332,IGHV1OR16-2
ENSG00000217094,1,1343.0,0.1046666666666666,PPIAP31
ENSG00000234145,1,1344.0,0.1039999999999999,NAP1L4P3
ENSG00000231560,1,1345.0,0.1033333333333333,CLEC12A-AS1
ENSG00000214203,1,1347.0,0.1019999999999999,RPS4XP1
ENSG00000226251,1,1350.0,0.0999999999999999,LINC02608
ENSG00000230020,1,1351.0,0.0993333333333333,NHS-AS1
ENSG00000258245,1,1352.0,0.0986666666666666,RPL10P13
ENSG00000203321,1,1353.0,0.0979999999999999,CARNMT1-AS1
ENSG00000216854,1,1353.0,0.0979999999999999,RPL17P26
ENSG00000276088,1,1354.0,0.0973333333333333,RN7SL620P
ENSG00000236764,1,1355.0,0.0966666666666666,COX7A2P2
ENSG00000235777,1,1356.0,0.0959999999999999,DPYD-AS2
ENSG00000234036,1,1357.0,0.0953333333333333,TXNP6
ENSG00000143194,1,1359.0,0.0939999999999999,MAEL
ENSG00000259246,1,1360.0,0.0933333333333333,HMGN2P47
ENSG00000232912,1,1361.0,0.0926666666666666,RERE-AS1
ENSG00000282933,1,1362.0,0.0919999999999999,RHOXF1P3
ENSG00000262628,1,1365.0,0.0899999999999999,OR1D5
ENSG00000200183,1,1366.0,0.0893333333333333,RNU6-238P
ENSG00000165621,1,1368.0,0.0879999999999999,OXGR1
ENSG00000159224,1,1371.0,0.0859999999999999,GIP
ENSG00000237575,1,1374.0,0.0839999999999999,PYY2
ENSG00000285373,1,1379.0,0.0806666666666666,LINC02478
ENSG00000267206,1,1382.0,0.0786666666666666,LCN6
ENSG00000140839,1,1387.0,0.0753333333333333,CLEC18B
ENSG00000292337,1,1392.0,0.0719999999999999,DHRSX-IT1
ENSG00000164796,1,1393.0,0.0713333333333333,CSMD3
ENSG00000251604,1,1394.0,0.0706666666666666,LINC01385
ENSG00000101441,1,1399.0,0.0673333333333333,CST4
ENSG00000234572,1,1400.0,0.0666666666666666,LINC01800
ENSG00000099725,1,1401.0,0.0659999999999999,PRKY
ENSG00000261520,1,1405.0,0.0633333333333333,DLGAP1-AS5
ENSG00000228960,1,1408.0,0.0613333333333333,OR2A9P
ENSG00000179774,1,1408.0,0.0613333333333333,ATOH7
ENSG00000187733,1,1409.0,0.0606666666666666,AMY1C
ENSG00000232117,1,1414.0,0.0573333333333333,LINC00384
ENSG00000258616,1,1420.0,0.0533333333333333,LINC02303
ENSG00000019186,1,1421.0,0.0526666666666666,CYP24A1
ENSG00000213130,1,1424.0,0.0506666666666666,EEF1DP5
ENSG00000188451,1,1424.0,0.0506666666666666,SRP72P2
ENSG00000173702,1,1425.0,0.05,MUC13
ENSG00000233913,1,1431.0,0.046,RPL10P9
ENSG00000118520,1,1436.0,0.0426666666666666,ARG1
ENSG00000163207,1,1440.0,0.04,IVL
ENSG00000240767,1,1443.0,0.038,RN7SL288P
ENSG00000101883,1,1445.0,0.0366666666666666,RHOXF1
ENSG00000240132,1,1447.0,0.0353333333333333,ETF1P2
ENSG00000134339,1,1447.0,0.0353333333333333,SAA2
ENSG00000231663,1,1448.0,0.0346666666666666,COA6-AS1
ENSG00000243519,1,1449.0,0.034,IGLVIVOR22-2
ENSG00000237082,1,1450.0,0.0333333333333333,COX5BP6
ENSG00000124224,1,1450.0,0.0333333333333333,PPP4R1L
ENSG00000169550,1,1451.0,0.0326666666666666,MUC15
ENSG00000182841,1,1453.0,0.0313333333333333,RRP7BP
ENSG00000159723,1,1454.0,0.0306666666666666,AGRP
ENSG00000225511,1,1454.0,0.0306666666666666,LINC00475
ENSG00000101280,1,1454.0,0.0306666666666666,ANGPT4
ENSG00000279636,1,1456.0,0.0293333333333333,LINC00216
ENSG00000170523,1,1456.0,0.0293333333333333,KRT83
ENSG00000231090,1,1462.0,0.0253333333333333,MIR4422HG
ENSG00000223692,1,1465.0,0.0233333333333333,DIP2A-IT1
ENSG00000254418,1,1466.0,0.0226666666666666,SPON1-AS1
ENSG00000181847,1,1468.0,0.0213333333333333,TIGIT
ENSG00000257718,1,1468.0,0.0213333333333333,CPNE8-AS1
ENSG00000229948,1,1471.0,0.0193333333333333,B3GALNT1P1
ENSG00000104499,1,1472.0,0.0186666666666667,GML
ENSG00000084734,1,1473.0,0.018,GCKR
ENSG00000232439,1,1475.0,0.0166666666666667,RPL18AP7
ENSG00000118849,1,1479.0,0.014,RARRES1
ENSG00000146674,1,1481.0,0.0126666666666667,IGFBP3
ENSG00000224081,1,1481.0,0.0126666666666667,SLC44A3-AS1
ENSG00000224861,1,1483.0,0.0113333333333333,YBX1P1
ENSG00000104435,1,1484.0,0.0106666666666667,STMN2
ENSG00000241735,1,1484.0,0.0106666666666667,FABP5P3
ENSG00000136689,1,1487.0,0.0086666666666667,IL1RN
ENSG00000233747,1,1489.0,0.0073333333333333,RPL36AP13
ENSG00000242170,1,1489.0,0.0073333333333333,RN7SL329P
ENSG00000060303,1,1491.0,0.006,RPS17P5
ENSG00000225940,1,1493.0,0.0046666666666667,C5orf67
ENSG00000199874,1,1494.0,0.004,RNA5SP452
ENSG00000131097,1,1496.0,0.0026666666666667,HIGD1B
ENSG00000261097,1,1496.0,0.0026666666666667,LINC00563
ENSG00000166592,1,1497.0,0.002,RRAD
ENSG00000204175,1,1499.0,0.0006666666666667,GPRIN2
