gene_symbol,DE_Immune,DE_Malignant,HVG,SpaPROS,scGeneFit,RandomForest,methods_count
CXCL16,0,0,0,0,0,0,0
LAIR1,0,0,0,0,0,0,0
IL35,0,0,0,0,0,0,0
TNFSF1,0,0,0,0,0,0,0
TGFB1,0,0,0,0,0,0,0
CCL9,0,0,0,0,0,0,0
TNFRSF15,0,0,0,0,0,0,0
IL19,0,0,0,0,0,0,0
E2F1,0,0,0,0,0,0,0
AKT1S1,0,0,0,0,0,0,0
NOTCH1,0,0,0,0,0,0,0
RET,0,0,0,0,0,0,0
RPTOR,0,0,0,0,0,0,0
DVL2,0,0,0,0,0,0,0
DVL3,0,0,0,0,0,0,0
GAB1,0,0,0,0,0,0,0
RAF1,0,0,0,0,0,0,0
WNT2,0,0,0,0,0,0,0
MET,0,0,0,0,0,0,0
RB1,0,0,0,0,0,0,0
GLI1,0,0,0,0,0,0,0
PORCN,0,0,0,0,0,0,0
MAPK12,0,0,0,0,0,0,0
PIK3CD,0,0,0,0,0,0,0
AKT1,0,0,0,0,0,0,0
STAT5A,0,0,0,0,0,0,0
TYK2,0,0,0,0,0,0,0
FZD9,0,0,0,0,0,0,0
FZD4,0,0,0,0,0,0,0
PDGFRB,0,0,0,0,0,0,0
FLT3,0,0,0,0,0,0,0
JAG2,0,0,0,0,0,0,0
CDKN2A,0,0,0,0,0,0,0
DLL1,0,0,0,0,0,0,0
TCF7L2,0,0,0,0,0,0,0
HEY2,0,0,0,0,0,0,0
NTRK2,0,0,0,0,0,0,0
EPHB2,0,0,0,0,0,0,0
HEY1,0,0,0,0,0,0,0
GLI3,0,0,0,0,0,0,0
TGFB2,0,0,0,0,0,0,0
TSC1,0,0,0,0,0,0,0
WNT7B,0,0,0,0,0,0,0
JAK1,0,0,0,0,0,0,0
WNT4,0,0,0,0,0,0,0
STAT6,0,0,0,0,0,0,0
RHEB,0,0,0,0,0,0,0
TP53,0,0,0,0,0,0,0
E2F2,0,0,0,0,0,0,0
MAPK10,0,0,0,0,0,0,0
IGF1R,0,0,0,0,0,0,0
SMAD3,0,0,0,0,0,0,0
MAP2K4,0,0,0,0,0,0,0
NOTCH4,0,0,0,0,0,0,0
EIF4EBP1,0,0,0,0,0,0,0
WNT3,0,0,0,0,0,0,0
AKT2,0,0,0,0,0,0,0
FZD10,0,0,0,0,0,0,0
SMO,0,0,0,0,0,0,0
CCND1,0,0,0,0,0,0,0
DVL1,0,0,0,0,0,0,0
ERBB4,0,0,0,0,0,0,0
HES1,0,0,0,0,0,0,0
JAK3,0,0,0,0,0,0,0
DUSP6,0,0,0,0,0,0,0
PTEN,0,0,0,0,0,0,0
FGFR4,0,0,0,0,0,0,0
STAT2,0,0,0,0,0,0,0
SOS1,0,0,0,0,0,0,0
SMAD2,0,0,0,0,0,0,0
SMAD7,0,0,0,0,0,0,0
WNT5A,0,0,0,0,0,0,0
TERT,0,0,0,0,0,0,0
WNT5B,0,0,0,0,0,0,0
PTPN11,0,0,0,0,0,0,0
JAG1,0,0,0,0,0,0,0
SOCS3,0,0,0,0,0,0,0
NOTCH3,0,0,0,0,0,0,0
NTRK1,0,0,0,0,0,0,0
FZD8,0,0,0,0,0,0,0
NOTCH2,0,0,0,0,0,0,0
E2F3,0,0,0,0,0,0,0
NRAS,0,0,0,0,0,0,0
EGFR,0,0,0,0,0,0,0
CCNE1,0,0,0,0,0,0,0
MAPK11,0,0,0,0,0,0,0
CTNNB1,0,0,0,0,0,0,0
PTCH1,0,0,0,0,0,0,0
APC,0,0,0,0,0,0,0
SOCS1,0,0,0,0,0,0,0
EIF4E,0,0,0,0,0,0,0
ERBB2,0,0,0,0,0,0,0
PDPK1,0,0,0,0,0,0,0
PDGFRA,0,0,0,0,0,0,0
MAP2K2,0,0,0,0,0,0,0
CCND3,0,0,0,0,0,0,0
FZD3,0,0,0,0,0,0,0
MAP2K6,0,0,0,0,0,0,0
RICTOR,0,0,0,0,0,0,0
AXIN1,0,0,0,0,0,0,0
STAT3,0,0,0,0,0,0,0
MAPK13,0,0,0,0,0,0,0
FLT4,0,0,0,0,0,0,0
BRAF,0,0,0,0,0,0,0
MAPK8,0,0,0,0,0,0,0
MDM2,0,0,0,0,0,0,0
AKT3,0,0,0,0,0,0,0
FZD5,0,0,0,0,0,0,0
MAPK1,0,0,0,0,0,0,0
FZD1,0,0,0,0,0,0,0
FOXO1,0,0,0,0,0,0,0
FRAT1,0,0,0,0,0,0,0
TGFBR1,0,0,0,0,0,0,0
APC2,0,0,0,0,0,0,0
FZD2,0,0,0,0,0,0,0
FOXO3,0,0,0,0,0,0,0
IRS2,0,0,0,0,0,0,0
LRP5,0,0,0,0,0,0,0
MAP2K7,0,0,0,0,0,0,0
SMAD4,0,0,0,0,0,0,0
PIK3R1,0,0,0,0,0,0,0
CCND2,0,0,0,0,0,0,0
GSK3B,0,0,0,0,0,0,0
JAK2,0,0,0,0,0,0,0
STAT4,0,0,0,0,0,0,0
KRAS,0,0,0,0,0,0,0
AXIN2,0,0,0,0,0,0,0
CCNE2,0,0,0,0,0,0,0
STAT5B,0,0,0,0,0,0,0
FOXO4,0,0,0,0,0,0,0
SOS2,0,0,0,0,0,0,0
AXL,0,0,0,0,0,0,0
FLT1,0,0,0,0,0,0,0
MYCN,0,0,0,0,0,0,0
TGFBR2,0,0,0,0,0,0,0
SOX2,0,0,0,0,0,0,0
EPHA2,0,0,0,0,0,0,0
SPRY2,0,0,0,0,0,0,0
FGFR3,0,0,0,0,0,0,0
STAT1,0,0,0,0,0,0,0
PIK3R2,0,0,0,0,0,0,0
DLL3,0,0,0,0,0,0,0
TGFB3,0,0,0,0,0,0,0
ERBB3,0,0,0,0,0,0,0
FGFR2,0,0,0,0,0,0,0
PIK3CA,0,0,0,0,0,0,0
MYC,0,0,0,0,0,0,0
MAPK14,0,0,0,0,0,0,0
HRAS,0,0,0,0,0,0,0
GLI2,0,0,0,0,0,0,0
FGFR1,0,0,0,0,0,0,0
LRP6,0,0,0,0,0,0,0
FZD7,0,0,0,0,0,0,0
NTRK3,0,0,0,0,0,0,0
PIK3CB,0,0,0,0,0,0,0
DLL4,0,0,0,0,0,0,0
KIT,0,0,0,0,0,0,0
RASA1,0,0,0,0,0,0,0
PIK3CG,0,0,0,0,0,0,0
SHC1,0,0,0,0,0,0,0
PIK3R3,0,0,0,0,0,0,0
MTOR,0,0,0,0,0,0,0
TSC2,0,0,0,0,0,0,0
GRB2,0,0,0,0,0,0,0
MAPK3,0,0,0,0,0,0,0
FZD6,0,0,0,0,0,0,0
MAPK9,0,0,0,0,0,0,0
MAP2K3,0,0,0,0,0,0,0
IRS1,0,0,0,0,0,0,0
EPHA4,0,0,0,0,0,0,0
MAP2K1,0,0,0,0,0,0,0
RAD52,0,0,0,0,0,0,0
HSP90B1,0,0,0,0,0,0,0
CDK4,0,0,0,0,0,0,0
ATF3,0,0,0,0,0,0,0
CCNB1,0,0,0,0,0,0,0
MKI67,0,0,0,0,0,0,0
XRCC5,0,0,0,0,0,0,0
MCM5,0,0,0,0,0,0,0
LIG1,0,0,0,0,0,0,0
HSPA1B,0,0,0,0,0,0,0
ORC5,0,0,0,0,0,0,0
XRCC4,0,0,0,0,0,0,0
CHEK1,0,0,0,0,0,0,0
MDC1,0,0,0,0,0,0,0
RAD1,0,0,0,0,0,0,0
AURKB,0,0,0,0,0,0,0
PPP1R15A,0,0,0,0,0,0,0
MCM2,0,0,0,0,0,0,0
RAD51,0,0,0,0,0,0,0
PRKDC,0,0,0,0,0,0,0
MRE11A,0,0,0,0,0,0,0
PARP2,0,0,0,0,0,0,0
CHEK2,0,0,0,0,0,0,0
NFE2L2,0,0,0,0,0,0,0
HSPB8,0,0,0,0,0,0,0
BRIP1,0,0,0,0,0,0,0
CCNA1,0,0,0,0,0,0,0
HSPH1,0,0,0,0,0,0,0
PMS2,0,0,0,0,0,0,0
TOP2A,0,0,0,0,0,0,0
CCNA2,0,0,0,0,0,0,0
DDIT3,0,0,0,0,0,0,0
CDT1,0,0,0,0,0,0,0
ATF6,0,0,0,0,0,0,0
XRCC2,0,0,0,0,0,0,0
CDK1,0,0,0,0,0,0,0
RAD54L,0,0,0,0,0,0,0
LIG4,0,0,0,0,0,0,0
PPP1R15B,0,0,0,0,0,0,0
POLK,0,0,0,0,0,0,0
CDC6,0,0,0,0,0,0,0
XRCC3,0,0,0,0,0,0,0
ATM,0,0,0,0,0,0,0
ORC6,0,0,0,0,0,0,0
ORC3,0,0,0,0,0,0,0
AURKA,0,0,0,0,0,0,0
RPA2,0,0,0,0,0,0,0
POLH,0,0,0,0,0,0,0
BRCA1,0,0,0,0,0,0,0
MLH1,0,0,0,0,0,0,0
LIG3,0,0,0,0,0,0,0
ATF4,0,0,0,0,0,0,0
MSH2,0,0,0,0,0,0,0
HUS1,0,0,0,0,0,0,0
XRCC1,0,0,0,0,0,0,0
CDK6,0,0,0,0,0,0,0
BUB1B,0,0,0,0,0,0,0
ATR,0,0,0,0,0,0,0
FOSB,0,0,0,0,0,0,0
RAD50,0,0,0,0,0,0,0
FANCD2,0,0,0,0,0,0,0
RPA1,0,0,0,0,0,0,0
MCM7,0,0,0,0,0,0,0
PCNA,0,0,0,0,0,0,0
H2AFX,0,0,0,0,0,0,0
CCNB2,0,0,0,0,0,0,0
HIF1A,0,0,0,0,0,0,0
RAD17,0,0,0,0,0,0,0
ORC4,0,0,0,0,0,0,0
MSH6,0,0,0,0,0,0,0
CDKN1A,0,0,0,0,0,0,0
HSF1,0,0,0,0,0,0,0
CDK2,0,0,0,0,0,0,0
BUB1,0,0,0,0,0,0,0
ORC2,0,0,0,0,0,0,0
PARP1,0,0,0,0,0,0,0
ORC1,0,0,0,0,0,0,0
EXO1,0,0,0,0,0,0,0
PLK1,0,0,0,0,0,0,0
POLQ,0,0,0,0,0,0,0
MCM6,0,0,0,0,0,0,0
MCM4,0,0,0,0,0,0,0
BRCA2,0,0,0,0,0,0,0
CDC7,0,0,0,0,0,0,0
HSPB2,0,0,0,0,0,0,0
MCM3,0,0,0,0,0,0,0
ITGA3,0,0,0,0,0,0,0
EGLN2,0,0,0,0,0,0,0
ITGB3,0,0,0,0,0,0,0
LDHA,0,0,0,0,0,0,0
MUC1,0,0,0,0,0,0,0
VEGFB,0,0,0,0,0,0,0
ZEB2,0,0,0,0,0,0,0
LAMC1,0,0,0,0,0,0,0
LAMA4,0,0,0,0,0,0,0
EGLN1,0,0,0,0,0,0,0
TIMP2,0,0,0,0,0,0,0
VEGFC,0,0,0,0,0,0,0
PGF,0,0,0,0,0,0,0
MMP14,0,0,0,0,0,0,0
LAMA2,0,0,0,0,0,0,0
P4HA2,0,0,0,0,0,0,0
ITGA2,0,0,0,0,0,0,0
TWIST2,0,0,0,0,0,0,0
KRT20,0,0,0,0,0,0,0
CDH2,0,0,0,0,0,0,0
LAMB1,0,0,0,0,0,0,0
LOXL2,0,0,0,0,0,0,0
ITGA5,0,0,0,0,0,0,0
ITGB5,0,0,0,0,0,0,0
ZEB1,0,0,0,0,0,0,0
ITGA1,0,0,0,0,0,0,0
TEK,0,0,0,0,0,0,0
TWIST1,0,0,0,0,0,0,0
VEGFA,0,0,0,0,0,0,0
EPCAM,0,0,0,0,0,0,0
PDGFA,0,0,0,0,0,0,0
P4HA1,0,0,0,0,0,0,0
PDK3,0,0,0,0,0,0,0
PDGFB,0,0,0,0,0,0,0
ANGPT1,0,0,0,0,0,0,0
CDH1,0,0,0,0,0,0,0
SNAI1,0,0,0,0,0,0,0
PDK1,0,0,0,0,0,0,0
ITGAV,0,0,0,0,0,0,0
EGLN3,0,0,0,0,0,0,0
P4HB,0,0,0,0,0,0,0
ENTPD1,0,0,0,0,0,0,0
NT5E,0,0,0,0,0,0,0
ICOSLG,0,0,0,0,0,0,0
CLEC4C,0,0,0,0,0,0,0
