gene_symbol,ensembl_id_x,category_major,category_minor,methods_present,aggregate_rank,aggregate_score,bio_relevance_score_0to5,rationale_short,spatial_suitability,pct_expr,mean_expr,gini_proxy,ensembl_id_y,aggregate_score_y,DE_Immune,DE_Malignant,HVG,SpaPROS,scGeneFit,RandomForest,methods_count
RARRES1,ENSG00000118849,Other,Other,,110.0,14.702100048693842,0.97777469511596,High-ranking informative gene,Yes,7.289129378183475,0.1159700769182756,1.5113452739828228,ENSG00000118849,14.702100048693842,0,0,0,0,0,0,0
LINC01320,ENSG00000228262,Other,Other,,111.0,14.660276193050512,0.716668477954741,High-ranking informative gene,Yes,1.68089655308043,0.0169360689340733,0.2932761922723222,ENSG00000228262,14.660276193050512,0,0,0,0,0,0,0
SRGN,ENSG00000122862,Other,Other,,112.0,13.803397951088227,2.9856113124061343,High-ranking informative gene,Yes,57.50503594696874,1.6068125031752842,0.7298866094017536,ENSG00000122862,13.803397951088227,0,0,0,0,0,0,0
LAPTM5,ENSG00000162511,Other,Other,,113.0,13.739897173504618,2.698690163385289,High-ranking informative gene,Yes,51.83021905315769,1.148710591873164,1.5815886049760155,ENSG00000162511,13.739897173504618,0,0,0,0,0,0,0
TMSB4X,ENSG00000205542,Other,Other,,114.0,13.644289975391644,4.721863420801938,High-ranking informative gene,Yes,91.82870194779473,3.753066198352178,0.8649931919092774,ENSG00000205542,13.644289975391644,0,0,0,0,0,0,0
CD74,ENSG00000019582,Immune_lineage_state,Immune_other,,115.0,13.596764558891516,5.0,Immune other marker,Yes,73.93303946440561,2.4076942385370934,4.843584607772237,ENSG00000019582,13.596764558891516,0,0,0,0,0,0,0
CORO1A,ENSG00000102879,Other,Other,,116.0,13.583450219463636,2.490774477755261,High-ranking informative gene,Yes,46.81000502892334,0.9837986996525984,1.8735526755706204,ENSG00000102879,13.583450219463636,0,0,0,0,0,0,0
COL6A2,ENSG00000142173,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,117.0,13.572108876186569,2.059845568848496,ECM Fibroblast,Yes,16.010237651745655,0.3686041900910864,0.1599595703681304,ENSG00000142173,13.572108876186569,0,0,0,0,0,0,0
S100A4,ENSG00000196154,Other,Other,,118.0,13.55949959460698,3.0200812247335267,High-ranking informative gene,Yes,60.26729148931986,1.4949869908096396,0.3537697066504639,ENSG00000196154,13.55949959460698,0,0,0,0,0,0,0
CD52,ENSG00000169442,Other,Other,,119.0,13.545138157479052,2.468767911027013,High-ranking informative gene,Yes,46.28857029676266,1.101101747593055,0.920655302765676,ENSG00000169442,13.545138157479052,0,0,0,0,0,0,0
COL6A1,ENSG00000142156,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,120.0,13.509754878208774,2.0168046561844992,ECM Fibroblast,Yes,15.17498686580079,0.3168531718508027,0.2089858502339587,ENSG00000142156,13.509754878208774,0,0,0,0,0,0,0
CXCR4,ENSG00000121966,Cytokines_Chemokines_Checkpoints,Chemokine_receptor,,121.0,13.506789744821791,3.710931637312208,Chemokine receptor,Yes,45.623853391432846,1.0747724782734915,1.888524128551768,ENSG00000121966,13.506789744821791,0,0,0,0,0,0,0
IL32,ENSG00000008517,Cytokines_Chemokines_Checkpoints,Cytokine,,122.0,13.493243032521493,3.918452182454628,Cytokine,Yes,51.03767197372599,1.288596032741603,1.0785620927387265,ENSG00000008517,13.493243032521493,0,0,0,0,0,0,0
RACK1,ENSG00000204628,Other,Other,,123.0,13.474893008383276,3.388760169854804,High-ranking informative gene,Yes,67.09932264054997,1.964019164981749,0.73813929468599,ENSG00000204628,13.474893008383276,0,0,0,0,0,0,0
IGFBP7,ENSG00000163453,Other,Other,,124.0,13.47384603621286,1.4722263088666518,High-ranking informative gene,Yes,21.13074919719841,0.5577707475276309,0.6506715875755689,ENSG00000163453,13.47384603621286,0,0,0,0,0,0,0
AZGP1,ENSG00000160862,Other,Other,,125.0,13.470036785081009,1.1007037358329643,High-ranking informative gene,Yes,12.488305646160455,0.2803067219382026,0.4411163088776526,ENSG00000160862,13.470036785081009,0,0,0,0,0,0,0
COL6A3,ENSG00000163359,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,126.0,13.458125391998484,2.1921276552804896,ECM Fibroblast,Yes,20.22919528798313,0.3540066811801974,0.2200028923707171,ENSG00000163359,13.458125391998484,0,0,0,0,0,0,0
KRT7,ENSG00000135480,Hypoxia_Angiogenesis_EMT_ECM_Vascular,EMT_Epithelial,,127.0,13.454441216003634,1.917208573751336,EMT Epithelial,Yes,12.597312475944053,0.2512549730307215,0.3765386723335507,ENSG00000135480,13.454441216003634,0,0,0,0,0,0,0
IGFBP4,ENSG00000141753,Other,Other,,128.0,13.441305825444232,1.5284080870271517,High-ranking informative gene,Yes,24.19333541232957,0.4697971291257656,0.1633087473495415,ENSG00000141753,13.441305825444232,0,0,0,0,0,0,0
CST3,ENSG00000101439,Other,Other,,129.0,13.432322424114297,2.268680482012428,High-ranking informative gene,Yes,41.319769287606654,1.0743545079222734,0.297681474879567,ENSG00000101439,13.432322424114297,0,0,0,0,0,0,0
MT-RNR2,,Other,Other,,,13.428744715986529,,,,,,,,,0,0,0,0,0,0,0
S100A14,ENSG00000189334,Other,Other,,131.0,13.425568345081606,1.015530909905987,High-ranking informative gene,Yes,10.920630104427415,0.209460289428959,0.1386762614154718,ENSG00000189334,13.425568345081606,0,0,0,0,0,0,0
TRBC2,ENSG00000211772,Immune_lineage_state,T_cell_receptor_complex,,132.0,13.421343801723584,3.1360723363971434,T cell receptor complex marker,Yes,35.347712120829016,0.7226830499032104,2.0098107729672647,ENSG00000211772,13.421343801723584,0,0,0,0,0,0,0
RARRES2,ENSG00000106538,Other,Other,,133.0,13.41764837879628,1.106057786696938,High-ranking informative gene,Yes,12.31355758398162,0.2723635611698745,0.8529038849230717,ENSG00000106538,13.41764837879628,0,0,0,0,0,0,0
MGP,ENSG00000111341,Other,Other,,134.0,13.416937605317178,1.9426924928953937,High-ranking informative gene,Yes,30.391272710926813,0.8952575533403919,2.549831704113448,ENSG00000111341,13.416937605317178,0,0,0,0,0,0,0
TSC22D3,ENSG00000157514,Other,Other,,135.0,13.397055537376689,2.8610915414935443,High-ranking informative gene,Yes,57.48874111158872,1.1581562332643012,1.271723072139357,ENSG00000157514,13.397055537376689,0,0,0,0,0,0,0
HLA-DRB5,ENSG00000198502,Other,Other,,136.0,13.395816294572432,2.0697189658138297,High-ranking informative gene,Yes,37.20813280852726,0.837373837916248,0.4336335044244209,ENSG00000198502,13.395816294572432,0,0,0,0,0,0,0
S100B,ENSG00000160307,Other,Other,,137.0,13.395005586229647,1.093396836985127,High-ranking informative gene,Yes,8.328065606378587,0.1776888871116018,4.703945324180991,ENSG00000160307,13.395005586229647,0,0,0,0,0,0,0
MMP2,ENSG00000087245,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,138.0,13.392649145018868,1.89804237501864,ECM Fibroblast,Yes,11.383628185570087,0.2361804294564789,1.108237271670747,ENSG00000087245,13.392649145018868,0,0,0,0,0,0,0
LCK,ENSG00000182866,Other,Other,,139.0,13.388171303948,1.7654889871259327,High-ranking informative gene,Yes,29.24276776207293,0.5160601178956638,1.735878404403632,ENSG00000182866,13.388171303948,0,0,0,0,0,0,0
IFITM1,ENSG00000185885,Other,Other,,140.0,13.385825644396576,3.070587037741699,High-ranking informative gene,Yes,61.40540145698304,1.4935886491708352,0.9060494793509004,ENSG00000185885,13.385825644396576,0,0,0,0,0,0,0
RGS1,ENSG00000090104,Other,Other,,141.0,13.381997225209997,1.972924231225948,High-ranking informative gene,Yes,33.13105261827101,0.7033619578919464,2.4344356804035105,ENSG00000090104,13.381997225209997,0,0,0,0,0,0,0
BTG1,ENSG00000133639,Other,Other,,142.0,13.375152785696448,3.491222850561868,High-ranking informative gene,Yes,72.67018972245401,1.766770610531739,0.1818995989681341,ENSG00000133639,13.375152785696448,0,0,0,0,0,0,0
ATP5F1E,ENSG00000124172,Other,Other,,143.0,13.365605739907512,3.128446247108097,High-ranking informative gene,Yes,63.205418875600174,1.6074884325803267,0.0443893946742443,ENSG00000124172,13.365605739907512,0,0,0,0,0,0,0
TRAC,ENSG00000277734,Immune_lineage_state,T_cell_receptor_complex,,144.0,13.357868392424104,2.762734150510988,T cell receptor complex marker,Yes,26.48304072866009,0.456788155005254,1.9283197284072928,ENSG00000277734,13.357868392424104,0,0,0,0,0,0,0
CTSK,ENSG00000143387,Other,Other,,145.0,13.347660207311655,1.110868941295628,High-ranking informative gene,Yes,11.421274874206674,0.237043509371565,2.096009247282105,ENSG00000143387,13.347660207311655,0,0,0,0,0,0,0
ZFP36L2,ENSG00000152518,Other,Other,,146.0,13.343384151151245,3.2321631927341072,High-ranking informative gene,Yes,67.04313355303266,1.507893437392037,0.2088912706341321,ENSG00000152518,13.343384151151245,0,0,0,0,0,0,0
PMEL,ENSG00000185664,Other,Other,,147.0,13.342012024987554,1.0021916496593353,High-ranking informative gene,Yes,4.038871610744479,0.123450921602783,6.488666360706811,ENSG00000185664,13.342012024987554,0,0,0,0,0,0,0
KRT15,ENSG00000171346,Malignant_lineage,Epithelial_malignant,,149.0,13.3270288293736,0.892708735900839,High-ranking informative gene,Yes,7.3478469746390545,0.1460229202052914,0.5923159390127878,ENSG00000171346,13.3270288293736,0,0,0,0,0,0,0
ZFP36,ENSG00000128016,Other,Other,,150.0,13.324305339750367,3.065641503297781,High-ranking informative gene,Yes,62.63425680098668,1.4021835703969454,0.4605390138963641,ENSG00000128016,13.324305339750367,0,0,0,0,0,0,0
SLPI,ENSG00000124107,Other,Other,,151.0,13.313399166172692,0.9032279690752404,High-ranking informative gene,Yes,7.214959782660614,0.1514418128332698,0.9595475742687216,ENSG00000124107,13.313399166172692,0,0,0,0,0,0,0
GIMAP7,ENSG00000179144,Other,Other,,152.0,13.303764835008796,1.6824898631240714,High-ranking informative gene,Yes,27.5995178976291,0.4779280255075961,1.35943971196654,ENSG00000179144,13.303764835008796,0,0,0,0,0,0,0
MDK,ENSG00000110492,Other,Other,,153.0,13.30352554290533,1.4736503932094756,High-ranking informative gene,Yes,22.56975172851681,0.4002037087386856,0.8074454710438927,ENSG00000110492,13.30352554290533,0,0,0,0,0,0,0
MYL9,ENSG00000101335,Other,Other,,154.0,13.301224246438151,1.280655527593328,High-ranking informative gene,Yes,17.852958776875937,0.3552824790653912,0.1594971270507087,ENSG00000101335,13.301224246438151,0,0,0,0,0,0,0
DUSP2,ENSG00000158050,Other,Other,,155.0,13.297818645851075,1.96614708876694,High-ranking informative gene,Yes,34.31551858313597,0.7341475214599805,1.0984023603277064,ENSG00000158050,13.297818645851075,0,0,0,0,0,0,0
POSTN,ENSG00000133110,Other,Other,,156.0,13.293758164255678,1.017849176495251,High-ranking informative gene,Yes,9.322612455435037,0.2162696443220654,1.6868043785212783,ENSG00000133110,13.293758164255678,0,0,0,0,0,0,0
TFF3,ENSG00000160180,Other,Other,,157.0,13.291716160703793,1.0362440540157782,High-ranking informative gene,Yes,8.617158461655166,0.2393183409948655,2.613095484733472,ENSG00000160180,13.291716160703793,0,0,0,0,0,0,0
SERPINE2,ENSG00000135919,Other,Other,,158.0,13.282477110093971,1.1560218209154296,High-ranking informative gene,Yes,11.990189385319482,0.2167964629832,3.015397376002108,ENSG00000135919,13.282477110093971,0,0,0,0,0,0,0
TIMP1,ENSG00000102265,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,159.0,13.277291535281025,3.0471865663960704,ECM Fibroblast,Yes,39.41945434777112,0.7926401035081806,3.0130389574952314,ENSG00000102265,13.277291535281025,0,0,0,0,0,0,0
LTB,ENSG00000227507,Other,Other,,160.0,13.276500099703496,1.715928051205041,High-ranking informative gene,Yes,28.27266316608652,0.5993438681245958,0.7850628454755887,ENSG00000227507,13.276500099703496,0,0,0,0,0,0,0
RNASE1,ENSG00000129538,Other,Other,,161.0,13.274343196578767,1.3653688706901914,High-ranking informative gene,Yes,10.244675381594137,0.2325579136058128,9.923550965480944,ENSG00000129538,13.274343196578767,0,0,0,0,0,0,0
MFAP4,ENSG00000166482,Other,Other,,162.0,13.274136269948002,0.9626603949161404,High-ranking informative gene,Yes,6.194004062471024,0.1185243346079627,3.696519594548446,ENSG00000166482,13.274136269948002,0,0,0,0,0,0,0
KRT14,ENSG00000186847,Hypoxia_Angiogenesis_EMT_ECM_Vascular,EMT_Epithelial,,163.0,13.269115553338,1.6217913718510832,EMT Epithelial,Yes,4.034376483743102,0.1115278422573419,1.2860058762621145,ENSG00000186847,13.269115553338,0,0,0,0,0,0,0
JUNB,ENSG00000171223,CellCycle_DDR_Stress,Stress_Senescence,,164.0,13.26456169188454,3.876004905925418,Stress Senescence,Yes,65.11893825100228,1.5395358782510842,0.6018815291196442,ENSG00000171223,13.26456169188454,0,0,0,0,0,0,0
IFITM3,ENSG00000142089,Other,Other,,165.0,13.26287627593204,2.890454136700555,High-ranking informative gene,Yes,57.02265263063261,1.378637653412531,0.9660554137198668,ENSG00000142089,13.26287627593204,0,0,0,0,0,0,0
ACTA2,ENSG00000107796,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,166.0,13.259149332620693,2.08514063543048,ECM Fibroblast,Yes,16.06726957557572,0.2754096445120915,1.829303126955622,ENSG00000107796,13.259149332620693,0,0,0,0,0,0,0
CD27,ENSG00000139193,Immune_lineage_state,Immune_other,,167.0,13.258459359985793,2.5774124081194176,Immune other marker,Yes,21.96431431051775,0.3884604378488387,1.5964704068872455,ENSG00000139193,13.258459359985793,0,0,0,0,0,0,0
TAGLN,ENSG00000149591,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,168.0,13.257789020042813,2.078498224803793,ECM Fibroblast,Yes,14.740926164729558,0.3540014663297158,2.2226030670925887,ENSG00000149591,13.257789020042813,0,0,0,0,0,0,0
CREM,ENSG00000095794,Other,Other,,169.0,13.25310465778031,1.929849902022556,High-ranking informative gene,Yes,34.1056523412588,0.6322903339201854,1.1341219984669562,ENSG00000095794,13.25310465778031,0,0,0,0,0,0,0
AQP1,ENSG00000240583,Other,Other,,170.0,13.246063080985335,0.7948060632515539,High-ranking informative gene,Yes,4.68532706263116,0.0944179984353265,0.8037285679594638,ENSG00000240583,13.246063080985335,0,0,0,0,0,0,0
DCT,ENSG00000080166,Other,Other,,171.0,13.245483189253727,0.8750086533749022,High-ranking informative gene,Yes,3.1701883177268257,0.05964307962142,4.484056852319283,ENSG00000080166,13.245483189253727,0,0,0,0,0,0,0
CRABP1,ENSG00000166426,Other,Other,,172.0,13.244794831121515,0.8284754912158919,High-ranking informative gene,Yes,5.552605628460896,0.1299874988169594,0.6743422307207704,ENSG00000166426,13.244794831121515,0,0,0,0,0,0,0
KRT17,ENSG00000128422,Hypoxia_Angiogenesis_EMT_ECM_Vascular,EMT_Epithelial,,173.0,13.243525536585365,1.6606932482138534,EMT Epithelial,Yes,4.6063813946693415,0.1106259929827275,1.84899325883746,ENSG00000128422,13.243525536585365,0,0,0,0,0,0,0
TXNIP,ENSG00000265972,Other,Other,,174.0,13.236082916865472,2.8180690568183246,High-ranking informative gene,Yes,55.64854849539671,1.1017466867836552,2.3410482520646205,ENSG00000265972,13.236082916865472,0,0,0,0,0,0,0
WFDC2,ENSG00000101443,Other,Other,,175.0,13.231413720941772,0.8436124209468676,High-ranking informative gene,Yes,6.542376405078372,0.1218196159981573,0.2903456254771096,ENSG00000101443,13.231413720941772,0,0,0,0,0,0,0
PLAC9,ENSG00000189129,Other,Other,,176.0,13.229951731627397,0.8748981165150321,High-ranking informative gene,Yes,7.609969067907315,0.1309083928190532,0.1214628319709926,ENSG00000189129,13.229951731627397,0,0,0,0,0,0,0
MUCL1,ENSG00000172551,Other,Other,,177.0,13.228493957923794,1.0974117127031449,High-ranking informative gene,Yes,7.376503409272885,0.1861395363879431,5.764252698746165,ENSG00000172551,13.228493957923794,0,0,0,0,0,0,0
TACSTD2,ENSG00000184292,Other,Other,,178.0,13.22408279873302,0.9771325655430928,High-ranking informative gene,Yes,10.009243104896598,0.1786150338032162,0.3815080713977812,ENSG00000184292,13.22408279873302,0,0,0,0,0,0,0
SERPING1,ENSG00000149131,Other,Other,,179.0,13.221613605706851,1.509931307509754,High-ranking informative gene,Yes,19.66927103087309,0.3580120430568014,4.6833407749082845,ENSG00000149131,13.221613605706851,0,0,0,0,0,0,0
SFN,ENSG00000175793,Other,Other,,180.0,13.220919331453542,0.8149411247371142,High-ranking informative gene,Yes,5.504283013196016,0.0798644230319732,0.7601904517835997,ENSG00000175793,13.220919331453542,0,0,0,0,0,0,0
CTSW,ENSG00000172543,Other,Other,,181.0,13.219684061063834,1.4132798213034188,High-ranking informative gene,Yes,20.31375986469668,0.3941030553343153,1.3185128895758784,ENSG00000172543,13.219684061063834,0,0,0,0,0,0,0
HSPB1,ENSG00000106211,CellCycle_DDR_Stress,Stress_Senescence,,182.0,13.219643739047118,3.531774922741668,Stress Senescence,Yes,57.182510584619365,1.176812099644439,1.1781774584037603,ENSG00000106211,13.219643739047118,0,0,0,0,0,0,0
PECAM1,ENSG00000261371,Hypoxia_Angiogenesis_EMT_ECM_Vascular,Hypoxia_Angiogenesis,,183.0,13.217868102877844,1.806085894775812,Hypoxia Angiogenesis,Yes,9.803871990020824,0.1537286297624644,0.8748808236216646,ENSG00000261371,13.217868102877844,0,0,0,0,0,0,0
DUSP1,ENSG00000120129,CellCycle_DDR_Stress,Stress_Senescence,,184.0,13.21185105612295,3.442731756063376,Stress Senescence,Yes,53.61113218201893,1.119426029508818,2.368562090805109,ENSG00000120129,13.21185105612295,0,0,0,0,0,0,0
AGR2,ENSG00000106541,Other,Other,,185.0,13.210874323913316,0.8290659314413147,High-ranking informative gene,Yes,6.042012580736696,0.1214726693293427,0.3680732926973724,ENSG00000106541,13.210874323913316,0,0,0,0,0,0,0
CALML5,ENSG00000178372,Other,Other,,186.0,13.210523126353328,0.8201124655448278,High-ranking informative gene,Yes,5.482650214501845,0.1275139671551981,0.5731757551089575,ENSG00000178372,13.210523126353328,0,0,0,0,0,0,0
IGKV4-1,ENSG00000211598,Other,Other,,187.0,13.209979507630504,1.6949097157922952,High-ranking informative gene,Yes,5.607670934227855,0.1209460137956604,23.50806742086103,ENSG00000211598,13.209979507630504,0,0,0,0,0,0,0
TFF1,ENSG00000160182,Other,Other,,188.0,13.201130050418588,0.8561657835205954,High-ranking informative gene,Yes,4.856984724996565,0.1225909393437327,2.1106018806786344,ENSG00000160182,13.201130050418588,0,0,0,0,0,0,0
COL12A1,ENSG00000111799,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,189.0,13.201050947406031,1.77739140226162,ECM Fibroblast,Yes,9.639518909032674,0.1721875389357937,0.1455495326917331,ENSG00000111799,13.201050947406031,0,0,0,0,0,0,0
TCL1A,ENSG00000100721,Other,Other,,190.0,13.199750242244852,0.9415867695370574,High-ranking informative gene,Yes,1.1676092386097707,0.026242972427978,8.270840845974162,ENSG00000100721,13.199750242244852,0,0,0,0,0,0,0
FABP7,ENSG00000164434,Other,Other,,191.0,13.199705643056612,0.8409509514117418,High-ranking informative gene,Yes,5.15057270727452,0.0993747069376732,1.6301780336094478,ENSG00000164434,13.199705643056612,0,0,0,0,0,0,0
FOS,ENSG00000170345,Cancer_pathways,RAS_MAPK,,192.0,13.195601515822236,3.564894292506012,RAS MAPK,Yes,48.92468133763741,1.2548789243882752,1.4334856935478706,ENSG00000170345,13.195601515822236,0,0,0,0,0,0,0
SCGB2A2,ENSG00000110484,Other,Other,,193.0,13.194274197818263,0.9634751953832856,High-ranking informative gene,Yes,4.682798553692891,0.1198940405865258,5.11015500503678,ENSG00000110484,13.194274197818263,0,0,0,0,0,0,0
TRAT1,ENSG00000163519,Other,Other,,194.0,13.190474488738658,1.2228477261424786,High-ranking informative gene,Yes,15.813856790872634,0.2572068730126159,1.263816547380918,ENSG00000163519,13.190474488738658,0,0,0,0,0,0,0
MZB1,ENSG00000170476,Immune_lineage_state,Plasma_cell,,195.0,13.188832705144575,2.017307263946889,Plasma cell marker,Yes,6.7081342132544535,0.1104920410813708,2.243069788173552,ENSG00000170476,13.188832705144575,0,0,0,0,0,0,0
CD63,ENSG00000135404,Other,Other,,196.0,13.182196391879726,2.7486532933038355,High-ranking informative gene,Yes,54.044630992215005,1.1385029378772775,1.6963118382506188,ENSG00000135404,13.182196391879726,0,0,0,0,0,0,0
PRF1,ENSG00000180644,Immune_lineage_state,NK_cytotoxic,,197.0,13.181918401609424,3.538843233308845,NK cytotoxic marker,Yes,16.3291107234064,0.2964505653193148,3.6366694545833385,ENSG00000180644,13.181918401609424,0,0,0,0,0,0,0
GPR183,ENSG00000169508,Other,Other,,198.0,13.181740518798623,1.406668067033199,High-ranking informative gene,Yes,19.78783000553463,0.3302068560191181,2.118854608353532,ENSG00000169508,13.181740518798623,0,0,0,0,0,0,0
SPI1,ENSG00000066336,Other,Other,,199.0,13.172596313458104,0.9638130324170469,High-ranking informative gene,Yes,10.011209722959704,0.1795147855949115,0.0825906621185367,ENSG00000066336,13.172596313458104,0,0,0,0,0,0,0
IGLV3-21,ENSG00000211662,Other,Other,,200.0,13.170048093324636,1.7132188262993089,High-ranking informative gene,Yes,3.24913398568863,0.0664173147993276,26.484806272831065,ENSG00000211662,13.170048093324636,0,0,0,0,0,0,0
SELL,ENSG00000188404,Immune_lineage_state,Immune_other,,201.0,13.168221603783277,2.5195422382379844,Immune other marker,Yes,16.185266659362085,0.2717213203666653,6.055938959983582,ENSG00000188404,13.168221603783277,0,0,0,0,0,0,0
NEAT1,ENSG00000245532,Other,Other,,202.0,13.166757862865822,2.9807197119188307,High-ranking informative gene,Yes,61.53154595845941,1.2891452238518784,0.2056794767346956,ENSG00000245532,13.166757862865822,0,0,0,0,0,0,0
GNLY,ENSG00000115523,Immune_lineage_state,NK_cytotoxic,,203.0,13.165996787068911,2.3388641196221225,NK cytotoxic marker,Yes,12.25793038733947,0.3799651558863646,3.91029529922996,ENSG00000115523,13.165996787068911,0,0,0,0,0,0,0
FCN1,ENSG00000085265,Other,Other,,204.0,13.163364833581207,0.9416378520163003,High-ranking informative gene,Yes,2.2944813887694835,0.0414135026970652,7.224833406201323,ENSG00000085265,13.163364833581207,0,0,0,0,0,0,0
CP,ENSG00000047457,Other,Other,,205.0,13.160982007027442,0.7847483415052776,High-ranking informative gene,Yes,4.4951270013850575,0.082643468502656,0.8900813048754521,ENSG00000047457,13.160982007027442,0,0,0,0,0,0,0
APOA2,ENSG00000158874,Other,Other,,206.0,13.156383635804394,0.8345911187219581,High-ranking informative gene,Yes,0.711915738844354,0.0216228959516226,5.9379688296535,ENSG00000158874,13.156383635804394,0,0,0,0,0,0,0
MXRA5,ENSG00000101825,Other,Other,,207.0,13.155710285575127,0.8753800672095245,High-ranking informative gene,Yes,7.702681062310887,0.1311042089382085,0.1382044413400229,ENSG00000101825,13.155710285575127,0,0,0,0,0,0,0
CXCR3,ENSG00000186810,Immune_lineage_state,Th1,,208.0,13.154583521231585,2.4196642463802376,Th1 marker,Yes,18.280838678320293,0.3022682751286089,1.4031333777530952,ENSG00000186810,13.154583521231585,0,0,0,0,0,0,0
APOC3,ENSG00000110245,Other,Other,,209.0,13.149285745517089,0.7791053085935871,High-ranking informative gene,Yes,0.5385724038534363,0.0142014613789579,4.693101993178273,ENSG00000110245,13.149285745517089,0,0,0,0,0,0,0
COL14A1,ENSG00000187955,Hypoxia_Angiogenesis_EMT_ECM_Vascular,ECM_Fibroblast,,210.0,13.143014044298884,1.6406175247708683,ECM Fibroblast,Yes,6.16366195521168,0.1070128152771825,0.1144879025982204,ENSG00000187955,13.143014044298884,0,0,0,0,0,0,0
S100A2,ENSG00000196754,Other,Other,,211.0,13.142122545054116,0.7679014826992083,High-ranking informative gene,Yes,3.298861328141456,0.0535493224160852,1.7220459802261476,ENSG00000196754,13.142122545054116,0,0,0,0,0,0,0
HSPA1A,ENSG00000204389,CellCycle_DDR_Stress,Stress_Senescence,,212.0,13.136376830667144,2.9806223549936823,Stress Senescence,Yes,41.85721790970975,0.8931044049689102,2.1783904058257475,ENSG00000204389,13.136376830667144,0,0,0,0,0,0,0
S100P,ENSG00000163993,Other,Other,,213.0,13.13284244881701,0.765992701961898,High-ranking informative gene,Yes,4.590086559289318,0.0776470228136041,0.384424342949334,ENSG00000163993,13.13284244881701,0,0,0,0,0,0,0
LTF,ENSG00000012223,Other,Other,,214.0,13.13233332606929,0.8530772897327811,High-ranking informative gene,Yes,5.146077580273129,0.119158751575315,1.8838950991475325,ENSG00000012223,13.13233332606929,0,0,0,0,0,0,0
C1orf162,ENSG00000143110,Other,Other,,215.0,13.13223607469023,1.0633594319244282,High-ranking informative gene,Yes,11.677497113285623,0.1904889651238237,1.219956592699989,ENSG00000143110,13.13223607469023,0,0,0,0,0,0,0
CRABP2,ENSG00000143320,Other,Other,,216.0,13.132174043998514,1.0935068766079907,High-ranking informative gene,Yes,12.903262057475814,0.2257254343221253,0.6883182552557182,ENSG00000143320,13.132174043998514,0,0,0,0,0,0,0
THBS2,ENSG00000186340,Other,Other,,217.0,13.13100547592197,0.9080746236967484,High-ranking informative gene,Yes,8.394930620524192,0.1557472759344749,0.2431445529140551,ENSG00000186340,13.13100547592197,0,0,0,0,0,0,0
GZMH,ENSG00000100450,Other,Other,,218.0,13.129559940678112,1.1448556863157235,High-ranking informative gene,Yes,11.98457047656774,0.2505000299209142,2.653492113506057,ENSG00000100450,13.129559940678112,0,0,0,0,0,0,0
KLRB1,ENSG00000111796,Immune_lineage_state,Immune_other,,219.0,13.126754873243138,2.18687962376949,Immune other marker,Yes,11.09818762098213,0.2292125919211562,2.085236821668254,ENSG00000111796,13.126754873243138,0,0,0,0,0,0,0
CD8B,ENSG00000172116,Immune_lineage_state,Immune_other,,220.0,13.124289949257292,2.349876607322169,Immune other marker,Yes,15.275565332456791,0.3087198974672295,2.1610559455945912,ENSG00000172116,13.124289949257292,0,0,0,0,0,0,0
NCF1,ENSG00000158517,Other,Other,,221.0,13.123789409477142,1.213059790681725,High-ranking informative gene,Yes,15.609047566872036,0.235659862175718,1.421186305643701,ENSG00000158517,13.123789409477142,0,0,0,0,0,0,0
PIP,ENSG00000159763,Other,Other,,222.0,13.121443079460455,0.8044587921495125,High-ranking informative gene,Yes,3.9767826690378456,0.0890981816977831,1.85532272727536,ENSG00000159763,13.121443079460455,0,0,0,0,0,0,0
PHGR1,ENSG00000233041,Other,Other,,223.0,13.120770380571331,0.7014545664284543,High-ranking informative gene,Yes,2.8501914643157136,0.0613564178440039,0.3311792413785008,ENSG00000233041,13.120770380571331,0,0,0,0,0,0,0
LST1,ENSG00000204482,Immune_lineage_state,Mono_Macrophage,,224.0,13.1186538595557,2.053843627465646,Mono Macrophage marker,Yes,9.776620282574925,0.1607184648246473,0.2518454679417505,ENSG00000204482,13.1186538595557,0,0,0,0,0,0,0
CD34,ENSG00000174059,Hypoxia_Angiogenesis_EMT_ECM_Vascular,Vasculature,,225.0,13.108969460643824,1.580126289512234,Vasculature,Yes,4.613405030609002,0.0769755430016738,0.1306956765929076,ENSG00000174059,13.108969460643824,0,0,0,0,0,0,0
ESAM,ENSG00000149564,Other,Other,,226.0,13.108383205426676,0.7428384042986335,High-ranking informative gene,Yes,4.04954753737276,0.0707380271991568,0.3239712844217282,ENSG00000149564,13.108383205426676,0,0,0,0,0,0,0
C15orf48,ENSG00000166920,Other,Other,,227.0,13.10803467835184,0.9011139723888634,High-ranking informative gene,Yes,8.253334119980565,0.1492765320830031,0.2575395835758367,ENSG00000166920,13.10803467835184,0,0,0,0,0,0,0
