gene,gene_nr,selection,rank,marker_rank,tree_rank,importance_score,pca_score,pre_selected,prior_selected,pca_selected,celltypes_DE_1vsall,celltypes_DE_specific,celltypes_DE,celltypes_marker,list_only_ct_marker,required_marker,required_list_marker
ENSG00000158874,508,False,,,,,0.12978441610642816,False,False,False,,,,,False,False,False
ENSG00000110195,509,False,,,,,0.12974874121776994,False,False,False,,,,,False,False,False
ENSG00000160856,510,False,,,,,0.12969833262398592,False,False,False,,,,,False,False,False
ENSG00000229028,511,False,,,,,0.12909704534628574,False,False,False,,,,,False,False,False
ENSG00000159958,512,False,,,,,0.12688026435092717,False,False,False,,,,,False,False,False
ENSG00000100985,513,False,,,,,0.12590106384230954,False,False,False,,,,,False,False,False
ENSG00000166428,514,False,,,,,0.12563406989099715,False,False,False,,,,,False,False,False
ENSG00000270550,515,False,,,,,0.12554881651817995,False,False,False,,,,,False,False,False
ENSG00000169900,516,False,,,,,0.1255262844250664,False,False,False,,,,,False,False,False
ENSG00000168229,517,False,,,,,0.1251259355614413,False,False,False,,,,,False,False,False
ENSG00000133169,518,False,,,,,0.1249774875677146,False,False,False,,,,,False,False,False
ENSG00000165457,519,False,,,,,0.12470962187661536,False,False,False,,,,,False,False,False
ENSG00000263639,520,False,,,,,0.12381712247828099,False,False,False,,,,,False,False,False
ENSG00000248527,521,False,,,,,0.12238450435460699,False,False,False,,,,,False,False,False
ENSG00000277494,522,False,,,,,0.12207512544092569,False,False,False,,,,,False,False,False
ENSG00000171564,523,False,,,,,0.12135029923378832,False,False,False,,,,,False,False,False
ENSG00000163739,524,False,,,,,0.12108220325063992,False,False,False,,,,,False,False,False
ENSG00000074966,525,False,,,,,0.12060951406307045,False,False,False,,,,,False,False,False
ENSG00000278196,526,False,,,,,0.12027072445733211,False,False,False,,,,,False,False,False
ENSG00000211659,527,False,,,,,0.11979201723505052,False,False,False,,,,,False,False,False
ENSG00000211695,528,False,,,,,0.11919848244676137,False,False,False,,,,,False,False,False
ENSG00000188536,529,False,,,,,0.11863650994125018,False,False,False,,,,,False,False,False
ENSG00000198523,530,False,,,,,0.11703565939700517,False,False,False,,,,,False,False,False
ENSG00000112936,531,False,,,,,0.1166613986376862,False,False,False,,,,,False,False,False
ENSG00000109072,532,False,,,,,0.1156169986726351,False,False,False,,,,,False,False,False
ENSG00000064886,533,False,,,,,0.11553360427495624,False,False,False,,,,,False,False,False
ENSG00000102243,534,False,,,,,0.1150673295578768,False,False,False,,,,,False,False,False
ENSG00000189377,535,False,,,,,0.11442969876799672,False,False,False,,,,,False,False,False
ENSG00000223361,536,False,,,,,0.11359631140707763,False,False,False,,,,,False,False,False
ENSG00000137441,537,False,,,,,0.11333935133659459,False,False,False,,,,,False,False,False
ENSG00000135374,538,False,,,,,0.11165575632285078,False,False,False,,,,,False,False,False
ENSG00000146070,539,False,,,,,0.11119968797554748,False,False,False,,,,,False,False,False
ENSG00000138100,540,False,,,,,0.11119919415700517,False,False,False,,,,,False,False,False
ENSG00000196091,541,False,,,,,0.11057536015862324,False,False,False,,,,,False,False,False
ENSG00000205810,542,False,,,,,0.1104631332465172,False,False,False,,,,,False,False,False
ENSG00000126759,543,False,,,,,0.1090869313307254,False,False,False,,,,,False,False,False
ENSG00000169903,544,False,,,,,0.10819674497747614,False,False,False,,,,,False,False,False
ENSG00000019169,545,False,,,,,0.10695933948808499,False,False,False,,,,,False,False,False
ENSG00000204475,546,False,,,,,0.10650539848787005,False,False,False,,,,,False,False,False
ENSG00000282939,547,False,,,,,0.10611749574410907,False,False,False,,,,,False,False,False
ENSG00000160683,548,False,,,,,0.10575510527748029,False,False,False,,,,,False,False,False
ENSG00000135094,549,False,,,,,0.10548619830892096,False,False,False,,,,,False,False,False
ENSG00000211694,550,False,,,,,0.10512441256361302,False,False,False,,,,,False,False,False
ENSG00000181036,551,False,,,,,0.10446208493579183,False,False,False,,,,,False,False,False
ENSG00000197632,552,False,,,,,0.10335285949700225,False,False,False,,,,,False,False,False
ENSG00000139352,553,False,,,,,0.10326748659164525,False,False,False,,,,,False,False,False
ENSG00000035720,554,False,,,,,0.10311180219510598,False,False,False,,,,,False,False,False
ENSG00000130427,555,False,,,,,0.10253673381199674,False,False,False,,,,,False,False,False
ENSG00000211734,556,False,,,,,0.10239400308676724,False,False,False,,,,,False,False,False
ENSG00000266402,557,False,,,,,0.10231743732488262,False,False,False,,,,,False,False,False
ENSG00000167656,558,False,,,,,0.10207335197163828,False,False,False,,,,,False,False,False
ENSG00000111404,559,False,,,,,0.1020721714227068,False,False,False,,,,,False,False,False
ENSG00000169248,560,False,,,,,0.10189397053256058,False,False,False,,,,,False,False,False
ENSG00000163687,561,False,,,,,0.10096818556217925,False,False,False,,,,,False,False,False
ENSG00000161649,562,False,,,,,0.10069817061154164,False,False,False,,,,,False,False,False
ENSG00000108700,563,False,,,,,0.09995314854049382,False,False,False,,,,,False,False,False
ENSG00000198574,564,False,,,,,0.09989262868583255,False,False,False,,,,,False,False,False
ENSG00000196092,565,False,,,,,0.09929658804046275,False,False,False,,,,,False,False,False
ENSG00000211689,566,False,,,,,0.0990061059576494,False,False,False,,,,,False,False,False
ENSG00000150045,567,False,,,,,0.09842837207687952,False,False,False,,,,,False,False,False
ENSG00000248323,568,False,,,,,0.09802756659968537,False,False,False,,,,,False,False,False
ENSG00000058404,569,False,,,,,0.09797114034924828,False,False,False,,,,,False,False,False
ENSG00000197057,570,False,,,,,0.09761723717522919,False,False,False,,,,,False,False,False
ENSG00000163221,571,False,,,,,0.09716927373520284,False,False,False,,,,,False,False,False
ENSG00000126233,572,False,,,,,0.0970250838562797,False,False,False,,,,,False,False,False
ENSG00000100079,573,False,,,,,0.09657684927244277,False,False,False,,,,,False,False,False
ENSG00000166797,574,False,,,,,0.09628256556831312,False,False,False,,,,,False,False,False
ENSG00000143297,575,False,,,,,0.09602111558167513,False,False,False,,,,,False,False,False
ENSG00000163534,576,False,,,,,0.0958652168014412,False,False,False,,,,,False,False,False
ENSG00000175445,577,False,,,,,0.09516243368075719,False,False,False,,,,,False,False,False
ENSG00000228262,578,False,,,,,0.09511122519032275,False,False,False,,,,,False,False,False
ENSG00000102109,579,False,,,,,0.0949427737983972,False,False,False,,,,,False,False,False
ENSG00000131203,580,False,,,,,0.09405396697950298,False,False,False,,,,,False,False,False
ENSG00000154277,581,False,,,,,0.09394115222412099,False,False,False,,,,,False,False,False
ENSG00000117399,582,False,,,,,0.09365050739907986,False,False,False,,,,,False,False,False
ENSG00000094963,583,False,,,,,0.09291478684312249,False,False,False,,,,,False,False,False
ENSG00000110245,584,False,,,,,0.09244379622433228,False,False,False,,,,,False,False,False
ENSG00000211640,585,False,,,,,0.09167095052948594,False,False,False,,,,,False,False,False
ENSG00000245954,586,False,,,,,0.0912991447499048,False,False,False,,,,,False,False,False
ENSG00000005102,587,False,,,,,0.09012906296177602,False,False,False,,,,,False,False,False
ENSG00000106927,588,False,,,,,0.0899582391500912,False,False,False,,,,,False,False,False
ENSG00000107159,589,False,,,,,0.08927811544669062,False,False,False,,,,,False,False,False
ENSG00000278030,590,False,,,,,0.08878609824646136,False,False,False,,,,,False,False,False
ENSG00000253755,591,False,,,,,0.08823598440555297,False,False,False,,,,,False,False,False
ENSG00000211788,592,False,,,,,0.08805299340105475,False,False,False,,,,,False,False,False
ENSG00000124935,593,False,,,,,0.08800532383251142,False,False,False,,,,,False,False,False
ENSG00000122223,594,False,,,,,0.08796028696301016,False,False,False,,,,,False,False,False
ENSG00000171560,595,False,,,,,0.08778106494557864,False,False,False,,,,,False,False,False
ENSG00000166592,596,False,,,,,0.08729176190611831,False,False,False,,,,,False,False,False
ENSG00000205056,597,False,,,,,0.08694157962416336,False,False,False,,,,,False,False,False
ENSG00000246228,598,False,,,,,0.08525199101599461,False,False,False,,,,,False,False,False
ENSG00000211793,599,False,,,,,0.08498198698269323,False,False,False,,,,,False,False,False
ENSG00000235142,600,False,,,,,0.08477666343625996,False,False,False,,,,,False,False,False
ENSG00000132514,601,False,,,,,0.08476376582000023,False,False,False,,,,,False,False,False
ENSG00000189064,602,False,,,,,0.08469302578246057,False,False,False,,,,,False,False,False
ENSG00000132703,603,False,,,,,0.08466393071734832,False,False,False,,,,,False,False,False
ENSG00000136244,604,False,,,,,0.08386199974618751,False,False,False,,,,,False,False,False
ENSG00000204866,605,False,,,,,0.08363810112467578,False,False,False,,,,,False,False,False
ENSG00000134339,606,False,,,,,0.0834837554238893,False,False,False,,,,,False,False,False
ENSG00000205809,607,False,,,,,0.08256299046808459,False,False,False,,,,,False,False,False
ENSG00000134028,608,False,,,,,0.08234391986025165,False,False,False,,,,,False,False,False
ENSG00000050767,609,False,,,,,0.0816630829428493,False,False,False,,,,,False,False,False
ENSG00000106236,610,False,,,,,0.08165064627800164,False,False,False,,,,,False,False,False
ENSG00000167664,611,False,,,,,0.08162177073474332,False,False,False,,,,,False,False,False
ENSG00000263961,612,False,,,,,0.08104548430949811,False,False,False,,,,,False,False,False
ENSG00000132693,613,False,,,,,0.08087273946039679,False,False,False,,,,,False,False,False
ENSG00000211941,614,False,,,,,0.0807697096033288,False,False,False,,,,,False,False,False
ENSG00000182600,615,False,,,,,0.08058339552047862,False,False,False,,,,,False,False,False
ENSG00000105825,616,False,,,,,0.08030129844741309,False,False,False,,,,,False,False,False
ENSG00000175701,617,False,,,,,0.08012153063078503,False,False,False,,,,,False,False,False
ENSG00000211945,618,False,,,,,0.08004417138535508,False,False,False,,,,,False,False,False
ENSG00000145692,619,False,,,,,0.07926113146164128,False,False,False,,,,,False,False,False
ENSG00000166509,620,False,,,,,0.07923862785938299,False,False,False,,,,,False,False,False
ENSG00000167434,621,False,,,,,0.079148039996464,False,False,False,,,,,False,False,False
ENSG00000251546,622,False,,,,,0.0790956618085344,False,False,False,,,,,False,False,False
ENSG00000142871,623,False,,,,,0.07886115336141616,False,False,False,,,,,False,False,False
ENSG00000213178,624,False,,,,,0.07842689271938619,False,False,False,,,,,False,False,False
ENSG00000158481,625,False,,,,,0.07833509359621411,False,False,False,,,,,False,False,False
ENSG00000242125,626,False,,,,,0.07734783866935181,False,False,False,,,,,False,False,False
ENSG00000183747,627,False,,,,,0.07722013154573909,False,False,False,,,,,False,False,False
ENSG00000229314,628,False,,,,,0.07710511043127463,False,False,False,,,,,False,False,False
ENSG00000174718,629,False,,,,,0.07678585739381813,False,False,False,,,,,False,False,False
ENSG00000224137,630,False,,,,,0.07634092623463365,False,False,False,,,,,False,False,False
ENSG00000176840,631,False,,,,,0.07584640130550001,False,False,False,,,,,False,False,False
ENSG00000282651,632,False,,,,,0.07569128389568848,False,False,False,,,,,False,False,False
ENSG00000174175,633,False,,,,,0.07496877234576454,False,False,False,,,,,False,False,False
ENSG00000205358,634,False,,,,,0.0743550325481976,False,False,False,,,,,False,False,False
ENSG00000223745,635,False,,,,,0.07378085137710787,False,False,False,,,,,False,False,False
ENSG00000234184,636,False,,,,,0.07277581172419095,False,False,False,,,,,False,False,False
ENSG00000127324,637,False,,,,,0.07273812469768356,False,False,False,,,,,False,False,False
ENSG00000221946,638,False,,,,,0.07241440700169684,False,False,False,,,,,False,False,False
ENSG00000186160,639,False,,,,,0.0717986504160831,False,False,False,,,,,False,False,False
ENSG00000172794,640,False,,,,,0.07119541443309735,False,False,False,,,,,False,False,False
ENSG00000247556,641,False,,,,,0.07089245967527774,False,False,False,,,,,False,False,False
ENSG00000124564,642,False,,,,,0.07012739257961062,False,False,False,,,,,False,False,False
ENSG00000064201,643,False,,,,,0.06986574473887111,False,False,False,,,,,False,False,False
ENSG00000103355,644,False,,,,,0.06979902709396495,False,False,False,,,,,False,False,False
ENSG00000010319,645,False,,,,,0.06967655307302599,False,False,False,,,,,False,False,False
ENSG00000211810,646,False,,,,,0.06952338336834449,False,False,False,,,,,False,False,False
ENSG00000171234,647,False,,,,,0.06949663856918079,False,False,False,,,,,False,False,False
ENSG00000172724,648,False,,,,,0.06909739837909108,False,False,False,,,,,False,False,False
ENSG00000211786,649,False,,,,,0.06823685390576685,False,False,False,,,,,False,False,False
ENSG00000007908,650,False,,,,,0.06816020693714069,False,False,False,,,,,False,False,False
ENSG00000138722,651,False,,,,,0.06694695426634428,False,False,False,,,,,False,False,False
ENSG00000243955,652,False,,,,,0.06566245234696173,False,False,False,,,,,False,False,False
ENSG00000234663,653,False,,,,,0.06558438768611721,False,False,False,,,,,False,False,False
ENSG00000211648,654,False,,,,,0.06539890923989496,False,False,False,,,,,False,False,False
ENSG00000171551,655,False,,,,,0.0653017668133991,False,False,False,,,,,False,False,False
ENSG00000211668,656,False,,,,,0.06517850275043774,False,False,False,,,,,False,False,False
ENSG00000147138,657,False,,,,,0.06444265979298304,False,False,False,,,,,False,False,False
ENSG00000168081,658,False,,,,,0.0644420048031601,False,False,False,,,,,False,False,False
ENSG00000099985,659,False,,,,,0.0644019472233055,False,False,False,,,,,False,False,False
ENSG00000211956,660,False,,,,,0.06433326956781546,False,False,False,,,,,False,False,False
ENSG00000131401,661,False,,,,,0.06383277953027307,False,False,False,,,,,False,False,False
ENSG00000272282,662,False,,,,,0.06357588260800943,False,False,False,,,,,False,False,False
ENSG00000145321,663,False,,,,,0.06331339162834362,False,False,False,,,,,False,False,False
ENSG00000170128,664,False,,,,,0.06326813145122384,False,False,False,,,,,False,False,False
ENSG00000180739,665,False,,,,,0.06309363569530377,False,False,False,,,,,False,False,False
ENSG00000172236,666,False,,,,,0.06295400955253073,False,False,False,,,,,False,False,False
ENSG00000211663,667,False,,,,,0.06274023436493696,False,False,False,,,,,False,False,False
ENSG00000211797,668,False,,,,,0.06271181034409772,False,False,False,,,,,False,False,False
ENSG00000285410,669,False,,,,,0.06240002255420928,False,False,False,,,,,False,False,False
ENSG00000138207,670,False,,,,,0.06224044008281911,False,False,False,,,,,False,False,False
ENSG00000211943,671,False,,,,,0.0621046092387653,False,False,False,,,,,False,False,False
ENSG00000100867,672,False,,,,,0.06198184149300889,False,False,False,,,,,False,False,False
ENSG00000242258,673,False,,,,,0.06174574281027136,False,False,False,,,,,False,False,False
ENSG00000170231,674,False,,,,,0.061391314389476336,False,False,False,,,,,False,False,False
ENSG00000224631,675,False,,,,,0.061015055235895385,False,False,False,,,,,False,False,False
ENSG00000118729,676,False,,,,,0.06085358763138957,False,False,False,,,,,False,False,False
ENSG00000066813,677,False,,,,,0.06080753529256651,False,False,False,,,,,False,False,False
ENSG00000213886,678,False,,,,,0.06058481743149947,False,False,False,,,,,False,False,False
ENSG00000160953,679,False,,,,,0.0605097042576294,False,False,False,,,,,False,False,False
ENSG00000211955,680,False,,,,,0.06033182446359492,False,False,False,,,,,False,False,False
ENSG00000048462,681,False,,,,,0.059979479277143366,False,False,False,,,,,False,False,False
ENSG00000069482,682,False,,,,,0.05979797198332407,False,False,False,,,,,False,False,False
ENSG00000115008,683,False,,,,,0.05904055940294052,False,False,False,,,,,False,False,False
ENSG00000176919,684,False,,,,,0.05901043405000088,False,False,False,,,,,False,False,False
ENSG00000116747,685,False,,,,,0.05885498516002675,False,False,False,,,,,False,False,False
ENSG00000198520,686,False,,,,,0.058785770750883225,False,False,False,,,,,False,False,False
ENSG00000175426,687,False,,,,,0.058783312742917614,False,False,False,,,,,False,False,False
ENSG00000112214,688,False,,,,,0.05871828779667811,False,False,False,,,,,False,False,False
ENSG00000168329,689,False,,,,,0.05858828316332853,False,False,False,,,,,False,False,False
ENSG00000178363,690,False,,,,,0.05799332795348966,False,False,False,,,,,False,False,False
ENSG00000211787,691,False,,,,,0.05791938095486388,False,False,False,,,,,False,False,False
ENSG00000211799,692,False,,,,,0.05785300883675675,False,False,False,,,,,False,False,False
ENSG00000167476,693,False,,,,,0.05769145537364133,False,False,False,,,,,False,False,False
ENSG00000211651,694,False,,,,,0.0576723450284361,False,False,False,,,,,False,False,False
ENSG00000211632,695,False,,,,,0.05747099394340787,False,False,False,,,,,False,False,False
ENSG00000255717,696,False,,,,,0.05740091097986381,False,False,False,,,,,False,False,False
ENSG00000233306,697,False,,,,,0.057264290226591685,False,False,False,,,,,False,False,False
ENSG00000211721,698,False,,,,,0.057247927080823595,False,False,False,,,,,False,False,False
ENSG00000255733,699,False,,,,,0.05712745074622934,False,False,False,,,,,False,False,False
ENSG00000100033,700,False,,,,,0.05702092090222188,False,False,False,,,,,False,False,False
ENSG00000156689,701,False,,,,,0.056935632635298196,False,False,False,,,,,False,False,False
ENSG00000128242,702,False,,,,,0.05681141387703766,False,False,False,,,,,False,False,False
ENSG00000176153,703,False,,,,,0.05663324776360804,False,False,False,,,,,False,False,False
ENSG00000174353,704,False,,,,,0.056547337906864274,False,False,False,,,,,False,False,False
ENSG00000137745,705,False,,,,,0.05637783139069422,False,False,False,,,,,False,False,False
ENSG00000142748,706,False,,,,,0.056325650746415545,False,False,False,,,,,False,False,False
ENSG00000124203,707,False,,,,,0.05606361388188077,False,False,False,,,,,False,False,False
ENSG00000188508,708,False,,,,,0.05588540314094505,False,False,False,,,,,False,False,False
ENSG00000182183,709,False,,,,,0.05567429928032607,False,False,False,,,,,False,False,False
ENSG00000211789,710,False,,,,,0.05553149876915431,False,False,False,,,,,False,False,False
ENSG00000231475,711,False,,,,,0.05551480704531973,False,False,False,,,,,False,False,False
ENSG00000183019,712,False,,,,,0.05489967008954623,False,False,False,,,,,False,False,False
ENSG00000167768,713,False,,,,,0.0548308255181855,False,False,False,,,,,False,False,False
ENSG00000160181,714,False,,,,,0.05474878044766951,False,False,False,,,,,False,False,False
ENSG00000163273,715,False,,,,,0.054458982593723906,False,False,False,,,,,False,False,False
ENSG00000211807,716,False,,,,,0.05443683507392398,False,False,False,,,,,False,False,False
ENSG00000197253,717,False,,,,,0.05400665094222157,False,False,False,,,,,False,False,False
ENSG00000211790,718,False,,,,,0.053993211144130616,False,False,False,,,,,False,False,False
ENSG00000196611,719,False,,,,,0.053526901461516466,False,False,False,,,,,False,False,False
ENSG00000249978,720,False,,,,,0.053251576841392985,False,False,False,,,,,False,False,False
ENSG00000223551,721,False,,,,,0.053155957263294855,False,False,False,,,,,False,False,False
ENSG00000161055,722,False,,,,,0.052895867134608025,False,False,False,,,,,False,False,False
ENSG00000226660,723,False,,,,,0.05269837005283682,False,False,False,,,,,False,False,False
ENSG00000187912,724,False,,,,,0.052558013426565076,False,False,False,,,,,False,False,False
ENSG00000134873,725,False,,,,,0.051394706916030916,False,False,False,,,,,False,False,False
ENSG00000206172,726,False,,,,,0.05127693878906559,False,False,False,,,,,False,False,False
ENSG00000137077,727,False,,,,,0.0510753180420337,False,False,False,,,,,False,False,False
ENSG00000108688,728,False,,,,,0.051001095550551205,False,False,False,,,,,False,False,False
ENSG00000105141,729,False,,,,,0.05097365619944485,False,False,False,,,,,False,False,False
ENSG00000164400,730,False,,,,,0.0509219080273024,False,False,False,,,,,False,False,False
ENSG00000124875,731,False,,,,,0.05087071412115203,False,False,False,,,,,False,False,False
ENSG00000156076,732,False,,,,,0.05065685820079106,False,False,False,,,,,False,False,False
ENSG00000165269,733,False,,,,,0.05064288315643644,False,False,False,,,,,False,False,False
ENSG00000117281,734,False,,,,,0.050411594486383375,False,False,False,,,,,False,False,False
ENSG00000211777,735,False,,,,,0.0503043513327698,False,False,False,,,,,False,False,False
ENSG00000010282,736,False,,,,,0.049926582411877855,False,False,False,,,,,False,False,False
ENSG00000163751,737,False,,,,,0.04984585758418016,False,False,False,,,,,False,False,False
ENSG00000185559,738,False,,,,,0.04976822244468008,False,False,False,,,,,False,False,False
ENSG00000211716,739,False,,,,,0.04932385728000132,False,False,False,,,,,False,False,False
ENSG00000164283,740,False,,,,,0.04932015497164161,False,False,False,,,,,False,False,False
ENSG00000170523,741,False,,,,,0.04905481252911648,False,False,False,,,,,False,False,False
ENSG00000163735,742,False,,,,,0.048488024129203035,False,False,False,,,,,False,False,False
ENSG00000229335,743,False,,,,,0.04828212722462049,False,False,False,,,,,False,False,False
ENSG00000162384,744,False,,,,,0.04827528897678674,False,False,False,,,,,False,False,False
ENSG00000268751,745,False,,,,,0.04822618646630398,False,False,False,,,,,False,False,False
ENSG00000115386,746,False,,,,,0.047932654366583734,False,False,False,,,,,False,False,False
ENSG00000213442,747,False,,,,,0.047901505869066455,False,False,False,,,,,False,False,False
ENSG00000148942,748,False,,,,,0.04775106537038126,False,False,False,,,,,False,False,False
ENSG00000251474,749,False,,,,,0.047300221673574484,False,False,False,,,,,False,False,False
ENSG00000170419,750,False,,,,,0.04725987560033338,False,False,False,,,,,False,False,False
ENSG00000278970,751,False,,,,,0.047167956303266007,False,False,False,,,,,False,False,False
ENSG00000226950,752,False,,,,,0.047079252206778104,False,False,False,,,,,False,False,False
ENSG00000204054,753,False,,,,,0.04664713187611053,False,False,False,,,,,False,False,False
ENSG00000134240,754,False,,,,,0.04653851175594982,False,False,False,,,,,False,False,False
ENSG00000229769,755,False,,,,,0.04640868343728161,False,False,False,,,,,False,False,False
ENSG00000165828,756,False,,,,,0.04630891032702816,False,False,False,,,,,False,False,False
ENSG00000149968,757,False,,,,,0.046268940501539596,False,False,False,,,,,False,False,False
ENSG00000232079,758,False,,,,,0.046258429827101336,False,False,False,,,,,False,False,False
ENSG00000012504,759,False,,,,,0.04620589692863627,False,False,False,,,,,False,False,False
ENSG00000154269,760,False,,,,,0.04591650598154884,False,False,False,,,,,False,False,False
ENSG00000117322,761,False,,,,,0.0458991088856212,False,False,False,,,,,False,False,False
ENSG00000214510,762,False,,,,,0.04583016728403008,False,False,False,,,,,False,False,False
ENSG00000211804,763,False,,,,,0.04571355869475133,False,False,False,,,,,False,False,False
ENSG00000107984,764,False,,,,,0.04566339957369174,False,False,False,,,,,False,False,False
ENSG00000211792,765,False,,,,,0.045642132776260606,False,False,False,,,,,False,False,False
ENSG00000157150,766,False,,,,,0.04561636974214289,False,False,False,,,,,False,False,False
ENSG00000237702,767,False,,,,,0.04550060654582669,False,False,False,,,,,False,False,False
ENSG00000189001,768,False,,,,,0.04547142965459008,False,False,False,,,,,False,False,False
ENSG00000211791,769,False,,,,,0.04506054813017724,False,False,False,,,,,False,False,False
ENSG00000124939,770,False,,,,,0.04485850908213775,False,False,False,,,,,False,False,False
ENSG00000104760,771,False,,,,,0.04444045429789761,False,False,False,,,,,False,False,False
ENSG00000167754,772,False,,,,,0.044101169314702836,False,False,False,,,,,False,False,False
ENSG00000101425,773,False,,,,,0.04409775209983394,False,False,False,,,,,False,False,False
ENSG00000211817,774,False,,,,,0.04391334109565148,False,False,False,,,,,False,False,False
ENSG00000154165,775,False,,,,,0.04325518874466737,False,False,False,,,,,False,False,False
ENSG00000211625,776,False,,,,,0.04324422451400447,False,False,False,,,,,False,False,False
ENSG00000129988,777,False,,,,,0.043120090078100956,False,False,False,,,,,False,False,False
ENSG00000211795,778,False,,,,,0.0429495261234133,False,False,False,,,,,False,False,False
ENSG00000145192,779,False,,,,,0.04289449498948174,False,False,False,,,,,False,False,False
ENSG00000183395,780,False,,,,,0.04268304512851959,False,False,False,,,,,False,False,False
ENSG00000228278,781,False,,,,,0.0426788058481761,False,False,False,,,,,False,False,False
ENSG00000118137,782,False,,,,,0.042597535386551456,False,False,False,,,,,False,False,False
ENSG00000182885,783,False,,,,,0.04255221371965749,False,False,False,,,,,False,False,False
ENSG00000277072,784,False,,,,,0.042175633289469,False,False,False,,,,,False,False,False
ENSG00000256553,785,False,,,,,0.042141289716309004,False,False,False,,,,,False,False,False
ENSG00000148702,786,False,,,,,0.04206768699539079,False,False,False,,,,,False,False,False
ENSG00000134760,787,False,,,,,0.0418460469894295,False,False,False,,,,,False,False,False
ENSG00000211950,788,False,,,,,0.0418375925916533,False,False,False,,,,,False,False,False
ENSG00000211778,789,False,,,,,0.04178879093937889,False,False,False,,,,,False,False,False
ENSG00000173209,790,False,,,,,0.04178259603187717,False,False,False,,,,,False,False,False
ENSG00000121807,791,False,,,,,0.041720656954171945,False,False,False,,,,,False,False,False
ENSG00000231799,792,False,,,,,0.04165603532205458,False,False,False,,,,,False,False,False
ENSG00000211706,793,False,,,,,0.04145106397297651,False,False,False,,,,,False,False,False
ENSG00000147647,794,False,,,,,0.04124842053977668,False,False,False,,,,,False,False,False
ENSG00000211745,795,False,,,,,0.041220706630353286,False,False,False,,,,,False,False,False
ENSG00000236481,796,False,,,,,0.04118219387101202,False,False,False,,,,,False,False,False
ENSG00000257267,797,False,,,,,0.041174749681824885,False,False,False,,,,,False,False,False
ENSG00000183542,798,False,,,,,0.041109969797585404,False,False,False,,,,,False,False,False
ENSG00000129151,799,False,,,,,0.04064212511211183,False,False,False,,,,,False,False,False
ENSG00000211796,800,False,,,,,0.04033216074903916,False,False,False,,,,,False,False,False
ENSG00000257017,801,False,,,,,0.0402822448106151,False,False,False,,,,,False,False,False
ENSG00000091583,802,False,,,,,0.04021368092121368,False,False,False,,,,,False,False,False
ENSG00000254838,803,False,,,,,0.040122930082753375,False,False,False,,,,,False,False,False
ENSG00000211801,804,False,,,,,0.039912238792951915,False,False,False,,,,,False,False,False
ENSG00000226752,805,False,,,,,0.03975845788217808,False,False,False,,,,,False,False,False
ENSG00000211698,806,False,,,,,0.03970774705159664,False,False,False,,,,,False,False,False
ENSG00000129455,807,False,,,,,0.03904403247781743,False,False,False,,,,,False,False,False
ENSG00000210077,808,False,,,,,0.03866861250096194,False,False,False,,,,,False,False,False
ENSG00000149534,809,False,,,,,0.038654310715075135,False,False,False,,,,,False,False,False
ENSG00000151365,810,False,,,,,0.038615513060051815,False,False,False,,,,,False,False,False
ENSG00000211670,811,False,,,,,0.03841134020371587,False,False,False,,,,,False,False,False
ENSG00000233639,812,False,,,,,0.03833422509765545,False,False,False,,,,,False,False,False
ENSG00000178828,813,False,,,,,0.0382989706162775,False,False,False,,,,,False,False,False
ENSG00000248124,814,False,,,,,0.037887536426461976,False,False,False,,,,,False,False,False
ENSG00000137440,815,False,,,,,0.03788160471965277,False,False,False,,,,,False,False,False
ENSG00000182487,816,False,,,,,0.03779607415782378,False,False,False,,,,,False,False,False
ENSG00000211727,817,False,,,,,0.037735847599048224,False,False,False,,,,,False,False,False
ENSG00000170454,818,False,,,,,0.03771815684531712,False,False,False,,,,,False,False,False
ENSG00000100604,819,False,,,,,0.037625002263097736,False,False,False,,,,,False,False,False
ENSG00000224078,820,False,,,,,0.03757955477748854,False,False,False,,,,,False,False,False
ENSG00000211952,821,False,,,,,0.03741207829312472,False,False,False,,,,,False,False,False
ENSG00000171759,822,False,,,,,0.03714818033352705,False,False,False,,,,,False,False,False
ENSG00000145850,823,False,,,,,0.0368183887031772,False,False,False,,,,,False,False,False
ENSG00000157306,824,False,,,,,0.03681781982178236,False,False,False,,,,,False,False,False
ENSG00000133636,825,False,,,,,0.03681210056255574,False,False,False,,,,,False,False,False
ENSG00000184697,826,False,,,,,0.03672701193503294,False,False,False,,,,,False,False,False
ENSG00000237254,827,False,,,,,0.036591966496453396,False,False,False,,,,,False,False,False
ENSG00000211710,828,False,,,,,0.03656932766854326,False,False,False,,,,,False,False,False
ENSG00000204936,829,False,,,,,0.03636193648435362,False,False,False,,,,,False,False,False
ENSG00000211652,830,False,,,,,0.03634785960053509,False,False,False,,,,,False,False,False
ENSG00000163106,831,False,,,,,0.03633934671686279,False,False,False,,,,,False,False,False
ENSG00000112299,832,False,,,,,0.036072168841858376,False,False,False,,,,,False,False,False
ENSG00000134827,833,False,,,,,0.035663828631075443,False,False,False,,,,,False,False,False
ENSG00000167755,834,False,,,,,0.03536111674426711,False,False,False,,,,,False,False,False
ENSG00000197520,835,False,,,,,0.035331618715956595,False,False,False,,,,,False,False,False
ENSG00000130287,836,False,,,,,0.035257142258338384,False,False,False,,,,,False,False,False
ENSG00000211785,837,False,,,,,0.03510004439445312,False,False,False,,,,,False,False,False
